"","X","title","timing","scope","severity","score","invasive","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres","Anser caerulescens","Anser rossii","Anser albifrons","Branta bernicla","Branta canadensis","Cygnus buccinator","Cygnus columbianus","Spatula cyanoptera","Spatula clypeata","Mareca penelope","Aythya marila","Somateria spectabilis","Somateria mollissima","Histrionicus histrionicus","Melanitta perspicillata","Melanitta deglandi","Melanitta nigra","Clangula hyemalis","Bucephala clangula","Bucephala islandica","Mergus merganser","Mergus serrator","Colinus virginianus","Centrocercus urophasianus","Lagopus lagopus","Lagopus muta","Tympanuchus cupido","Podiceps auritus","Podiceps grisegena","Podiceps nigricollis","Coccyzus americanus","Antrostomus carolinensis","Antrostomus vociferus","Cypseloides niger","Chaetura pelagica","Selasphorus rufus","Rallus elegans","Grus americana","Pluvialis squatarola","Pluvialis dominica","Pluvialis fulva","Charadrius nivosus","Charadrius hiaticula","Charadrius semipalmatus","Charadrius melodus","Charadrius montanus","Numenius phaeopus","Numenius borealis","Numenius americanus","Limosa haemastica","Arenaria interpres","Arenaria melanocephala","Calidris canutus","Calidris virgata","Calidris pugnax","Calidris acuminata","Calidris himantopus","Calidris alba","Calidris alpina","Calidris ptilocnemis","Calidris maritima","Calidris bairdii","Calidris minutilla","Calidris fuscicollis","Calidris subruficollis","Calidris melanotos","Calidris pusilla","Calidris mauri","Limnodromus scolopaceus","Gallinago delicata","Tringa incana","Tringa flavipes","Phalaropus lobatus","Phalaropus fulicarius","Catharacta skua","Stercorarius pomarinus","Stercorarius parasiticus","Stercorarius longicaudus","Alle alle","Uria aalge","Uria lomvia","Alca torda","Cepphus grylle","Cepphus columba","Brachyramphus marmoratus","Synthliboramphus scrippsi","Synthliboramphus antiquus","Ptychoramphus aleuticus","Aethia psittacula","Cerorhinca monocerata","Fratercula arctica","Fratercula corniculata","Fratercula cirrhata","Rissa tridactyla","Pagophila eburnea","Xema sabini","Rhodostethia rosea","Larus heermanni","Larus californicus","Larus argentatus","Larus glaucoides","Larus fuscus","Larus marinus","Chlidonias niger","Sterna dougallii","Sterna hirundo","Sterna paradisaea","Gavia stellata","Gavia pacifica","Gavia immer","Gavia adamsii","Phoebastria immutabilis","Phoebastria nigripes","Phoebastria albatrus","Fulmarus glacialis","Pterodroma ultima","Pterodroma inexpectata","Calonectris diomedea","Ardenna tenuirostris","Ardenna gravis","Ardenna creatopus","Ardenna carneipes","Puffinus puffinus","Oceanites oceanicus","Morus bassanus","Phalacrocorax carbo","Pelecanus occidentalis","Plegadis falcinellus","Gymnogyps californianus","Pandion haliaetus","Accipiter gentilis","Buteo lagopus","Buteo regalis","Aquila chrysaetos","Surnia ulula","Strix occidentalis","Asio otus","Asio flammeus","Aegolius funereus","Melanerpes erythrocephalus","Falco columbarius","Falco rusticolus","Falco peregrinus","Contopus cooperi","Lanius ludovicianus","Perisoreus canadensis","Eremophila alpestris","Riparia riparia","Hirundo rustica","Oenanthe oenanthe","Catharus bicknelli","Catharus guttatus","Hylocichla mustelina","Turdus migratorius","Sturnus vulgaris","Anthus rubescens","Anthus spragueii","Calcarius lapponicus","Calcarius ornatus","Calcarius pictus","Plectrophenax nivalis","Spizella breweri","Zonotrichia querula","Sturnella magna","Euphagus carolinus","Quiscalus quiscula","Vermivora chrysoptera","Mniotilta varia","Setophaga ruticilla","Strix nebulosa"
"11",11,"Viral/prion-induced diseases","Future","Minority (<50%)","Unknown","Unknown",NA,"Brant","Branta_bernicla",5232446,"PlantSeed",47.04,52.5825,-2.64e-15,0.01,"Water_Ground.Understory",0,"LC",0.023614,340.49086,337.67813,332.7572867,122.88473,126.290346,122.38651,52.11023,55.10397,51.31741,115,64,61.1,57.3,1446.103846,1328,1467,3.75,1,28,10.9,3,3539702.714,3743531.988,"Flocks","Duck-like","short","Obligate","Branta bernicla",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"Named species","Future","Minority (<50%)","Unknown","Unknown",NA,"Brant","Branta_bernicla",5232446,"PlantSeed",47.04,52.5825,-2.64e-15,0.01,"Water_Ground.Understory",0,"LC",0.023614,340.49086,337.67813,332.7572867,122.88473,126.290346,122.38651,52.11023,55.10397,51.31741,115,64,61.1,57.3,1446.103846,1328,1467,3.75,1,28,10.9,3,3539702.714,3743531.988,"Flocks","Duck-like","short","Obligate","Branta bernicla",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"8.5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Canada Goose","Branta_canadensis",5232437,"PlantSeed",40,60,0,0,"Water_Ground.Understory",0,"LC",9.81,443,443,443,134,134,134,47,47,47,150,82.5,61.17327,56.89391,3810.393333,4133.5,4507.875,5.325,1,27.20833334,10.5,7,5e+06,6200000,"Flocks","Duck-like","short","Obligate","Branta canadensis",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Trumpeter Swan","Cygnus_buccinator",2498345,"PlantSeed",100,0,0,0,"Water",0,"LC",19.1,618.7076,573.68315,555.24015,231.1825,216.526354,209.5244,79.29408,116.45,111.5,200,158.75,147.75,143.56,10685.565,9750,11800,5.2,1,26.5,13.6,0,1590654.707,2325515.146,"Flocks","Gull-like","short","Facultative ","Cygnus buccinator",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Tundra Swan","Cygnus_columbianus",2498338,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",7.086605,523,533,513,151.5,151,152,93,95,91,210,128,85.90945,87.27197,6317.653333,5985,6840,3.7,1,23.14583334,12.7,2,317000,336000,"Flocks","Gull-like","short","Obligate","Cygnus columbianus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Cinnamon Teal","Spatula_cyanoptera",9345027,"PlantSeed",100,0,0,0,"Water",0,"LC",0.406,188.69698,184.59878,179.22115,74.753715,73.10945,72.23489,44.5686175,44.05773,42.31867,56,41.5,50.59135,45.67435,380.225,365.25,395.5,10,1.25,12.9,6.5,5,6828020,7637513.934,"Winter Flocks","Duck-like","long","Facultative ","Spatula cyanoptera",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Cinnamon Teal","Spatula_cyanoptera",9345027,"PlantSeed",100,0,0,0,"Water",0,"LC",0.406,188.69698,184.59878,179.22115,74.753715,73.10945,72.23489,44.5686175,44.05773,42.31867,56,41.5,50.59135,45.67435,380.225,365.25,395.5,10,1.25,12.9,6.5,5,6828020,7637513.934,"Winter Flocks","Duck-like","long","Facultative ","Spatula cyanoptera",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"5.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"Utility & service lines","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"5.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,"Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Neovison vison","Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,"Named species (Neovison vison)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Neovison vison","Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"8.1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"Viral/prion-induced diseases","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA,"Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"Named species","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA,"Northern Shoveler","Spatula_clypeata",8332393,"Invertebrate",100,0,0,0,"Water",0,"LC",1.26,229.00633,244,227,82.91780548,84,76.5,56.24399,65.35,61.26,76.5,49.5,52.05669833,50.07775,612.78,590,636,10,1,20.4,6.5,0,4300000,4700000,"Flocks","Duck-like","long","Obligate","Spatula clypeata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"8.5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
