"","Sequence","species","English.name","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","wing.lcentr","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","hits"
"1694",9374,"Bombycilla japonica","Japanese Waxwing","Bombycillidae","Passeriformes","AVIBASE-F13AA87F",5,2,3,0,4,15.8,7,4.6,5.5,17.3,-0.096004614,107.2,44,63.2,41.1,54,42.3,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Omnivore","Frugivore","Insessorial",48.87,56.08,52.34,131.42,869392.31,22708150,2,0,0,0,0,1,1,0,0,0,0,0,0,-0.151183608,1.225022553,NA,NA,2.569109051,-0.243182026,0,4.57657657657658
"1695",9375,"Bombycilla cedrorum","Cedar Waxwing","Bombycillidae","Passeriformes","AVIBASE-9437D635",10,4,6,0,4,15.1,6.6,4.5,4.9,16.7,-0.159067909,95.4,33.5,62,35.1,59.8,31.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Herbivore","Frugivore","Insessorial",33.45,60.2,47.88,-97.87,7437954.14,22708153,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.442813573,3.371579188,0.230811813,4,2.377284295,-0.283043402,0,38.5720720720721
"1696",9377,"Phainopepla nitens","Phainopepla","Ptiliogonatidae","Passeriformes","AVIBASE-BD929CBC",112,47,64,1,4,13.4,8.1,5,4.1,20.9,-0.174032081,92.6,16.6,81.9,16.9,92.7,22.1,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Frugivore","Insessorial",19.91,40.52,29.77,-109.77,1250356.67,22708139,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.800393085,1.588412205,-0.172762432,2.5,2.351991131,-0.288299346,0,16.7702702702703
"1697",9386,"Promerops cafer","Cape Sugarbird","Promeropidae","Passeriformes","AVIBASE-AEE09552",5,1,1,3,4,36.8,22.6,3.7,3.7,23.5,-0.168687734,93.6,19.4,75.3,20.5,284,34.7,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Omnivore","Nectarivore","Insessorial",-34.84,-31.03,-33.39,21.38,114533.35,22717447,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.349231007,-0.801905873,-0.30728718,2,3.870426708,0.027233084,0,7.44144144144144
"1698",9395,"Chloropsis sonnerati","Greater Green Leafbird","Chloropseidae","Passeriformes","AVIBASE-A0473AFB",5,1,3,1,4,24.7,16.6,5,6.4,21.2,-0.131277304,100.6,21.1,79.6,21,71,45.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-8.78,13.77,0.88,108.46,1386747.46,22704950,4,1,0,0,0,0,1,0,0,0,0,0,0,-0.071686603,1.691944407,NA,NA,3.440654474,-0.062074016,1,3.98648648648649
"1699",9399,"Chloropsis aurifrons","Golden-fronted Leafbird","Chloropseidae","Passeriformes","AVIBASE-5FEE1D85",5,2,3,0,4,23.7,14.9,4,5,19.8,-0.164412256,94.4,18.7,75,20,69.8,32.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",5.92,31.52,19.89,91.9,3471632.85,22734342,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.420903464,2.609608404,-0.25347728,2.2,3.057709004,-0.141650467,0,2.63063063063063
"1700",9422,"Dicaeum kampalili","Flame-crowned Flowerpecker","Dicaeidae","Passeriformes","AVIBASE-0C55C543",4,1,3,0,4,11.4,6.7,4.4,4.8,14.2,-0.377651703,54.5,10.5,44,19.4,29.4,11.6,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",5.56,9.82,7.61,125.31,62498.97,103776050,1,1,0,0,0,0,1,0,0,0,0,0,0,-1.444965596,-1.407621844,NA,NA,2.40646644,-0.276979323,0,1.04954954954955
"1701",9429,"Dicaeum quadricolor","Cebu Flowerpecker","Dicaeidae","Passeriformes","AVIBASE-8BDE79BB",1,0,0,1,1,9.7,6,4.1,4.1,14.5,-0.391012571,52,8.9,43.1,17.1,25.5,8.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",9.64,10.51,9.85,123.51,117.27,22717507,5,1,1,1,1,1,1,0,0,0,0,1,0,-1.75590453,-7.686048231,NA,NA,2.129884491,-0.334453328,1,6.58108108108108
"1702",9432,"Dicaeum erythrorhynchos","Pale-billed Flowerpecker","Dicaeidae","Passeriformes","AVIBASE-BDB26F7B",5,2,3,0,4,11.4,7.4,2.5,2.9,12.1,-0.41025222,48.4,10.2,38.3,21,23.2,6.3,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",5.92,32.35,19.87,81.5,2149808.71,22717525,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.05542106,2.130362225,-0.388002029,1.7,2.080743233,-0.344664931,0,1.83783783783784
"1703",9434,"Dicaeum minullum","Plain Flowerpecker","Dicaeidae","Passeriformes","AVIBASE-F7C0A8B3",10,4,6,0,10,11.3,7.3,2.9,2.7,10.7,-0.433232912,44.1,9.2,34.9,20.9,21.5,6.2,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-8.85,40.94,19.49,102.91,4665370.81,103776140,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.071421402,2.905150677,-0.199667381,2.4,2.40646644,-0.276979323,0,7.46396396396396
"1704",9444,"Dicaeum cruentatum","Scarlet-backed Flowerpecker","Dicaeidae","Passeriformes","AVIBASE-10016732",9,4,5,0,8,11,7.3,3.2,3,12,-0.416131002,47.3,10.2,37.6,21.3,25,5.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-5.95,28.6,14.78,104.8,4479690.76,22717584,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.173204096,2.864537376,-0.132405007,2.65,1.826292105,-0.397540129,0,8.92342342342342
"1705",9445,"Dicaeum trochileum","Scarlet-headed Flowerpecker","Dicaeidae","Passeriformes","AVIBASE-3C404F82",5,2,3,0,4,11.4,7.4,2.6,3.1,12.6,-0.391012571,52,10.5,41.8,20,28,8.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-8.96,0.22,-4.7,111.6,322091.43,22717587,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.75590453,0.232063529,NA,NA,2.00747384,-0.359890384,0,4.43243243243243
"1706",9460,"Dicaeum hirundinaceum","Mistletoebird","Dicaeidae","Passeriformes","AVIBASE-7CCB0FB6",18,8,10,0,3,10.7,5.8,3.3,3.5,12.8,-0.347188925,60.2,15.6,45.2,25.7,30.8,9,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Omnivore","Invertivore","Insessorial",-39.48,-10.02,-25.13,134.47,6464367.1,103777963,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.698746117,3.23128847,0.096287065,3.5,2.534393376,-0.250395978,0,2.86936936936937
"1707",9464,"Arachnothera longirostra","Little Spiderhunter","Nectariniidae","Passeriformes","AVIBASE-B4EF3CAD",26,2,3,21,4,41.8,34.3,4,3.8,17.5,-0.3113818,66.9,9.5,57.6,14.1,42,12.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Nectarivore","Insessorial",-8.85,28.4,11.25,102.5,3514761.53,103778625,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.37024205,2.621955038,-0.25347728,2.2,2.406408047,-0.276991457,0,6.91891891891892
"1708",9470,"Arachnothera magna","Streaked Spiderhunter","Nectariniidae","Passeriformes","AVIBASE-3E2ED011",9,2,7,0,8,46.8,35.9,5.9,5.6,20.6,-0.194875034,88.7,16.5,72.5,18.5,49.6,30.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",2.42,29.53,21.12,99.89,1984624.62,22718128,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.471708039,2.050413147,-0.25347728,2.2,3.097701054,-0.133340079,0,5.45495495495495
"1709",9475,"Chalcoparia singalensis","Ruby-cheeked Sunbird","Nectariniidae","Passeriformes","AVIBASE-67A740A4",9,4,5,0,8,15,10.9,3.2,3.4,16.1,-0.391547005,51.9,6.7,45.1,12.8,42.8,8.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.78,27.76,10.61,103.65,2829894.28,22717626,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.79183654,2.405222713,-0.30728718,2,2.440268281,-0.269955266,0,3.77027027027027
"1710",9481,"Anthreptes malacensis","Brown-throated Sunbird","Nectariniidae","Passeriformes","AVIBASE-7F96C52A",146,80,65,1,4,20.3,14.6,3.7,3.3,16.4,-0.31031293,67.1,11.8,52.5,18.3,39.6,11.3,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Invertivore","Insessorial",-10.32,21.14,3.2,108.96,2166604.35,103792612,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.471167968,2.138144485,-0.30728718,2,2.865911815,-0.181506115,0,6.23423423423423
"1711",9493,"Hedydipna collaris","Collared Sunbird","Nectariniidae","Passeriformes","AVIBASE-1611F295",34,15,19,0,17,15.3,10.4,3.2,3.1,15.4,-0.395822483,51.1,7,44.1,13.8,35.4,7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Invertivore","Insessorial",-34.21,14.87,-4.74,23.59,9197435.7,22717668,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.950060545,3.583908076,-0.240024806,2.25,2.937052337,-0.166723043,0,8.19369369369369
"1712",9495,"Hedydipna metallica","Nile Valley Sunbird","Nectariniidae","Passeriformes","AVIBASE-8333D907",5,2,3,0,4,13.2,8.4,3.1,2.6,14.3,-0.379255007,54.2,9.2,45,17,42,7.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Invertivore","Insessorial",8.71,30.56,15.8,37.76,1209467.95,22717676,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.921889668,1.555163911,-0.381275791,1.725,2.84796685,-0.185235096,0,1.48648648648649
"1713",9507,"Cyanomitra olivacea","Olive Sunbird","Nectariniidae","Passeriformes","AVIBASE-EE79A5EF",373,114,142,117,68,23.4,18,4,3.2,16.1,-0.357877619,58.2,10.1,48,17.3,45.6,9.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-33.47,14.19,-3.22,22.12,5394958.82,22717691,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.623844808,3.050448324,-0.388002029,1.7,2.40237257,-0.277830033,0,16.7747747747748
"1714",9512,"Chalcomitra amethystina","Amethyst Sunbird","Nectariniidae","Passeriformes","AVIBASE-B022292C",22,8,14,0,13,24.8,18.3,3.7,3.4,15.6,-0.321001624,65.1,10.1,54.7,15.6,42.1,13.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Omnivore","Omnivore","Insessorial",-34.49,4.41,-13.93,28.6,3590561.92,22717762,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.278574861,2.643292073,-0.30728718,2,2.635214506,-0.229445246,0,5.77477477477477
"1715",9516,"Leptocoma zeylonica","Purple-rumped Sunbird","Nectariniidae","Passeriformes","AVIBASE-9A13D986",5,2,3,0,4,17,12.2,3.1,2.9,15.1,-0.389409267,52.3,7.2,44.7,13.9,32.6,8.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",5.92,25.45,18.57,80.99,1817376.93,22717782,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.721218972,1.962377573,-0.25347728,2.2,2.174451145,-0.325192333,0,4.07657657657658
"1716",9521,"Leptocoma aspasia","Black Sunbird","Nectariniidae","Passeriformes","AVIBASE-16EBA05A",78,45,32,1,5,20.2,15.3,3.1,2.4,14,-0.373376225,55.3,9.5,44.1,17.6,35.1,8,"Updated_literature","BoW","NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-11.66,4.55,-4.7,137.76,916101.7,22717791,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.816529152,1.277355464,NA,NA,2.217780141,-0.316188524,0,20.7972972972973
"1717",9525,"Nectarinia tacazze","Tacazze Sunbird","Nectariniidae","Passeriformes","AVIBASE-FAFA576B",9,4,5,0,4,30.1,23,3.9,3.3,18.1,-0.262213807,76.1,12.1,63.7,16,84.9,14.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Nectarivore","Insessorial",-4.4,15.83,7.7,37.74,285225.05,22717958,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.194609481,0.110506597,-0.468716878,1.4,3.095413314,-0.133815474,0,5.13063063063063
"1718",9527,"Nectarinia famosa","Malachite Sunbird","Nectariniidae","Passeriformes","AVIBASE-26F27894",8,4,4,0,4,31.1,25.8,3.9,3.2,15.7,-0.30122754,68.8,14.3,54.4,20.7,82.2,14.4,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Insessorial",-34.84,13.7,-19.4,29.07,1109036.73,22717979,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.228742487,1.468475186,-0.30728718,2,2.913986728,-0.1715161,0,7.15765765765766
"1719",9541,"Cinnyris regius","Regal Sunbird","Nectariniidae","Passeriformes","AVIBASE-F995313F",5,2,3,0,4,18.8,13.4,2.9,2.5,15.6,-0.387271528,52.7,8.4,44.2,15.9,44.8,6.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Nectarivore","Insessorial",-6.5,0.9,-2.14,29.49,76601.79,22717927,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.008901045,-1.204151476,-0.576336676,1,3.232316808,-0.105366791,0,3.06756756756757
"1720",9560,"Cinnyris osea","Palestine Sunbird","Nectariniidae","Passeriformes","AVIBASE-783E492C",5,2,3,0,4,19,13.6,2.9,2.7,14.5,-0.391547005,51.9,6.4,45,12.5,37.4,7.2,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Herbivore","Nectarivore","Insessorial",3.02,33.85,17.12,36.93,568902.39,22717850,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.921889668,0.800936952,-0.293834705,2.05,2.621298042,-0.232337101,0,8.8963963963964
"1721",9563,"Cinnyris coccinigastrus","Splendid Sunbird","Nectariniidae","Passeriformes","AVIBASE-48EC6C78",8,3,5,0,4,26.5,20.1,4,3.5,16.9,-0.311916234,66.8,11.4,55.2,17.1,42.4,14.3,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Insessorial",2.08,15.28,7.01,8,1723775.75,22718027,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.235711157,1.909500447,-0.468716878,1.4,3.700266881,-0.008126298,0,2.21621621621622
"1722",9569,"Cinnyris venustus","Variable Sunbird","Nectariniidae","Passeriformes","AVIBASE-8E9E45B5",33,15,16,2,23,18.1,12.9,3.2,2.8,15,-0.400632395,50.2,6.9,43.3,13.8,33.5,6.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Nectarivore","Insessorial",-22.17,17.82,-1.21,28.13,5595541.69,22717826,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.008901045,3.086953512,-0.347644604,1.85,3.534801624,-0.042510144,0,3.4954954954955
"1723",9574,"Cinnyris asiaticus","Purple Sunbird","Nectariniidae","Passeriformes","AVIBASE-E9BCF764",15,2,13,0,13,20.3,15,3.7,3.2,14.6,-0.37497953,55,11.3,43.7,20.6,35.1,8.1,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Insessorial",5.92,34.84,22.15,83.09,5816862.3,22717855,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.804106632,3.125744351,-0.30728718,2,4.038708739,0.062202258,0,21.2072072072072
"1724",9575,"Cinnyris jugularis","Olive-backed Sunbird","Nectariniidae","Passeriformes","AVIBASE-14D999C2",338,134,200,4,4,20.7,14.9,3.3,2.5,14.5,-0.383530485,53.4,8.8,40.5,17.7,35.2,9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Insessorial",-24.85,25.24,7.4,112.54,5063701.81,103804139,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.698746117,2.987081157,-0.25347728,2.2,2.627211313,-0.231108318,0,9.64414414414414
"1725",9589,"Aethopyga ignicauda","Fire-tailed Sunbird","Nectariniidae","Passeriformes","AVIBASE-FCD9D132",5,2,3,0,4,21.3,15.1,3.5,2.9,15.5,-0.372841791,55.4,8.8,46,16,74.5,8.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Nectarivore","Insessorial",19.77,31.96,27.26,92.37,586253.74,22718100,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.79183654,0.830980779,NA,NA,2.232633903,-0.313101898,0,1.35135135135135
"1726",9597,"Aethopyga siparaja","Crimson Sunbird","Nectariniidae","Passeriformes","AVIBASE-EC22F3AA",32,10,21,1,8,19,14.3,3.4,2.4,13,-0.399563526,50.4,8.7,40.8,17.4,38.1,6.7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Nectarivore","Insessorial",-8.78,33.09,14.37,100.15,4911554.19,103804411,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.993863168,2.956573786,-0.30728718,2,2.032553545,-0.354678796,0,25.2657657657658
"1727",9604,"Aethopyga latouchii","Fork-tailed Sunbird","Nectariniidae","Passeriformes","AVIBASE-FAD022B6",4,2,2,0,4,17.6,11.9,3,3,13.8,-0.413458828,47.8,9.9,37.9,20.6,36.2,5.2,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",10.47,33.09,25.46,109.65,1722122.42,103810497,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.247312068,1.908540854,NA,NA,2.032553545,-0.354678796,0,2.5990990990991
"1728",9610,"Prunella collaris","Alpine Accentor","Prunellidae","Passeriformes","AVIBASE-A783468F",13,4,5,4,4,16.7,9,4.3,4.2,23.6,-0.134483913,100,28.1,72.3,28,63.8,38.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",22.46,59.08,43.61,94.44,10326440.53,22718617,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.242718417,3.699691006,0.096287065,3.5,2.681558759,-0.219814864,0,9.9954954954955
"1729",9617,"Prunella montanella","Siberian Accentor","Prunellidae","Passeriformes","AVIBASE-D3220040",5,2,3,0,4,12.9,7.4,3.5,3.4,18.9,-0.283591195,72.1,17.5,54.1,24.4,66.4,17,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Terrestrial",47.27,72.25,62.42,117.86,6373551.3,22718630,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.06275735,3.217140177,0.49986131,5,2.268002597,-0.305752248,0,1.62612612612613
"1730",9618,"Prunella modularis","Dunnock","Prunellidae","Passeriformes","AVIBASE-26530C86",25,7,15,3,9,14,7.8,3.7,3.6,20.4,-0.299624236,69.1,14.7,54.5,21.2,59.6,20.2,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Invertivore","Terrestrial",35.36,70.83,56.25,26.53,6779516.3,22718651,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.890288089,3.278889116,0.47295636,4.9,3.814438231,0.015598622,0,20.8198198198198
"1731",9619,"Prunella atrogularis","Black-throated Accentor","Prunellidae","Passeriformes","AVIBASE-C68A31C1",4,2,2,0,4,12.9,6.8,3.4,3.5,19.2,-0.275574675,73.6,19.1,54.5,26,66.5,18.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Terrestrial",40.64,67.75,51.31,74,950766.74,22718644,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.978199962,1.314496833,0.241573793,4.04,2.366563562,-0.285271181,0,2.82882882882883
"1732",9621,"Peucedramus taeniatus","Olive Warbler","Peucedramidae","Passeriformes","AVIBASE-9D945327",6,3,3,0,4,14.3,8.2,3.1,2.9,18.6,-0.289469977,71,19.3,50.7,27.6,52.8,11,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Insessorial",12.67,34.4,23.77,-102.36,692877.18,22720027,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.498075421,0.998080834,0.096287065,3.5,2.208186825,-0.318182025,0,10.2972972972973
"1733",9635,"Philetairus socius","Sociable Weaver","Ploceidae","Passeriformes","AVIBASE-7799DC8B",5,1,4,0,4,16.7,10.7,5.8,8.6,19.5,-0.282522326,72.3,11.8,61.4,16,47.6,27.4,"Dunning",NA,"NO",NA,NA,"Desert",3,1,"Omnivore","Omnivore","Terrestrial",-30.96,-18.21,-25.42,19.44,658355.72,22718731,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.585427681,0.946973473,0.123192015,3.6,2.922987522,-0.169645726,0,10.2072072072072
"1734",9639,"Quelea quelea","Red-billed Quelea","Ploceidae","Passeriformes","AVIBASE-2B6DE136",9,4,5,0,4,14.2,9.9,5.8,7.9,18,-0.315657277,66.1,15.9,49.9,24.2,38.8,18.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Herbivore","Granivore","Generalist",-33.92,19.29,-6.37,24.74,10621873.64,22719128,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.972809113,3.727898784,-0.172762432,2.5,3.549441487,-0.039467966,0,6.4009009009009
"1735",9640,"Euplectes afer","Yellow-crowned Bishop","Ploceidae","Passeriformes","AVIBASE-4A58452B",5,2,3,0,4,13.5,8.6,5.1,6.7,16.1,-0.37497953,55,11.2,43.1,20.6,32,14.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Granivore","Terrestrial",-33.78,17.09,-3.94,15.76,3098334.42,22719164,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.235711157,2.495848042,0.002119741,3.15,1.920191119,-0.37802782,0,2.91441441441441
"1736",9642,"Euplectes gierowii","Black Bishop","Ploceidae","Passeriformes","AVIBASE-CC7862AF",4,2,2,0,4,18.4,11.5,6.2,8.6,24.7,-0.252593982,77.9,7.2,70.7,9.2,55,28.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Granivore","Terrestrial",-12.91,11.87,1.76,31.34,246606.93,22719172,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.553108889,-0.034976228,-0.038237683,3,2.561135899,-0.244838855,0,42.5630630630631
"1737",9643,"Euplectes franciscanus","Northern Red Bishop","Ploceidae","Passeriformes","AVIBASE-3D122849",5,2,3,0,4,13.1,8.2,5,6.4,17.8,-0.35573988,58.6,9.9,48,17.2,35.7,16,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",-0.61,19.45,10.54,10.37,3246050.92,22719181,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.123381972,2.542422515,-0.038237683,3,2.365350054,-0.285523349,0,14.2207207207207
"1738",9649,"Euplectes orix","Southern Red Bishop","Ploceidae","Passeriformes","AVIBASE-95F08BC3",5,2,3,0,4,15.6,10,5.8,7.8,19.9,-0.289469977,71,15.6,53.7,22.5,41.6,23,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Granivore","Terrestrial",-34.84,0.39,-20.26,27.64,2968587.01,22719186,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.760476478,2.453069444,-0.011332734,3.1,2.623882427,-0.231800063,0,9.28828828828829
"1739",9650,"Euplectes capensis","Yellow Bishop","Ploceidae","Passeriformes","AVIBASE-97A73D9F",9,4,5,0,4,16.2,11.7,7.1,9.9,23.2,-0.26488598,75.6,12.8,61.4,17,54.2,30.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Granivore","Terrestrial",-34.84,14.43,-11.72,30.67,2639722.61,22719200,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.47824401,2.335657198,-0.065142633,2.9,2.283550653,-0.302521346,0,22.6621621621622
"1740",9657,"Euplectes progne","Long-tailed Widowbird","Ploceidae","Passeriformes","AVIBASE-3153FE22",5,2,3,0,4,17.9,11.1,6.8,8.7,24.8,-0.025459233,120.4,17.6,97.4,16.3,239.2,35.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",-34.21,1.37,-24.06,27.14,697864.82,22719244,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.337769563,1.005253496,-0.186214906,2.45,2.389466116,-0.280512007,0,3.60810810810811
"1741",9658,"Foudia madagascariensis","Red Fody","Ploceidae","Passeriformes","AVIBASE-F7DFA41B",5,2,3,0,4,14.2,8.6,5.2,7.2,17.9,-0.330621449,63.3,10,52.9,16,48.5,16.6,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Herbivore","Granivore","Insessorial",-25.61,-11.95,-19.39,46.7,590835.82,22719132,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.086567999,0.838766258,NA,NA,2.243321755,-0.310880951,0,9.1036036036036
"1742",9664,"Foudia rubra","Mauritius Fody","Ploceidae","Passeriformes","AVIBASE-2F37FD05",4,2,2,0,4,16.4,11.1,5,6.7,20.9,-0.312985104,66.6,11.9,54.7,17.9,41,17.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-20.45,-20.39,-20.42,57.49,11.86,22719149,4,1,1,0,0,0,1,0,0,0,0,1,0,-1.022406054,-9.977355806,NA,NA,2.534393376,-0.250395978,1,7.22522522522523
"1743",9668,"Ploceus baglafecht","Baglafecht Weaver","Ploceidae","Passeriformes","AVIBASE-BE1FE156",13,5,8,0,4,19.5,12.4,6.7,8.1,23.3,-0.2467152,79,13,66,16.5,57.3,31.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-11.09,17.35,4.63,33.38,1651063.49,22718761,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.442813573,1.866402978,-0.25347728,2.2,3.125640795,-0.127534173,0,3.18918918918919
"1744",9675,"Ploceus luteolus","Little Weaver","Ploceidae","Passeriformes","AVIBASE-1373D324",5,2,3,0,4,13.6,8.5,4.7,5.7,16.7,-0.334362492,62.6,10.3,53,16.3,43.2,15.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Granivore","Insessorial",-4.06,18.58,10.16,14.92,3085847.32,22718779,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.18127595,2.491809636,-0.186214906,2.45,2.650534619,-0.226261711,0,35.518018018018
"1745",9676,"Ploceus ocularis","Spectacled Weaver","Ploceidae","Passeriformes","AVIBASE-CA4839B2",13,5,8,0,4,20,13.1,5.3,6.8,21.6,-0.275574675,73.6,10.6,62.2,14.6,59,25.2,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-34.05,9.88,-11.32,29.35,2998767.22,22718787,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.669126699,2.463184636,-0.132405007,2.65,2.84719938,-0.185394577,0,2.2027027027027
