"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"658","Coracopsis barklyi","Seychelles Parrot",4299,"Psittacidae","Psittaciformes","AVIBASE-EB97C0F2",4,2,1,1,3,26.1,18.5,11.9,17.5,19.2,184.2,70.1,114.2,38,132,186.2,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-4.36,-4.27,-4.32,55.73,47.41,22727890,3,1,0,1,0,0,0,1,0,1,1,0,1,0,-6.957535533,0.725022294,0.103785732,NA,NA,10.23436958,9.368530791,8.76126126126126
"659","Amazona viridigenalis","Red-crowned Amazon",4177,"Psittacidae","Psittaciformes","AVIBASE-B1595124",5,2,3,0,4,33.5,26.6,16.4,27.5,20.1,199,70.9,124.6,36.4,99.6,316,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Omnivore","Insessorial",21.21,25.68,22.34,-99.08,7846.5,22686259,4,1,1,0,1,0,0,1,0,0,0,0,0,0,-1.848545859,1.253943143,0.164525885,0.339942589,3.45,10.24997758,9.395445067,2.15765765765766
"660","Hydrobates homochroa","Ashy Storm-petrel",2004,"Hydrobatidae","Procellariiformes","AVIBASE-04B43245",4,1,2,1,2,16.7,8.8,2.5,4.3,21.4,132.8,77.3,55,58.4,71.5,36.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",27.22,40.59,33.4,-119.91,347898.56,22698562,4,1,0,1,0,0,0,0,1,0,1,0,1,0,1.94329751,-0.89358752,-0.107163179,NA,NA,10.28806352,9.461120076,1.52702702702703
"661","Sterna hirundo","Common Tern",2664,"Laridae","Charadriiformes","AVIBASE-4D2FF6F1",14,7,6,1,8,44.5,24.2,3.8,7,19.5,253.3,170.6,82.6,67.3,129.8,129.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",4.3,71.19,50.38,63.44,30248469.5,22694623,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6.40858744,0.35956252,0.387376582,-0.687114134,2.5,10.39724168,9.649385787,27.3288288288288
"662","Cacatua goffiniana","Tanimbar Corella",4093,"Cacatuidae","Psittaciformes","AVIBASE-67EE6F84",4,0,2,2,4,34.5,26.5,13.1,32.5,17.8,210.9,61.8,149.1,29.3,112,275,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Insessorial",-8.35,-7.1,-7.61,131.37,4111.87,22684800,2,0,1,1,0,0,0,1,0,0,0,0,0,0,-2.494735518,1.114972027,0.213364251,-0.146557964,3,10.39943039,9.653159976,5.45045045045045
"663","Stephanoaetus coronatus","Crowned Eagle",3024,"Accipitridae","Accipitriformes","AVIBASE-1E3B3515",5,2,3,0,4,53.3,36.1,16.7,29,94,496.4,111.5,393,22.1,367.1,3640,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Vertivore","Generalist",-34.21,15.34,-4.7,23.96,6608300.52,22696201,2,0,1,0,0,1,1,1,0,0,0,0,0,0,4.88746836,3.69793989,1.385074638,-1.433081649,1.81,10.44628333,9.73395271,12.8738738738739
"664","Cacatua haematuropygia","Philippine Cockatoo",4095,"Cacatuidae","Psittaciformes","AVIBASE-E1E59398",6,2,4,0,4,28.7,24.5,17,28,23,214.5,75.2,142.5,34.6,102.7,288,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Insessorial",4.61,15.06,10.02,120.81,22755.84,22684795,5,1,1,1,1,0,0,1,1,0,0,0,1,0,-0.78379162,1.161161409,0.228138883,-0.795225368,2.4,10.46252831,9.761965389,9.2027027027027
"665","Thalasseus maximus","Royal Tern",2676,"Laridae","Charadriiformes","AVIBASE-68EDCC23",10,4,4,2,8,73.7,45.5,8.4,14.9,32.8,363.7,224.1,141,61.4,155.1,415.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-45.33,41.98,13.04,-60.22,3285888.83,22694542,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.18877904,1.52720208,0.840465292,-1.768226475,1.5,10.50757482,9.839643133,27.9369369369369
"666","Anous stolidus","Brown Noddy",2578,"Laridae","Charadriiformes","AVIBASE-A070171E",8,4,4,0,4,45.6,25.2,4.7,7.6,25.8,265.4,160.8,94.5,63,145.2,177.8,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-41.4,29.11,-4.29,17.29,10192935.47,22694794,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.32083673,0.678860252,0.437035761,-2.308782645,1,10.51187519,9.847058648,13.1936936936937
"667","Pterodroma hasitata","Black-capped Petrel",2079,"Procellariidae","Procellariiformes","AVIBASE-DCD73C3A",2,0,0,2,1,33,22.8,8.4,12,37.3,283,152.1,132.9,53.4,109,278,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",5.78,37.47,21.1,-65.45,7451677.2,22698092,4,1,1,1,0,0,1,1,0,0,1,0,0,0,5.00758098,1.125822043,0.509267295,NA,NA,10.53697535,9.890341109,3.66666666666667
"668","Harpia harpyja","Harpy Eagle",3023,"Accipitridae","Accipitriformes","AVIBASE-4D324C9C",6,0,0,6,3,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Vertivore","Insessorial",-30.4,19.09,-8.03,-56.95,11064295.35,22695998,3,1,1,0,0,1,1,1,0,1,0,0,1,0,5.40286514,3.974572126,1.685081746,-1.227670305,2,10.54332947,9.901298089,8.76576576576577
"669","Pterodroma mollis","Soft-plumaged Petrel",2077,"Procellariidae","Procellariiformes","AVIBASE-12286A1E",4,2,2,0,4,27.1,19.4,7,9.1,32.3,243.2,158.2,85,65.1,95,312,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",-59.46,-22.08,-43.32,52.75,52198187.39,22698080,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.95418962,1.241204117,0.345925531,-2.308782645,1,10.55376959,9.919300926,2.24324324324324
"670","Papasula abbotti","Abbott's Booby",2277,"Sulidae","Suliformes","AVIBASE-92A2CCFC",5,2,3,0,4,118.8,91.3,26.9,37.7,46.1,442.4,287,157.5,64.6,204.8,1550.7,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-13.26,-7.67,-10.73,107.11,677593.38,22696649,4,1,0,1,1,1,1,1,0,0,1,0,1,0,2.60993394,2.84466265,1.163455161,-2.308782645,1,10.57499752,9.955906153,3.45495495495495
"671","Larus michahellis","Yellow-legged Gull",2631,"Laridae","Charadriiformes","AVIBASE-E074D706",4,1,3,0,4,67.6,25.4,8.6,18.2,66,422.8,231.2,191.5,54.6,163,1111.9,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",23.53,51.69,39.06,5.14,858974.47,62030970,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.84712577,2.512026472,1.083015498,-0.5790029,2.6,10.60559085,10.00866098,9.80630630630631
"672","Larus cachinnans","Caspian Gull",2632,"Laridae","Charadriiformes","AVIBASE-93CA037F",4,2,2,0,4,65.2,24.3,8,16.5,66.9,427.2,241.2,186,56.5,161.8,1111.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Omnivore","Generalist",39.62,51.93,46.47,53.41,1659661.38,22735929,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.50575544,2.512026472,1.101073382,-0.5790029,2.6,10.62521611,10.04250258,11.0990990990991
"673","Pterodroma arminjoniana","Trindade Petrel",2067,"Procellariidae","Procellariiformes","AVIBASE-8116523B",5,2,3,0,4,29.2,21.6,8.7,9.6,33.6,283.8,191.5,92.8,67.4,113.4,394,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-53.41,37.32,-9.2,21.2,47409362.68,22698005,3,1,0,1,1,1,0,0,0,0,0,0,0,0,6.85796158,1.474551838,0.512550546,NA,NA,10.71877066,10.2038271,2.35135135135135
"674","Amazona imperialis","Imperial Amazon",4193,"Psittacidae","Psittaciformes","AVIBASE-B78B2F83",4,2,0,2,4,44.8,37.8,20.8,34.4,31.4,282,79.1,202.9,28.1,167,529.5,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",15.28,15.54,15.47,-61.38,61.28,22686411,5,1,1,0,0,0,0,1,0,0,0,0,1,0,-6.700915185,1.770134094,0.50516323,-1.227670305,2,10.73263487,10.2277344,43.6126126126126
"675","Puffinus persicus","Persian Shearwater",2115,"Procellariidae","Procellariiformes","AVIBASE-198120BB",4,1,1,2,3,35.6,24.7,5.3,6.3,36.9,196.2,112.2,84,57.1,70.5,192.8,"DataFromSplit",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-13.53,25.84,9.43,54.13,3326036.99,22698267,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.20092335,0.759854311,0.153034504,-2.308782645,1,10.7905767,10.3276487,3.84234234234234
"676","Pterodroma atrata","Henderson Petrel",2069,"Procellariidae","Procellariiformes","AVIBASE-A98DB170",1,1,0,0,1,30.9,21.6,7.3,8.7,37.2,295,128,167,43.4,100,394,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",-31.3,-6.09,-20.56,-135.79,9327817.45,22728442,4,1,0,1,0,0,0,0,0,0,0,0,1,0,5.23214291,1.474551838,0.558516068,NA,NA,10.79375816,10.33313478,2.05405405405405
"677","Ardeotis australis","Australian Bustard",1929,"Otididae","Otidiformes","AVIBASE-5D1DFB96",2,0,0,2,1,79.3,42,19.4,18.9,175.5,592.5,260.5,332,44,304,4182.4,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-38.04,-6.56,-24.05,133.41,6717248.95,22691940,1,0,1,1,0,0,0,1,1,1,1,0,0,0,4.90382054,3.836841452,1.779475228,-1.708765296,1.555,10.83313608,10.40103767,11.6261261261261
"678","Larus glaucoides","Iceland Gull",2634,"Laridae","Charadriiformes","AVIBASE-FB4FCB27",13,6,7,0,8,59,21.7,7.5,15.5,58.3,395.8,216.7,178.1,54.9,157.1,693.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Generalist",59.78,83.11,72.52,-80.08,1717217.56,22729877,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.53984713,2.039663735,0.972205759,-0.806036492,2.39,10.84160531,10.41564192,13.4369369369369
"679","Rhynchopsitta pachyrhyncha","Thick-billed Parrot",4249,"Psittacidae","Psittaciformes","AVIBASE-6D621EA2",5,1,2,2,4,43.4,38.5,19.8,42.9,19.7,269.6,128.5,143,47.3,178.9,324.8,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Granivore","Insessorial",23.15,30.56,26.45,-106.96,596.01,22685766,4,1,1,0,0,0,0,1,0,1,0,0,1,0,-4.426111265,1.281410537,0.454272832,-0.22764139,2.925,10.84327897,10.41852796,6.58558558558559
"680","Ephippiorhynchus asiaticus","Black-necked Stork",2154,"Ciconiidae","Ciconiiformes","AVIBASE-27A758E6",4,2,2,0,4,296.8,248.2,31.2,47.8,324.2,575,231.2,343.8,40.2,298.8,4100,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Terrestrial",-35.2,32.32,-0.61,112.08,5462619.41,22697702,2,0,1,0,0,0,1,1,1,1,1,0,1,0,4.69707027,3.816943182,1.707654101,0.664276291,3.75,10.84475727,10.42107713,5.60810810810811
"681","Otis tarda","Great Bustard",1917,"Otididae","Otidiformes","AVIBASE-C6F33176",8,4,4,0,4,62.3,32,15.6,18.5,137.8,550.8,228.5,307.8,42.7,218.3,6759.9,"Dunning",NA,"NO",NA,NA,0,3,2,"Omnivore","Omnivore","Terrestrial",33.26,59.49,48.74,75.98,4521984.02,22691900,3,1,1,0,0,0,1,1,1,0,1,0,1,0,4.50809269,4.316964305,1.608335742,-0.687114134,2.5,10.8622133,10.45117813,20.3108108108108
"682","Haliaeetus leucogaster","White-bellied Sea-eagle",3136,"Accipitridae","Accipitriformes","AVIBASE-94383EEF",7,2,1,4,6,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Aquatic predator","Aerial",-43.64,26.38,-9.12,123.68,5127370.7,22695097,1,0,1,0,1,0,0,1,0,0,1,0,1,0,4.63373484,3.445172287,1.632549722,-1.227670305,2,10.87786201,10.47816261,6.34684684684685
"683","Milvus milvus","Red Kite",3148,"Accipitridae","Accipitriformes","AVIBASE-451D6FC8",17,12,2,3,12,40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,"Dunning",NA,"NO",NA,NA,0,2,2,"Omnivore","Omnivore","Generalist",14.8,61.66,48.65,10.52,1698401.57,22695072,1,0,1,0,0,1,1,1,0,0,1,0,0,0,3.5288294,2.475295686,1.323924079,-1.227670305,2,10.91133914,10.53589023,62.1891891891892
"684","Pterodroma baraui","Barau's Petrel",2071,"Procellariidae","Procellariiformes","AVIBASE-D956176F",1,0,0,1,1,32.1,24.8,9,9.6,35,269,156,113,58,113,400,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-44.37,4.93,-23.62,74.86,26305029.88,22698035,4,1,0,1,0,0,0,1,0,0,1,0,1,0,6.26890202,1.489665476,0.451810393,-2.308782645,1,10.97143318,10.63951578,1.13513513513514
"685","Balaeniceps rex","Shoebill",2263,"Balaenicipitidae","Pelecaniformes","AVIBASE-47C7FDFD",6,2,1,3,4,202.7,174,88.9,87.2,243.8,642.2,233.8,404,36.7,282.3,5941,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Terrestrial",-12.61,10.32,-0.96,31.36,1281979.14,22697583,3,1,1,1,0,1,1,1,1,1,1,0,1,0,3.24754693,4.187833677,1.983447228,-1.227670305,2,10.980509,10.65516603,10.0454545454545
"686","Pterodroma externa","Juan Fernandez Petrel",2076,"Procellariidae","Procellariiformes","AVIBASE-DC2BA23B",3,1,2,0,1,37.8,27.4,9.9,11.7,36.1,291.3,203,86,70.2,144.3,428,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",-48.61,35.99,-2.61,-118.41,44060886.11,22698030,3,1,0,1,0,0,0,1,0,1,1,0,1,0,6.7847143,1.557324125,0.543331029,-2.308782645,1,11.04648179,10.76892884,2.13063063063063
"687","Polemaetus bellicosus","Martial Eagle",3035,"Accipitridae","Accipitriformes","AVIBASE-FDA2E4A3",5,2,3,0,4,54.3,34.7,16.8,28.7,112.4,571.6,205.8,374.2,35.5,256,3964.5,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Vertivore","Aerial",-34.84,17.63,-3.45,22.51,14888019.22,22696116,4,1,1,0,0,0,1,1,0,1,1,0,0,0,5.69969866,3.783335952,1.693700282,-2.308782645,1,11.05819696,10.78913036,29.8198198198198
"688","Gavia adamsii","Yellow-billed Loon",1970,"Gaviidae","Gaviiformes","AVIBASE-5349255D",6,1,3,2,4,104.8,70.9,10.4,24.1,84.6,371.4,190.2,182.8,51,60.8,4944.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",61.08,77.73,69.55,20.13,4030133.52,22697847,2,0,0,0,0,0,0,1,0,0,1,0,1,0,4.39294135,4.004191606,0.872066588,-1.227670305,2,11.08256021,10.8311421,3.67567567567568
"689","Sula dactylatra","Masked Booby",2285,"Sulidae","Suliformes","AVIBASE-22D1B4A2",4,2,2,0,4,96,96,26.2,34.2,54,412.2,257.2,155,62.4,171.2,1732.1,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-36.61,31.54,-1.77,-9.46,130196617.9,22736173,1,0,0,1,0,0,0,1,1,0,0,0,0,0,7.8681876,2.955290753,1.039512416,-1.227670305,2,11.092777,10.84875983,12.954954954955
"690","Anodorhynchus leari","Lear's Macaw",4247,"Psittacidae","Psittaciformes","AVIBASE-FF910F60",16,0,8,8,5,67.5,60.4,33.3,62,34.3,378.1,118.7,268.5,30.7,408.2,940,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",-10.58,-9.35,-10.08,-39.3,7546.2,22685521,4,1,1,0,0,0,0,1,0,1,0,0,0,0,-1.887569306,2.344080804,0.899563819,-1.227670305,2,11.10875655,10.87631481,6.17567567567568
"691","Leptoptilos javanicus","Lesser Adjutant",2138,"Ciconiidae","Ciconiiformes","AVIBASE-74907154",5,1,3,1,4,280.5,235,37.5,59.7,249.6,624.6,213.2,395,35.2,277.2,4651,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Omnivore","Terrestrial",-8.85,28.73,7.51,103.3,1287176.59,22697713,3,1,1,0,0,1,0,1,1,0,1,0,0,0,3.25159298,3.943038458,1.911215695,-0.146557964,3,11.1882499,11.01339233,13.7657657657658
"692","Creagrus furcatus","Swallow-tailed Gull",2591,"Laridae","Charadriiformes","AVIBASE-07357A25",4,2,2,0,4,62.2,26.7,6.2,12.9,51.5,409,243.8,165.2,59.6,183.5,687,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Generalist",-1.73,4.46,0.17,-89.87,87375.37,22694493,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5616,2.030535221,1.02637941,-2.308782645,1,11.20621881,11.04437774,3.62162162162162
"693","Stercorarius parasiticus","Arctic Jaeger",2679,"Stercorariidae","Charadriiformes","AVIBASE-39086887",14,6,8,0,8,36.1,12,5.7,9,41.5,310.5,188.3,124.5,60.2,172,444.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-7.99,81.19,68.31,-11.33,6277591.31,22694245,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.83612821,1.594700939,0.622129066,-1.227670305,2,11.21131415,11.05316409,6.08558558558559
"694","Pterodroma solandri","Providence Petrel",2065,"Procellariidae","Procellariiformes","AVIBASE-F654D59E",5,3,2,0,4,33.9,25.9,9.8,12.1,39.1,299,193.2,103.8,65.1,124.8,468.6,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-50.12,58.93,13.28,57.96,59746330.79,22698042,3,1,0,1,0,0,0,1,0,0,1,0,1,0,7.08924963,1.647950455,0.574932325,NA,NA,11.24198012,11.10604418,3.94144144144144
"695","Gyps bengalensis","White-rumped Vulture",3011,"Accipitridae","Accipitriformes","AVIBASE-FC2346E6",5,2,3,0,4,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,"Dunning",NA,"NO",NA,NA,0,3,1,"Scavenger","Scavenger","Terrestrial",11.3,34.17,23.99,83.33,3047965.15,22695194,5,1,1,1,0,1,1,1,0,1,1,0,0,1,4.11361605,3.884145834,1.611618994,-2.308782645,1,11.24871586,11.11765922,3.38288288288288
"696","Sterna paradisaea","Arctic Tern",2666,"Laridae","Charadriiformes","AVIBASE-BDC5CF80",9,4,5,0,4,37.8,22.8,3.8,7,16.1,262.7,181.1,80.9,69.1,179.6,110,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",41.24,83.11,67.21,-35.32,10398468.44,22694629,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5.34080038,0.198681295,0.425954787,-1.227670305,2,11.27037394,11.15500619,44.1441441441441
"697","Anodorhynchus hyacinthinus","Hyacinth Macaw",4246,"Psittacidae","Psittaciformes","AVIBASE-3B7073D1",5,0,2,3,3,97.7,83.9,42.5,85.1,40.1,444,132.2,299.5,30.9,444.5,1331,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",-22.68,-1.18,-12.28,-52.74,536784.2,22685516,3,1,1,0,1,0,0,1,0,0,0,0,0,0,2.37698272,2.691886747,1.170021664,-1.011447837,2.2,11.28936891,11.18776093,47.3963963963964
"698","Gavia immer","Common Loon",1969,"Gaviidae","Gaviiformes","AVIBASE-7E022378",5,2,3,0,4,97,60.1,10.5,23,86.1,365.2,178,183.2,49.3,59,4956.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",41.9,80.83,58.02,-101.26,9453280.12,22697842,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.24550363,4.006716579,0.846621389,-1.227670305,2,11.29641116,11.19990451,22.6576576576577
"699","Psittacus erithacus","Grey Parrot",4102,"Psittacidae","Psittaciformes","AVIBASE-A20878F0",11,2,9,0,9,41.9,36.2,18.1,30.5,25.1,238.6,98.9,140.3,41.3,94.5,333,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",-6.95,7.95,0.03,18.71,2732037.72,22724813,4,1,1,0,0,0,0,1,0,0,0,0,0,0,4.0041896,1.306343419,0.327046835,-0.146557964,3,11.29886078,11.20412861,54.6576576576577
"700","Onychoprion fuscatus","Sooty Tern",2640,"Laridae","Charadriiformes","AVIBASE-3E7F825D",9,4,5,0,8,47.9,29.3,5.4,8.1,21,280.7,189.1,91.1,67.5,152.1,185.7,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-38.74,33.06,6.81,115.01,180205.31,22694740,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.28548338,0.722333397,0.499827947,-2.308782645,1,11.30209759,11.20971013,11.0675675675676
"701","Psittacus timneh","Timneh Parrot",4101,"Psittacidae","Psittaciformes","AVIBASE-7D6F6D08",4,1,1,2,4,37,28.7,14.1,27.7,23.5,214.9,88.4,126.6,41.1,81.6,333,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",4.35,11.89,6.74,-8.72,256969.54,22736498,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1.64034413,1.306343419,0.229780509,NA,NA,11.3389758,11.27330254,18.4099099099099
"702","Rhea americana","Greater Rhea",3,"Rheidae","Struthioniformes","AVIBASE-00986B24",5,2,2,1,4,86.5,35.6,27.2,17.2,308,604.5,0.3,604.2,0.1,62,23000,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-41.17,-4.65,-21.37,-53.45,6537549.66,22678073,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4.87670427,5.541450419,1.828724,22.24796342,23.71433333,11.35707089,11.30450553,12.9774774774775
"703","Eudyptes chrysolophus","Macaroni Penguin",1977,"Spheniscidae","Sphenisciformes","AVIBASE-2C2BC004",5,0,2,3,4,60.8,34.1,16.2,23.9,35.1,116.5,6.7,109.8,5.8,103.2,4485.1,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-64.84,-45.97,-54.32,-39.69,48864.72,22697793,3,1,0,1,0,0,0,1,0,0,0,0,1,0,-0.01955777,3.906717,-0.174059429,-1.227670305,2,11.40414353,11.38567712,23.3198198198198
"704","Ardeotis arabs","Arabian Bustard",1926,"Otididae","Otidiformes","AVIBASE-6A394479",4,2,2,0,4,87.4,49.1,16.6,14.3,163.4,539.5,246,293.5,46,276.2,5943.5,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",3.94,21.92,13.89,19.68,2950367.62,22691924,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4.08107163,4.188254393,1.561959814,-1.227670305,2,11.40671088,11.39010423,3.13063063063063
"705","Eudyptes chrysocome","Southern Rockhopper Penguin",1979,"Spheniscidae","Sphenisciformes","AVIBASE-4023CC81",10,1,5,4,8,49.9,26.8,13.4,21.3,25.7,97.9,6.3,91.6,6.5,87.4,2327.9,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-55.98,-45.97,-52.52,-31.49,35718.74,22735250,3,1,0,1,0,0,0,1,1,1,1,0,1,0,-0.33293795,3.250922782,-0.250395026,-1.227670305,2,11.52822865,11.59964824,16.0810810810811
"706","Sarcogyps calvus","Red-headed Vulture",3007,"Accipitridae","Accipitriformes","AVIBASE-21D7169D",5,2,3,0,4,68.5,46.9,23,33.9,115,570,252.8,322,44,229.2,4469.9,"Dunning",NA,"NO",NA,NA,1,3,1,"Scavenger","Scavenger","Terrestrial",10.9,31.97,24.15,83.35,2166730.6,22695254,5,1,1,0,0,0,1,1,0,1,1,0,0,0,3.77236124,3.903322245,1.687133779,-2.308782645,1,11.53560024,11.61235973,4.02702702702703
"707","Sula leucogaster","Brown Booby",2282,"Sulidae","Suliformes","AVIBASE-5EC21767",5,1,2,2,4,100.9,86.9,20.5,30.1,35.7,388.6,232,159,59.3,204.4,1288.8,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-30.4,34.99,-0.85,-32.92,26818777.48,22696698,1,0,0,1,0,0,0,1,1,0,1,0,0,0,6.28824414,2.659667761,0.942656496,-1.227670305,2,11.58103036,11.69069897,14.5630630630631
"708","Ardeotis kori","Kori Bustard",1927,"Otididae","Otidiformes","AVIBASE-4FC41CA0",5,2,3,0,4,112.3,62.6,21,21.1,210.2,709.8,274.2,411,40.1,353.3,7994.2,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-32.58,10.77,-16.22,26.32,3565934.25,22691928,2,0,1,0,0,0,1,1,0,0,0,0,0,0,4.27056793,4.484672487,2.260881982,-1.49794839,1.75,11.62403745,11.76485996,13.7477477477477
"709","Phalcoboenus australis","Striated Caracara",4027,"Falconidae","Falconiformes","AVIBASE-7D9FC709",4,3,1,0,4,47,32,17,24,87.3,420.2,165.5,254.8,39.4,253.8,1187,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Vertivore","Terrestrial",-55.55,-51.01,-53.47,-63.66,23812.36,22696247,2,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.73840866,2.577385324,1.072344931,-0.687114134,2.5,11.65357839,11.81580006,5.44594594594595
"710","Puffinus assimilis","Little Shearwater",2121,"Procellariidae","Procellariiformes","AVIBASE-0205EDC6",5,3,2,0,4,28.3,17.8,4.3,5.6,36,179.8,97.8,79,55.3,67.4,226,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",-53.12,-12.74,-38.07,121.7,21735982.04,45959011,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6.07811089,0.918735928,0.085727848,-2.308782645,1,11.66600923,11.83723567,8.08558558558559
