"","location","hits","keyword","geo","gprop"
"24123","South Korea",NA,"Arborophila rufipectus","world","web"
"24124","Kuwait",NA,"Arborophila rufipectus","world","web"
"24125","Laos",NA,"Arborophila rufipectus","world","web"
"24126","Lebanon",NA,"Arborophila rufipectus","world","web"
"24127","Liberia",NA,"Arborophila rufipectus","world","web"
"24128","Libya",NA,"Arborophila rufipectus","world","web"
"24129","St. Lucia",NA,"Arborophila rufipectus","world","web"
"24130","Liechtenstein",NA,"Arborophila rufipectus","world","web"
"24131","Sri Lanka",NA,"Arborophila rufipectus","world","web"
"24132","Lesotho",NA,"Arborophila rufipectus","world","web"
"24133","Lithuania",NA,"Arborophila rufipectus","world","web"
"24134","Luxembourg",NA,"Arborophila rufipectus","world","web"
"24135","Latvia",NA,"Arborophila rufipectus","world","web"
"24136","Macao",NA,"Arborophila rufipectus","world","web"
"24137","St. Martin",NA,"Arborophila rufipectus","world","web"
"24138","Morocco",NA,"Arborophila rufipectus","world","web"
"24139","Monaco",NA,"Arborophila rufipectus","world","web"
"24140","Moldova",NA,"Arborophila rufipectus","world","web"
"24141","Madagascar",NA,"Arborophila rufipectus","world","web"
"24142","Maldives",NA,"Arborophila rufipectus","world","web"
"24143","Mexico",NA,"Arborophila rufipectus","world","web"
"24144","Marshall Islands",NA,"Arborophila rufipectus","world","web"
"24145","North Macedonia",NA,"Arborophila rufipectus","world","web"
"24146","Mali",NA,"Arborophila rufipectus","world","web"
"24147","Malta",NA,"Arborophila rufipectus","world","web"
"24148","Myanmar (Burma)",NA,"Arborophila rufipectus","world","web"
"24149","Montenegro",NA,"Arborophila rufipectus","world","web"
"24150","Mongolia",NA,"Arborophila rufipectus","world","web"
"24151","Northern Mariana Islands",NA,"Arborophila rufipectus","world","web"
"24152","Mozambique",NA,"Arborophila rufipectus","world","web"
"24153","Mauritania",NA,"Arborophila rufipectus","world","web"
"24154","Montserrat",NA,"Arborophila rufipectus","world","web"
"24155","Martinique",NA,"Arborophila rufipectus","world","web"
"24156","Mauritius",NA,"Arborophila rufipectus","world","web"
"24157","Malawi",NA,"Arborophila rufipectus","world","web"
"24158","Malaysia",NA,"Arborophila rufipectus","world","web"
"24159","Mayotte",NA,"Arborophila rufipectus","world","web"
"24160","Namibia",NA,"Arborophila rufipectus","world","web"
"24161","New Caledonia",NA,"Arborophila rufipectus","world","web"
"24162","Niger",NA,"Arborophila rufipectus","world","web"
"24163","Norfolk Island",NA,"Arborophila rufipectus","world","web"
"24164","Nigeria",NA,"Arborophila rufipectus","world","web"
"24165","Nicaragua",NA,"Arborophila rufipectus","world","web"
"24166","Niue",NA,"Arborophila rufipectus","world","web"
"24167","Netherlands",NA,"Arborophila rufipectus","world","web"
"24168","Norway",NA,"Arborophila rufipectus","world","web"
"24169","Nepal",NA,"Arborophila rufipectus","world","web"
"24170","Nauru",NA,"Arborophila rufipectus","world","web"
"24171","New Zealand",NA,"Arborophila rufipectus","world","web"
"24172","Oman",NA,"Arborophila rufipectus","world","web"
"24173","Pakistan",NA,"Arborophila rufipectus","world","web"
"24174","Panama",NA,"Arborophila rufipectus","world","web"
"24175","Pitcairn Islands",NA,"Arborophila rufipectus","world","web"
"24176","Peru",NA,"Arborophila rufipectus","world","web"
"24177","Philippines",NA,"Arborophila rufipectus","world","web"
"24178","Palau",NA,"Arborophila rufipectus","world","web"
"24179","Papua New Guinea",NA,"Arborophila rufipectus","world","web"
"24180","Poland",NA,"Arborophila rufipectus","world","web"
"24181","Puerto Rico",NA,"Arborophila rufipectus","world","web"
"24182","North Korea",NA,"Arborophila rufipectus","world","web"
"24183","Portugal",NA,"Arborophila rufipectus","world","web"
"24184","Paraguay",NA,"Arborophila rufipectus","world","web"
"24185","Palestine",NA,"Arborophila rufipectus","world","web"
"24186","French Polynesia",NA,"Arborophila rufipectus","world","web"
"24187","Qatar",NA,"Arborophila rufipectus","world","web"
"24188","Réunion",NA,"Arborophila rufipectus","world","web"
"24189","Romania",NA,"Arborophila rufipectus","world","web"
"24190","Russia",NA,"Arborophila rufipectus","world","web"
"24191","Rwanda",NA,"Arborophila rufipectus","world","web"
"24192","Saudi Arabia",NA,"Arborophila rufipectus","world","web"
"24193","Sudan",NA,"Arborophila rufipectus","world","web"
"24194","Senegal",NA,"Arborophila rufipectus","world","web"
"24195","Singapore",NA,"Arborophila rufipectus","world","web"
"24196","South Georgia & South Sandwich Islands",NA,"Arborophila rufipectus","world","web"
"24197","St. Helena",NA,"Arborophila rufipectus","world","web"
"24198","Svalbard & Jan Mayen",NA,"Arborophila rufipectus","world","web"
"24199","Solomon Islands",NA,"Arborophila rufipectus","world","web"
"24200","Sierra Leone",NA,"Arborophila rufipectus","world","web"
"24201","El Salvador",NA,"Arborophila rufipectus","world","web"
"24202","San Marino",NA,"Arborophila rufipectus","world","web"
"24203","Somalia",NA,"Arborophila rufipectus","world","web"
"24204","St. Pierre & Miquelon",NA,"Arborophila rufipectus","world","web"
"24205","Serbia",NA,"Arborophila rufipectus","world","web"
"24206","South Sudan",NA,"Arborophila rufipectus","world","web"
"24207","São Tomé & Príncipe",NA,"Arborophila rufipectus","world","web"
"24208","Suriname",NA,"Arborophila rufipectus","world","web"
"24209","Slovakia",NA,"Arborophila rufipectus","world","web"
"24210","Slovenia",NA,"Arborophila rufipectus","world","web"
"24211","Sweden",NA,"Arborophila rufipectus","world","web"
"24212","Eswatini",NA,"Arborophila rufipectus","world","web"
"24213","Sint Maarten",NA,"Arborophila rufipectus","world","web"
"24214","Seychelles",NA,"Arborophila rufipectus","world","web"
"24215","Syria",NA,"Arborophila rufipectus","world","web"
"24216","Turks & Caicos Islands",NA,"Arborophila rufipectus","world","web"
"24217","Chad",NA,"Arborophila rufipectus","world","web"
"24218","Togo",NA,"Arborophila rufipectus","world","web"
"24219","Thailand",NA,"Arborophila rufipectus","world","web"
"24220","Tajikistan",NA,"Arborophila rufipectus","world","web"
"24221","Tokelau",NA,"Arborophila rufipectus","world","web"
"24222","Turkmenistan",NA,"Arborophila rufipectus","world","web"
"24223","Timor-Leste",NA,"Arborophila rufipectus","world","web"
"24224","Tonga",NA,"Arborophila rufipectus","world","web"
"24225","Trinidad & Tobago",NA,"Arborophila rufipectus","world","web"
"24226","Tunisia",NA,"Arborophila rufipectus","world","web"
"24227","Turkey",NA,"Arborophila rufipectus","world","web"
"24228","Tuvalu",NA,"Arborophila rufipectus","world","web"
"24229","Taiwan",NA,"Arborophila rufipectus","world","web"
"24230","Tanzania",NA,"Arborophila rufipectus","world","web"
"24231","Uganda",NA,"Arborophila rufipectus","world","web"
"24232","Ukraine",NA,"Arborophila rufipectus","world","web"
"24233","U.S. Outlying Islands",NA,"Arborophila rufipectus","world","web"
"24234","Uruguay",NA,"Arborophila rufipectus","world","web"
"24235","United States",NA,"Arborophila rufipectus","world","web"
"24236","Uzbekistan",NA,"Arborophila rufipectus","world","web"
"24237","Vatican City",NA,"Arborophila rufipectus","world","web"
"24238","St. Vincent & Grenadines",NA,"Arborophila rufipectus","world","web"
"24239","Venezuela",NA,"Arborophila rufipectus","world","web"
"24240","British Virgin Islands",NA,"Arborophila rufipectus","world","web"
"24241","U.S. Virgin Islands",NA,"Arborophila rufipectus","world","web"
"24242","Vietnam",NA,"Arborophila rufipectus","world","web"
"24243","Vanuatu",NA,"Arborophila rufipectus","world","web"
"24244","Wallis & Futuna",NA,"Arborophila rufipectus","world","web"
"24245","Samoa",NA,"Arborophila rufipectus","world","web"
"24246","Kosovo",NA,"Arborophila rufipectus","world","web"
"24247","Yemen",NA,"Arborophila rufipectus","world","web"
"24248","South Africa",NA,"Arborophila rufipectus","world","web"
"24249","Zambia",NA,"Arborophila rufipectus","world","web"
"24250","Zimbabwe",NA,"Arborophila rufipectus","world","web"
"24251","Aruba",NA,"Arborophila gingica","world","web"
"24252","Afghanistan",NA,"Arborophila gingica","world","web"
"24253","Angola",NA,"Arborophila gingica","world","web"
"24254","Anguilla",NA,"Arborophila gingica","world","web"
"24255","Åland Islands",NA,"Arborophila gingica","world","web"
"24256","Albania",NA,"Arborophila gingica","world","web"
"24257","Andorra",NA,"Arborophila gingica","world","web"
"24258","United Arab Emirates",NA,"Arborophila gingica","world","web"
"24259","Argentina",NA,"Arborophila gingica","world","web"
"24260","Armenia",NA,"Arborophila gingica","world","web"
"24261","American Samoa",NA,"Arborophila gingica","world","web"
"24262","Antarctica",NA,"Arborophila gingica","world","web"
"24263","French Southern Territories",NA,"Arborophila gingica","world","web"
"24264","Antigua & Barbuda",NA,"Arborophila gingica","world","web"
"24265","Australia",NA,"Arborophila gingica","world","web"
"24266","Austria",NA,"Arborophila gingica","world","web"
"24267","Azerbaijan",NA,"Arborophila gingica","world","web"
"24268","Burundi",NA,"Arborophila gingica","world","web"
"24269","Belgium",NA,"Arborophila gingica","world","web"
"24270","Benin",NA,"Arborophila gingica","world","web"
"24271","Caribbean Netherlands",NA,"Arborophila gingica","world","web"
"24272","Burkina Faso",NA,"Arborophila gingica","world","web"
"24273","Bangladesh",NA,"Arborophila gingica","world","web"
"24274","Bulgaria",NA,"Arborophila gingica","world","web"
"24275","Bahrain",NA,"Arborophila gingica","world","web"
"24276","Bahamas",NA,"Arborophila gingica","world","web"
"24277","Bosnia & Herzegovina",NA,"Arborophila gingica","world","web"
"24278","St. Barthélemy",NA,"Arborophila gingica","world","web"
"24279","Belarus",NA,"Arborophila gingica","world","web"
"24280","Belize",NA,"Arborophila gingica","world","web"
"24281","Bermuda",NA,"Arborophila gingica","world","web"
"24282","Bolivia",NA,"Arborophila gingica","world","web"
"24283","Brazil",NA,"Arborophila gingica","world","web"
"24284","Barbados",NA,"Arborophila gingica","world","web"
"24285","Brunei",NA,"Arborophila gingica","world","web"
"24286","Bhutan",NA,"Arborophila gingica","world","web"
"24287","Bouvet Island",NA,"Arborophila gingica","world","web"
"24288","Botswana",NA,"Arborophila gingica","world","web"
"24289","Central African Republic",NA,"Arborophila gingica","world","web"
"24290","Canada",NA,"Arborophila gingica","world","web"
"24291","Cocos (Keeling) Islands",NA,"Arborophila gingica","world","web"
"24292","Switzerland",NA,"Arborophila gingica","world","web"
"24293","Chile",NA,"Arborophila gingica","world","web"
"24294","China",NA,"Arborophila gingica","world","web"
"24295","Côte d’Ivoire",NA,"Arborophila gingica","world","web"
"24296","Cameroon",NA,"Arborophila gingica","world","web"
"24297","Congo - Kinshasa",NA,"Arborophila gingica","world","web"
"24298","Congo - Brazzaville",NA,"Arborophila gingica","world","web"
"24299","Cook Islands",NA,"Arborophila gingica","world","web"
"24300","Colombia",NA,"Arborophila gingica","world","web"
"24301","Comoros",NA,"Arborophila gingica","world","web"
"24302","Cape Verde",NA,"Arborophila gingica","world","web"
"24303","Costa Rica",NA,"Arborophila gingica","world","web"
"24304","Cuba",NA,"Arborophila gingica","world","web"
"24305","Curaçao",NA,"Arborophila gingica","world","web"
"24306","Christmas Island",NA,"Arborophila gingica","world","web"
"24307","Cayman Islands",NA,"Arborophila gingica","world","web"
"24308","Cyprus",NA,"Arborophila gingica","world","web"
"24309","Czechia",NA,"Arborophila gingica","world","web"
"24310","Germany",NA,"Arborophila gingica","world","web"
"24311","Djibouti",NA,"Arborophila gingica","world","web"
"24312","Dominica",NA,"Arborophila gingica","world","web"
"24313","Denmark",NA,"Arborophila gingica","world","web"
"24314","Dominican Republic",NA,"Arborophila gingica","world","web"
"24315","Algeria",NA,"Arborophila gingica","world","web"
"24316","Ecuador",NA,"Arborophila gingica","world","web"
"24317","Egypt",NA,"Arborophila gingica","world","web"
"24318","Eritrea",NA,"Arborophila gingica","world","web"
"24319","Western Sahara",NA,"Arborophila gingica","world","web"
"24320","Spain",NA,"Arborophila gingica","world","web"
"24321","Estonia",NA,"Arborophila gingica","world","web"
"24322","Ethiopia",NA,"Arborophila gingica","world","web"
"24323","Finland",NA,"Arborophila gingica","world","web"
"24324","Fiji",NA,"Arborophila gingica","world","web"
"24325","Falkland Islands (Islas Malvinas)",NA,"Arborophila gingica","world","web"
"24326","France",NA,"Arborophila gingica","world","web"
"24327","Faroe Islands",NA,"Arborophila gingica","world","web"
"24328","Micronesia",NA,"Arborophila gingica","world","web"
"24329","Gabon",NA,"Arborophila gingica","world","web"
"24330","United Kingdom",NA,"Arborophila gingica","world","web"
"24331","Georgia",NA,"Arborophila gingica","world","web"
"24332","Guernsey",NA,"Arborophila gingica","world","web"
"24333","Ghana",NA,"Arborophila gingica","world","web"
"24334","Gibraltar",NA,"Arborophila gingica","world","web"
"24335","Guinea",NA,"Arborophila gingica","world","web"
"24336","Guadeloupe",NA,"Arborophila gingica","world","web"
"24337","Gambia",NA,"Arborophila gingica","world","web"
"24338","Guinea-Bissau",NA,"Arborophila gingica","world","web"
"24339","Equatorial Guinea",NA,"Arborophila gingica","world","web"
"24340","Greece",NA,"Arborophila gingica","world","web"
"24341","Grenada",NA,"Arborophila gingica","world","web"
"24342","Greenland",NA,"Arborophila gingica","world","web"
"24343","Guatemala",NA,"Arborophila gingica","world","web"
"24344","French Guiana",NA,"Arborophila gingica","world","web"
"24345","Guam",NA,"Arborophila gingica","world","web"
"24346","Guyana",NA,"Arborophila gingica","world","web"
"24347","Hong Kong",NA,"Arborophila gingica","world","web"
"24348","Heard & McDonald Islands",NA,"Arborophila gingica","world","web"
"24349","Honduras",NA,"Arborophila gingica","world","web"
"24350","Croatia",NA,"Arborophila gingica","world","web"
"24351","Haiti",NA,"Arborophila gingica","world","web"
"24352","Hungary",NA,"Arborophila gingica","world","web"
"24353","Indonesia",NA,"Arborophila gingica","world","web"
"24354","Isle of Man",NA,"Arborophila gingica","world","web"
"24355","India",NA,"Arborophila gingica","world","web"
"24356","British Indian Ocean Territory",NA,"Arborophila gingica","world","web"
"24357","Ireland",NA,"Arborophila gingica","world","web"
"24358","Iran",NA,"Arborophila gingica","world","web"
"24359","Iraq",NA,"Arborophila gingica","world","web"
"24360","Iceland",NA,"Arborophila gingica","world","web"
"24361","Israel",NA,"Arborophila gingica","world","web"
"24362","Italy",NA,"Arborophila gingica","world","web"
"24363","Jamaica",NA,"Arborophila gingica","world","web"
"24364","Jersey",NA,"Arborophila gingica","world","web"
"24365","Jordan",NA,"Arborophila gingica","world","web"
"24366","Japan",NA,"Arborophila gingica","world","web"
"24367","Kazakhstan",NA,"Arborophila gingica","world","web"
"24368","Kenya",NA,"Arborophila gingica","world","web"
"24369","Kyrgyzstan",NA,"Arborophila gingica","world","web"
"24370","Cambodia",NA,"Arborophila gingica","world","web"
"24371","Kiribati",NA,"Arborophila gingica","world","web"
"24372","St. Kitts & Nevis",NA,"Arborophila gingica","world","web"
"24373","South Korea",NA,"Arborophila gingica","world","web"
"24374","Kuwait",NA,"Arborophila gingica","world","web"
"24375","Laos",NA,"Arborophila gingica","world","web"
"24376","Lebanon",NA,"Arborophila gingica","world","web"
"24377","Liberia",NA,"Arborophila gingica","world","web"
"24378","Libya",NA,"Arborophila gingica","world","web"
"24379","St. Lucia",NA,"Arborophila gingica","world","web"
"24380","Liechtenstein",NA,"Arborophila gingica","world","web"
"24381","Sri Lanka",NA,"Arborophila gingica","world","web"
"24382","Lesotho",NA,"Arborophila gingica","world","web"
"24383","Lithuania",NA,"Arborophila gingica","world","web"
"24384","Luxembourg",NA,"Arborophila gingica","world","web"
"24385","Latvia",NA,"Arborophila gingica","world","web"
"24386","Macao",NA,"Arborophila gingica","world","web"
"24387","St. Martin",NA,"Arborophila gingica","world","web"
"24388","Morocco",NA,"Arborophila gingica","world","web"
"24389","Monaco",NA,"Arborophila gingica","world","web"
"24390","Moldova",NA,"Arborophila gingica","world","web"
"24391","Madagascar",NA,"Arborophila gingica","world","web"
"24392","Maldives",NA,"Arborophila gingica","world","web"
"24393","Mexico",NA,"Arborophila gingica","world","web"
"24394","Marshall Islands",NA,"Arborophila gingica","world","web"
"24395","North Macedonia",NA,"Arborophila gingica","world","web"
"24396","Mali",NA,"Arborophila gingica","world","web"
"24397","Malta",NA,"Arborophila gingica","world","web"
"24398","Myanmar (Burma)",NA,"Arborophila gingica","world","web"
"24399","Montenegro",NA,"Arborophila gingica","world","web"
"24400","Mongolia",NA,"Arborophila gingica","world","web"
"24401","Northern Mariana Islands",NA,"Arborophila gingica","world","web"
"24402","Mozambique",NA,"Arborophila gingica","world","web"
"24403","Mauritania",NA,"Arborophila gingica","world","web"
"24404","Montserrat",NA,"Arborophila gingica","world","web"
"24405","Martinique",NA,"Arborophila gingica","world","web"
"24406","Mauritius",NA,"Arborophila gingica","world","web"
"24407","Malawi",NA,"Arborophila gingica","world","web"
"24408","Malaysia",NA,"Arborophila gingica","world","web"
"24409","Mayotte",NA,"Arborophila gingica","world","web"
"24410","Namibia",NA,"Arborophila gingica","world","web"
"24411","New Caledonia",NA,"Arborophila gingica","world","web"
"24412","Niger",NA,"Arborophila gingica","world","web"
"24413","Norfolk Island",NA,"Arborophila gingica","world","web"
"24414","Nigeria",NA,"Arborophila gingica","world","web"
"24415","Nicaragua",NA,"Arborophila gingica","world","web"
"24416","Niue",NA,"Arborophila gingica","world","web"
"24417","Netherlands",NA,"Arborophila gingica","world","web"
"24418","Norway",NA,"Arborophila gingica","world","web"
"24419","Nepal",NA,"Arborophila gingica","world","web"
"24420","Nauru",NA,"Arborophila gingica","world","web"
"24421","New Zealand",NA,"Arborophila gingica","world","web"
"24422","Oman",NA,"Arborophila gingica","world","web"
"24423","Pakistan",NA,"Arborophila gingica","world","web"
"24424","Panama",NA,"Arborophila gingica","world","web"
"24425","Pitcairn Islands",NA,"Arborophila gingica","world","web"
"24426","Peru",NA,"Arborophila gingica","world","web"
"24427","Philippines",NA,"Arborophila gingica","world","web"
"24428","Palau",NA,"Arborophila gingica","world","web"
"24429","Papua New Guinea",NA,"Arborophila gingica","world","web"
"24430","Poland",NA,"Arborophila gingica","world","web"
"24431","Puerto Rico",NA,"Arborophila gingica","world","web"
"24432","North Korea",NA,"Arborophila gingica","world","web"
"24433","Portugal",NA,"Arborophila gingica","world","web"
"24434","Paraguay",NA,"Arborophila gingica","world","web"
"24435","Palestine",NA,"Arborophila gingica","world","web"
"24436","French Polynesia",NA,"Arborophila gingica","world","web"
"24437","Qatar",NA,"Arborophila gingica","world","web"
"24438","Réunion",NA,"Arborophila gingica","world","web"
"24439","Romania",NA,"Arborophila gingica","world","web"
"24440","Russia",NA,"Arborophila gingica","world","web"
"24441","Rwanda",NA,"Arborophila gingica","world","web"
"24442","Saudi Arabia",NA,"Arborophila gingica","world","web"
"24443","Sudan",NA,"Arborophila gingica","world","web"
"24444","Senegal",NA,"Arborophila gingica","world","web"
"24445","Singapore",NA,"Arborophila gingica","world","web"
"24446","South Georgia & South Sandwich Islands",NA,"Arborophila gingica","world","web"
"24447","St. Helena",NA,"Arborophila gingica","world","web"
"24448","Svalbard & Jan Mayen",NA,"Arborophila gingica","world","web"
"24449","Solomon Islands",NA,"Arborophila gingica","world","web"
"24450","Sierra Leone",NA,"Arborophila gingica","world","web"
"24451","El Salvador",NA,"Arborophila gingica","world","web"
"24452","San Marino",NA,"Arborophila gingica","world","web"
"24453","Somalia",NA,"Arborophila gingica","world","web"
"24454","St. Pierre & Miquelon",NA,"Arborophila gingica","world","web"
"24455","Serbia",NA,"Arborophila gingica","world","web"
"24456","South Sudan",NA,"Arborophila gingica","world","web"
"24457","São Tomé & Príncipe",NA,"Arborophila gingica","world","web"
"24458","Suriname",NA,"Arborophila gingica","world","web"
"24459","Slovakia",NA,"Arborophila gingica","world","web"
"24460","Slovenia",NA,"Arborophila gingica","world","web"
"24461","Sweden",NA,"Arborophila gingica","world","web"
"24462","Eswatini",NA,"Arborophila gingica","world","web"
"24463","Sint Maarten",NA,"Arborophila gingica","world","web"
"24464","Seychelles",NA,"Arborophila gingica","world","web"
"24465","Syria",NA,"Arborophila gingica","world","web"
"24466","Turks & Caicos Islands",NA,"Arborophila gingica","world","web"
"24467","Chad",NA,"Arborophila gingica","world","web"
"24468","Togo",NA,"Arborophila gingica","world","web"
"24469","Thailand",NA,"Arborophila gingica","world","web"
"24470","Tajikistan",NA,"Arborophila gingica","world","web"
"24471","Tokelau",NA,"Arborophila gingica","world","web"
"24472","Turkmenistan",NA,"Arborophila gingica","world","web"
"24473","Timor-Leste",NA,"Arborophila gingica","world","web"
"24474","Tonga",NA,"Arborophila gingica","world","web"
"24475","Trinidad & Tobago",NA,"Arborophila gingica","world","web"
"24476","Tunisia",NA,"Arborophila gingica","world","web"
"24477","Turkey",NA,"Arborophila gingica","world","web"
"24478","Tuvalu",NA,"Arborophila gingica","world","web"
"24479","Taiwan",NA,"Arborophila gingica","world","web"
"24480","Tanzania",NA,"Arborophila gingica","world","web"
"24481","Uganda",NA,"Arborophila gingica","world","web"
"24482","Ukraine",NA,"Arborophila gingica","world","web"
"24483","U.S. Outlying Islands",NA,"Arborophila gingica","world","web"
"24484","Uruguay",NA,"Arborophila gingica","world","web"
"24485","United States",NA,"Arborophila gingica","world","web"
"24486","Uzbekistan",NA,"Arborophila gingica","world","web"
"24487","Vatican City",NA,"Arborophila gingica","world","web"
"24488","St. Vincent & Grenadines",NA,"Arborophila gingica","world","web"
"24489","Venezuela",NA,"Arborophila gingica","world","web"
"24490","British Virgin Islands",NA,"Arborophila gingica","world","web"
"24491","U.S. Virgin Islands",NA,"Arborophila gingica","world","web"
"24492","Vietnam",NA,"Arborophila gingica","world","web"
"24493","Vanuatu",NA,"Arborophila gingica","world","web"
"24494","Wallis & Futuna",NA,"Arborophila gingica","world","web"
"24495","Samoa",NA,"Arborophila gingica","world","web"
"24496","Kosovo",NA,"Arborophila gingica","world","web"
"24497","Yemen",NA,"Arborophila gingica","world","web"
"24498","South Africa",NA,"Arborophila gingica","world","web"
"24499","Zambia",NA,"Arborophila gingica","world","web"
"24500","Zimbabwe",NA,"Arborophila gingica","world","web"
"24501","Aruba",NA,"Arborophila davidi","world","web"
"24502","Afghanistan",NA,"Arborophila davidi","world","web"
"24503","Angola",NA,"Arborophila davidi","world","web"
"24504","Anguilla",NA,"Arborophila davidi","world","web"
"24505","Åland Islands",NA,"Arborophila davidi","world","web"
"24506","Albania",NA,"Arborophila davidi","world","web"
"24507","Andorra",NA,"Arborophila davidi","world","web"
"24508","United Arab Emirates",NA,"Arborophila davidi","world","web"
"24509","Argentina",NA,"Arborophila davidi","world","web"
"24510","Armenia",NA,"Arborophila davidi","world","web"
"24511","American Samoa",NA,"Arborophila davidi","world","web"
"24512","Antarctica",NA,"Arborophila davidi","world","web"
"24513","French Southern Territories",NA,"Arborophila davidi","world","web"
"24514","Antigua & Barbuda",NA,"Arborophila davidi","world","web"
"24515","Australia",NA,"Arborophila davidi","world","web"
"24516","Austria",NA,"Arborophila davidi","world","web"
"24517","Azerbaijan",NA,"Arborophila davidi","world","web"
"24518","Burundi",NA,"Arborophila davidi","world","web"
"24519","Belgium",NA,"Arborophila davidi","world","web"
"24520","Benin",NA,"Arborophila davidi","world","web"
"24521","Caribbean Netherlands",NA,"Arborophila davidi","world","web"
"24522","Burkina Faso",NA,"Arborophila davidi","world","web"
"24523","Bangladesh",NA,"Arborophila davidi","world","web"
"24524","Bulgaria",NA,"Arborophila davidi","world","web"
"24525","Bahrain",NA,"Arborophila davidi","world","web"
"24526","Bahamas",NA,"Arborophila davidi","world","web"
"24527","Bosnia & Herzegovina",NA,"Arborophila davidi","world","web"
"24528","St. Barthélemy",NA,"Arborophila davidi","world","web"
"24529","Belarus",NA,"Arborophila davidi","world","web"
"24530","Belize",NA,"Arborophila davidi","world","web"
"24531","Bermuda",NA,"Arborophila davidi","world","web"
"24532","Bolivia",NA,"Arborophila davidi","world","web"
"24533","Brazil",NA,"Arborophila davidi","world","web"
"24534","Barbados",NA,"Arborophila davidi","world","web"
"24535","Brunei",NA,"Arborophila davidi","world","web"
"24536","Bhutan",NA,"Arborophila davidi","world","web"
"24537","Bouvet Island",NA,"Arborophila davidi","world","web"
"24538","Botswana",NA,"Arborophila davidi","world","web"
"24539","Central African Republic",NA,"Arborophila davidi","world","web"
"24540","Canada",NA,"Arborophila davidi","world","web"
"24541","Cocos (Keeling) Islands",NA,"Arborophila davidi","world","web"
"24542","Switzerland",NA,"Arborophila davidi","world","web"
"24543","Chile",NA,"Arborophila davidi","world","web"
"24544","China",NA,"Arborophila davidi","world","web"
"24545","Côte d’Ivoire",NA,"Arborophila davidi","world","web"
"24546","Cameroon",NA,"Arborophila davidi","world","web"
"24547","Congo - Kinshasa",NA,"Arborophila davidi","world","web"
"24548","Congo - Brazzaville",NA,"Arborophila davidi","world","web"
"24549","Cook Islands",NA,"Arborophila davidi","world","web"
"24550","Colombia",NA,"Arborophila davidi","world","web"
"24551","Comoros",NA,"Arborophila davidi","world","web"
"24552","Cape Verde",NA,"Arborophila davidi","world","web"
"24553","Costa Rica",NA,"Arborophila davidi","world","web"
"24554","Cuba",NA,"Arborophila davidi","world","web"
"24555","Curaçao",NA,"Arborophila davidi","world","web"
"24556","Christmas Island",NA,"Arborophila davidi","world","web"
"24557","Cayman Islands",NA,"Arborophila davidi","world","web"
"24558","Cyprus",NA,"Arborophila davidi","world","web"
"24559","Czechia",NA,"Arborophila davidi","world","web"
"24560","Germany",NA,"Arborophila davidi","world","web"
"24561","Djibouti",NA,"Arborophila davidi","world","web"
"24562","Dominica",NA,"Arborophila davidi","world","web"
"24563","Denmark",NA,"Arborophila davidi","world","web"
"24564","Dominican Republic",NA,"Arborophila davidi","world","web"
"24565","Algeria",NA,"Arborophila davidi","world","web"
"24566","Ecuador",NA,"Arborophila davidi","world","web"
"24567","Egypt",NA,"Arborophila davidi","world","web"
"24568","Eritrea",NA,"Arborophila davidi","world","web"
"24569","Western Sahara",NA,"Arborophila davidi","world","web"
"24570","Spain",NA,"Arborophila davidi","world","web"
"24571","Estonia",NA,"Arborophila davidi","world","web"
"24572","Ethiopia",NA,"Arborophila davidi","world","web"
"24573","Finland",NA,"Arborophila davidi","world","web"
"24574","Fiji",NA,"Arborophila davidi","world","web"
"24575","Falkland Islands (Islas Malvinas)",NA,"Arborophila davidi","world","web"
"24576","France",NA,"Arborophila davidi","world","web"
"24577","Faroe Islands",NA,"Arborophila davidi","world","web"
"24578","Micronesia",NA,"Arborophila davidi","world","web"
"24579","Gabon",NA,"Arborophila davidi","world","web"
"24580","United Kingdom",NA,"Arborophila davidi","world","web"
"24581","Georgia",NA,"Arborophila davidi","world","web"
"24582","Guernsey",NA,"Arborophila davidi","world","web"
"24583","Ghana",NA,"Arborophila davidi","world","web"
"24584","Gibraltar",NA,"Arborophila davidi","world","web"
"24585","Guinea",NA,"Arborophila davidi","world","web"
"24586","Guadeloupe",NA,"Arborophila davidi","world","web"
"24587","Gambia",NA,"Arborophila davidi","world","web"
"24588","Guinea-Bissau",NA,"Arborophila davidi","world","web"
"24589","Equatorial Guinea",NA,"Arborophila davidi","world","web"
"24590","Greece",NA,"Arborophila davidi","world","web"
"24591","Grenada",NA,"Arborophila davidi","world","web"
"24592","Greenland",NA,"Arborophila davidi","world","web"
"24593","Guatemala",NA,"Arborophila davidi","world","web"
"24594","French Guiana",NA,"Arborophila davidi","world","web"
"24595","Guam",NA,"Arborophila davidi","world","web"
"24596","Guyana",NA,"Arborophila davidi","world","web"
"24597","Hong Kong",NA,"Arborophila davidi","world","web"
"24598","Heard & McDonald Islands",NA,"Arborophila davidi","world","web"
"24599","Honduras",NA,"Arborophila davidi","world","web"
"24600","Croatia",NA,"Arborophila davidi","world","web"
"24601","Haiti",NA,"Arborophila davidi","world","web"
"24602","Hungary",NA,"Arborophila davidi","world","web"
"24603","Indonesia",NA,"Arborophila davidi","world","web"
"24604","Isle of Man",NA,"Arborophila davidi","world","web"
"24605","India",NA,"Arborophila davidi","world","web"
"24606","British Indian Ocean Territory",NA,"Arborophila davidi","world","web"
