Sequence,species,English.name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,wing.lcentr,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,result.taxonid,result.category,agriculture,invasive,residential,energy,transportation,resource_use,intrusion,nat_sys_modif,pollution,geological,climate_change,other,masscentr,rangecentr,clutchcentr,clutch.size,gen.length,genlcentr
9596,Aethopyga vigorsii,Sahyadri Sunbird,Nectariniidae,Passeriformes,AVIBASE-88A56D18,4,2,2,0,4,22.7,16.5,3.8,3.3,15.8,-0.361618662,57.5,9,48.5,15.6,49.8,6.7,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,12.57,22.13,17.37,74.24,177886.52,103804493,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.993863168,-0.361626101,-0.30728718,2,2.032553545,-0.354678796
9597,Aethopyga siparaja,Crimson Sunbird,Nectariniidae,Passeriformes,AVIBASE-EC22F3AA,32,10,21,1,8,19,14.3,3.4,2.4,13,-0.399563526,50.4,8.7,40.8,17.4,38.1,6.7,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-8.78,33.09,14.37,100.15,4911554.19,103804411,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.993863168,2.956573786,-0.30728718,2,2.032553545,-0.354678796
9598,Aethopyga magnifica,Magnificent Sunbird,Nectariniidae,Passeriformes,AVIBASE-A4D54F5C,0,0,0,0,0,19,14.3,3.4,2.4,13,-0.399563526,50.4,8.7,40.8,17.4,38.1,9.3,Updated_literature,Dunning (2021),YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Aethopyga siparaja,Forest,2,1,Herbivore,Nectarivore,Insessorial,9.04,13.57,10.7,122.84,30862.98,103810377,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.665956294,-2.113214513,-0.30728718,2,2.032553545,-0.354678796
9599,Aethopyga pulcherrima,Metallic-winged Sunbird,Nectariniidae,Passeriformes,AVIBASE-4DE9F942,5,2,3,0,4,20.5,15.2,3.5,3.1,14.6,-0.422544218,46.1,7.6,38.3,16.6,26.8,6.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,5.56,18.65,11.83,123.23,210928.17,22718065,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.071421402,-0.191254271,NA,NA,1.909251817,-0.380301018
9600,Aethopyga flagrans,Flaming Sunbird,Nectariniidae,Passeriformes,AVIBASE-3D2D7373,5,1,4,0,4,19.2,13.8,3,3.1,14.9,-0.423613088,45.9,6.1,38.8,13.7,30.6,6.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,12.54,18.65,15.95,121.45,103535.95,103805010,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.993863168,-0.902853025,NA,NA,1.888785087,-0.384554025
9601,Aethopyga guimarasensis,Maroon-naped Sunbird,Nectariniidae,Passeriformes,AVIBASE-3C217384,0,0,0,0,0,19.2,13.8,3,3.1,14.9,-0.423613088,45.9,6.1,38.8,13.7,30.6,6.7,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Aethopyga flagrans,Forest,1,1,Omnivore,Nectarivore,Insessorial,9.04,11.94,10.58,122.74,24940.16,103809131,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.993863168,-2.326292565,NA,NA,2.032553545,-0.354678796
9602,Aethopyga bella,Handsome Sunbird,Nectariniidae,Passeriformes,AVIBASE-6E012370,5,1,4,0,4,14.9,10.7,2.9,2.8,12.6,-0.447662649,41.4,6.5,34,15.8,27,4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,5.01,18.65,11.89,123.08,273279.54,22732130,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.509676333,0.067723307,-0.30728718,2,1.737991238,-0.415889138
9603,Aethopyga eximia,White-flanked Sunbird,Nectariniidae,Passeriformes,AVIBASE-792ED873,5,2,3,0,4,21.7,14.9,3.3,3.1,15.9,-0.38406492,53.3,7.5,45.2,14.2,49,5.2,Inferred,NA,YES,Body Mass,Aethopyga christinae,Forest,1,1,Omnivore,Omnivore,Insessorial,-8.19,-6.62,-7.43,110.09,6820.94,22718084,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.247312068,-3.622774628,NA,NA,1.88504725,-0.385330751
9604,Aethopyga latouchii,Fork-tailed Sunbird,Nectariniidae,Passeriformes,AVIBASE-FAD022B6,4,2,2,0,4,17.6,11.9,3,3,13.8,-0.413458828,47.8,9.9,37.9,20.6,36.2,5.2,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,10.47,33.09,25.46,109.65,1722122.42,103810497,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.247312068,1.908540854,NA,NA,2.032553545,-0.354678796
9605,Aethopyga christinae,Hainan Sunbird,Nectariniidae,Passeriformes,AVIBASE-7B909DE5,2,0,2,0,2,17.4,12.4,3.5,3.5,13.9,-0.413458828,47.8,8.8,39,18.2,46,5.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,18.16,20.16,19.2,109.74,33798.32,103810484,LC,0,0,0,0,0,0,0,0,0,0,0,0,-2.247312068,-2.022360823,NA,NA,2.032553545,-0.354678796
9606,Aethopyga linaraborae,Lina's Sunbird,Nectariniidae,Passeriformes,AVIBASE-5D34F362,4,2,2,0,4,22.5,16.6,3.4,3.2,15.5,-0.391012571,52,8.2,43.7,15.8,40.1,7.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,7.07,7.89,7.39,126.21,2030.38,22724518,NT,0,0,0,1,0,0,0,0,0,0,0,0,-1.921889668,-4.834548953,NA,NA,1.943178426,-0.373251035
9607,Aethopyga primigenia,Grey-hooded Sunbird,Nectariniidae,Passeriformes,AVIBASE-C5403451,6,3,3,0,6,20.8,16.5,3.1,3.5,16.1,-0.398494657,50.6,8,42.7,15.8,34.5,7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,5.78,9.36,7.52,124.93,12041,22718048,LC,1,0,0,0,0,1,0,1,0,0,1,0,-1.950060545,-3.054454427,NA,NA,1.933449689,-0.375272676
9608,Aethopyga boltoni,Apo Sunbird,Nectariniidae,Passeriformes,AVIBASE-6270C239,7,3,4,0,7,20.1,15.4,3.4,3.2,15.4,-0.404907873,49.4,8.3,41.1,16.9,40.7,7.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,5.93,8.37,7.32,124.69,7469.32,22718059,LC,1,0,0,0,0,1,0,0,0,0,0,0,-1.93587591,-3.531967956,NA,NA,1.938357561,-0.374252816
9609,Prunella himalayana,Altai Accentor,Prunellidae,Passeriformes,AVIBASE-EB8501AD,4,2,2,0,4,13.4,8,4.3,4.3,21.4,-0.184720775,90.6,27.4,63.2,30.2,59.8,25.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Omnivore,Invertivore,Terrestrial,32.72,54.28,45.73,86.97,1586851.28,22718620,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.649479702,1.826735084,NA,NA,2.431944008,-0.271685059
9610,Prunella collaris,Alpine Accentor,Prunellidae,Passeriformes,AVIBASE-A783468F,13,4,5,4,4,16.7,9,4.3,4.2,23.6,-0.134483913,100,28.1,72.3,28,63.8,38.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Terrestrial,22.46,59.08,43.61,94.44,10326440.53,22718617,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.242718417,3.699691006,0.096287065,3.5,2.681558759,-0.219814864
9611,Prunella immaculata,Maroon-backed Accentor,Prunellidae,Passeriformes,AVIBASE-D47C1AA7,5,2,3,0,4,14.1,7.7,3.7,3.8,21.5,-0.246180766,79.1,16.4,62.5,20.8,58.2,20.7,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Omnivore,Terrestrial,27,35.11,31.36,99.85,692958.64,22718659,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.865836994,0.998198394,0.203906863,3.9,2.349351997,-0.288847761
9612,Prunella rubeculoides,Robin Accentor,Prunellidae,Passeriformes,AVIBASE-0158561B,5,2,3,0,4,13.8,7.6,3.4,4.2,22.9,-0.258472764,76.8,12.6,63.9,16.4,65.8,23.9,Dunning,NA,NO,NA,NA,Shrubland,2,2,Omnivore,Omnivore,Terrestrial,27.02,39.83,32.64,94.44,1417873.85,22718624,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.722092235,1.714141819,NA,NA,2.402758091,-0.277749921
9613,Prunella strophiata,Rufous-breasted Accentor,Prunellidae,Passeriformes,AVIBASE-68193296,5,2,3,0,4,13.1,7,3.9,3.8,19.6,-0.331690318,63.1,10.2,52.2,16.3,57.4,18.1,Dunning,NA,NO,NA,NA,Forest,2,2,Omnivore,Invertivore,Terrestrial,24.3,40.05,32.01,95.81,1390796.43,22718627,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.000058756,1.694859913,0.203906863,3.9,2.182181661,-0.323585924
9614,Prunella fulvescens,Brown Accentor,Prunellidae,Passeriformes,AVIBASE-AEBE407C,5,2,3,0,4,14.3,7.9,3.9,3.9,20.2,-0.267558154,75.1,15.5,60.1,20.5,67.2,18.9,Dunning,NA,NO,NA,NA,Shrubland,3,2,Omnivore,Invertivore,Terrestrial,27.25,52.08,41.02,90.61,3210424.28,22718641,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.956808772,2.531386461,NA,NA,2.278397739,-0.303592127
9615,Prunella koslowi,Mongolian Accentor,Prunellidae,Passeriformes,AVIBASE-38790757,5,2,3,0,5,11.3,7.6,3.6,3.4,19.4,-0.290538846,70.8,15.6,55.2,22,64.8,17.5,Dunning,NA,NO,NA,NA,Shrubland,2,2,Omnivore,Invertivore,Terrestrial,37.62,49.8,45.46,99.66,721915.95,22718647,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.033769813,1.039136799,NA,NA,2.259351618,-0.30754993
9616,Prunella rubida,Japanese Accentor,Prunellidae,Passeriformes,AVIBASE-18D3C762,5,0,2,3,4,13.4,8,3.7,3.9,20.8,-0.296952063,69.6,14.9,54.1,21.6,57,16.7,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Terrestrial,32.71,50.99,40.72,140.06,316162.6,22718656,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.080561974,0.213484718,0.096287065,3.5,2.26231332,-0.306934485
9617,Prunella montanella,Siberian Accentor,Prunellidae,Passeriformes,AVIBASE-D3220040,5,2,3,0,4,12.9,7.4,3.5,3.4,18.9,-0.283591195,72.1,17.5,54.1,24.4,66.4,17,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Terrestrial,47.27,72.25,62.42,117.86,6373551.3,22718630,LC,0,0,0,0,0,0,0,0,0,0,1,0,-1.06275735,3.217140177,0.49986131,5,2.268002597,-0.305752248
9618,Prunella modularis,Dunnock,Prunellidae,Passeriformes,AVIBASE-26530C86,25,7,15,3,9,14,7.8,3.7,3.6,20.4,-0.299624236,69.1,14.7,54.5,21.2,59.6,20.2,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Terrestrial,35.36,70.83,56.25,26.53,6779516.3,22718651,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.890288089,3.278889116,0.47295636,4.9,3.814438231,0.015598622
9619,Prunella atrogularis,Black-throated Accentor,Prunellidae,Passeriformes,AVIBASE-C68A31C1,4,2,2,0,4,12.9,6.8,3.4,3.5,19.2,-0.275574675,73.6,19.1,54.5,26,66.5,18.5,Dunning,NA,NO,NA,NA,Shrubland,2,3,Carnivore,Invertivore,Terrestrial,40.64,67.75,51.31,74,950766.74,22718644,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.978199962,1.314496833,0.241573793,4.04,2.366563562,-0.285271181
9620,Prunella ocularis,Radde's Accentor,Prunellidae,Passeriformes,AVIBASE-1518EDFA,10,5,5,0,8,13.3,7.4,3.7,4,20.4,-0.289469977,71,12.6,58.2,17.6,65.1,22.5,Dunning,NA,NO,NA,NA,Rock,3,2,Omnivore,Omnivore,Terrestrial,13.06,41.68,35.52,47.85,412826.4,105986083,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.782455385,0.480255245,0.096287065,3.5,2.499357068,-0.257676557
9621,Peucedramus taeniatus,Olive Warbler,Peucedramidae,Passeriformes,AVIBASE-9D945327,6,3,3,0,4,14.3,8.2,3.1,2.9,18.6,-0.289469977,71,19.3,50.7,27.6,52.8,11,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Insessorial,12.67,34.4,23.77,-102.36,692877.18,22720027,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.498075421,0.998080834,0.096287065,3.5,2.208186825,-0.318182025
9622,Urocynchramus pylzowi,Przevalski's Rosefinch,Urocynchramidae,Passeriformes,AVIBASE-80262BF2,4,1,3,0,4,12.7,7.3,3.9,4.6,22,-0.276109109,73.5,10.8,62.6,14.8,78.2,28.6,EltonTraits_Model,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist,28.83,38.92,33.82,100.08,627499.68,22720868,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.542563976,0.898971241,NA,NA,2.333337085,-0.292175676
9623,Bubalornis albirostris,White-billed Buffalo-weaver,Ploceidae,Passeriformes,AVIBASE-864D4A4F,4,2,2,0,3,24.4,14.9,9.2,12.3,28.2,-0.058594185,114.2,23.4,90.9,20.4,98,61.9,Dunning,NA,NO,NA,NA,Woodland,3,1,Omnivore,Omnivore,Terrestrial,-3.15,18.16,12.3,10.38,2320967.62,22718662,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.229549486,2.206967535,0.002119741,3.15,3.98833875,0.051735324
9624,Bubalornis niger,Red-billed Buffalo-weaver,Ploceidae,Passeriformes,AVIBASE-9EB53638,9,4,5,0,4,23.4,13.8,8,10.3,30.3,-0.049508795,115.9,22.9,92.5,19.9,100.1,76.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Invertivore,Terrestrial,-28.29,11.64,-6.23,33.84,2708371.23,22718668,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.437390769,2.361330791,0.042477166,3.3,3.935949529,0.040848791
9625,Dinemellia dinemelli,White-headed Buffalo-weaver,Ploceidae,Passeriformes,AVIBASE-00B07B12,9,4,5,0,4,23.5,15.1,8.7,12.2,30,-0.043095578,117.1,22,94.4,18.8,76.9,63.9,Dunning,NA,NO,NA,NA,Grassland,2,1,Omnivore,Invertivore,Terrestrial,-8.93,12.06,3.6,39.31,2361338.48,22718674,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.261348667,2.224211969,0.002119741,3.15,2.646366524,-0.227127846
9626,Plocepasser mahali,White-browed Sparrow-weaver,Ploceidae,Passeriformes,AVIBASE-94C71DF6,8,4,4,0,4,18,10.8,5.7,7.9,23.3,-0.149448084,97.2,18,79.3,18.4,61.1,41.5,Dunning,NA,NO,NA,NA,Woodland,3,1,Omnivore,Omnivore,Terrestrial,-33.15,12.58,-16.39,26.74,3098861.26,22718690,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.170277267,2.496018067,-0.30728718,2,2.894665993,-0.175530968
9627,Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,Ploceidae,Passeriformes,AVIBASE-2C504059,9,4,5,0,4,17.9,10.8,5.4,7.8,21.3,-0.191133991,89.4,15.4,74.1,17.2,66.4,37.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Granivore,Terrestrial,0.7,16.94,9.83,16.6,2062715.25,22718695,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.282353724,2.089006556,-0.30728718,2,2.555853986,-0.245936441
9628,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,Ploceidae,Passeriformes,AVIBASE-5011E123,5,2,3,0,4,20.4,13.7,6.4,8.5,22.5,-0.183117471,90.9,11.8,78.6,13.1,54.4,39.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,-0.12,6.64,2.38,38.59,190025.35,22718706,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.20959437,-0.295614436,NA,NA,3.303522751,-0.090570125
9629,Plocepasser rufoscapulatus,Chestnut-backed Sparrow-weaver,Ploceidae,Passeriformes,AVIBASE-B8B882AE,4,2,2,0,4,19.1,10.5,5.4,8.1,20.2,-0.165481125,94.2,13,81.2,13.8,68,44.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Granivore,Terrestrial,-16.54,-6.85,-12.69,26.03,403630.33,22718700,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.098236835,0.457727514,NA,NA,2.636964546,-0.229081586
9630,Histurgops ruficauda,Rufous-tailed Weaver,Ploceidae,Passeriformes,AVIBASE-FD2FEFFD,4,2,2,0,4,22,13.1,6.6,9.4,27.7,-0.034010188,118.8,24.6,94.2,20.7,94.2,69,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,-5.19,-1.44,-3.2,35.13,98235.59,22718711,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.338135811,-0.955403347,-0.105500057,2.75,3.742792754,0.000710621
9631,Sporopipes squamifrons,Scaly-fronted Weaver,Ploceidae,Passeriformes,AVIBASE-49802951,5,1,3,1,4,11.1,7.4,5.4,6.2,14.3,-0.370704052,55.8,6.6,48.9,11.9,43,12.3,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial,-33.56,-12.96,-23.18,22.09,1945507.16,22718684,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.386371432,2.030506052,0.203906863,3.9,1.930107462,-0.375967194
9632,Sporopipes frontalis,Speckle-fronted Weaver,Ploceidae,Passeriformes,AVIBASE-C90890A3,6,3,3,0,4,12.7,8.6,6,7.2,18.5,-0.315122843,66.2,7.8,57.9,11.9,47.2,17.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,-8.97,17.89,10.96,17.42,3005541.44,22718680,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.045264192,2.46544109,0.05592964,3.35,2.046562756,-0.351767668
9633,Pseudonigrita arnaudi,Grey-capped Social-weaver,Ploceidae,Passeriformes,AVIBASE-573C3683,5,2,3,0,4,14,9,4.9,6.4,18.3,-0.318863886,65.5,8,56.6,12.4,37.8,20,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Terrestrial,-9.19,11.65,-1.13,34.87,462385.54,22718718,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.90023842,0.593627125,0.150096964,3.7,2.747560775,-0.206099579
9634,Pseudonigrita cabanisi,Black-capped Social-weaver,Ploceidae,Passeriformes,AVIBASE-65856D49,5,2,3,0,4,15.4,9.9,5.4,7.6,18,-0.317260581,65.8,8.3,56.4,12.8,48.6,20.6,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-5.34,8.05,2.11,39.11,266415.08,22718725,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.870679618,0.042283623,-0.065142633,2.9,2.277092021,-0.303863456
9635,Philetairus socius,Sociable Weaver,Ploceidae,Passeriformes,AVIBASE-7799DC8B,5,1,4,0,4,16.7,10.7,5.8,8.6,19.5,-0.282522326,72.3,11.8,61.4,16,47.6,27.4,Dunning,NA,NO,NA,NA,Desert,3,1,Omnivore,Omnivore,Terrestrial,-30.96,-18.21,-25.42,19.44,658355.72,22718731,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.585427681,0.946973473,0.123192015,3.6,2.922987522,-0.169645726
9636,Amblyospiza albifrons,Thick-billed Weaver,Ploceidae,Passeriformes,AVIBASE-C7708C70,9,4,5,0,4,19.8,13.2,9.2,14.9,22.4,-0.183117471,90.9,15,74.8,16.8,65.8,41.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,-34.05,9.55,-6.58,28.19,3499946.84,22719260,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.167870527,2.617731138,-0.105500057,2.75,2.977053978,-0.158410662
9637,Quelea cardinalis,Cardinal Quelea,Ploceidae,Passeriformes,AVIBASE-9387DC41,8,2,6,0,4,12.2,8.2,5.4,7.3,16.8,-0.358412054,58.1,11,47.4,18.9,32.8,12.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Herbivore,Granivore,Terrestrial,-15.15,6.29,-1.84,34.36,671909.82,22719120,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.3543687,0.967352215,-0.118952532,2.7,2.933628744,-0.167434469
9638,Quelea erythrops,Red-headed Quelea,Ploceidae,Passeriformes,AVIBASE-F8041931,8,4,4,0,4,15,9.7,6.2,8.1,17.4,-0.346120055,60.4,12.6,47.6,20.9,34.4,19.3,Dunning,NA,NO,NA,NA,Grassland,3,2,Herbivore,Granivore,Terrestrial,-30.74,15.33,0.95,13,2572021.83,22719124,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.935865598,2.309675653,-0.240024806,2.25,3.117670853,-0.129190335
9639,Quelea quelea,Red-billed Quelea,Ploceidae,Passeriformes,AVIBASE-2B6DE136,9,4,5,0,4,14.2,9.9,5.8,7.9,18,-0.315657277,66.1,15.9,49.9,24.2,38.8,18.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Herbivore,Granivore,Generalist,-33.92,19.29,-6.37,24.74,10621873.64,22719128,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.972809113,3.727898784,-0.172762432,2.5,3.549441487,-0.039467966
9640,Euplectes afer,Yellow-crowned Bishop,Ploceidae,Passeriformes,AVIBASE-4A58452B,5,2,3,0,4,13.5,8.6,5.1,6.7,16.1,-0.37497953,55,11.2,43.1,20.6,32,14.3,Dunning,NA,NO,NA,NA,Wetland,3,1,Herbivore,Granivore,Terrestrial,-33.78,17.09,-3.94,15.76,3098334.42,22719164,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.235711157,2.495848042,0.002119741,3.15,1.920191119,-0.37802782
9646,Euplectes diadematus,Fire-fronted Bishop,Ploceidae,Passeriformes,AVIBASE-95A724BE,4,2,2,0,4,12.7,7.9,5.2,7,18,-0.354136576,58.9,11.3,47.5,19.2,34.5,13.9,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-4.45,4.97,0.54,41.82,224374.38,22719168,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.264081854,-0.129455924,0.096287065,3.5,1.900744412,-0.382068865
9641,Euplectes aureus,Golden-backed Bishop,Ploceidae,Passeriformes,AVIBASE-2B94D2D5,5,2,3,0,4,16.4,11.5,6.9,9.7,21,-0.306037453,67.9,11,56.6,16.2,40.4,25,Updated_literature,BoW,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-13.36,-8.51,-10.82,13.84,43348.26,22719196,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.677094869,-1.773505356,-0.172762432,2.5,2.60375607,-0.23598234
9642,Euplectes gierowii,Black Bishop,Ploceidae,Passeriformes,AVIBASE-CC7862AF,4,2,2,0,4,18.4,11.5,6.2,8.6,24.7,-0.252593982,77.9,7.2,70.7,9.2,55,28.3,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Granivore,Terrestrial,-12.91,11.87,1.76,31.34,246606.93,22719172,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.553108889,-0.034976228,-0.038237683,3,2.561135899,-0.244838855
9647,Euplectes hordeaceus,Black-winged Bishop,Ploceidae,Passeriformes,AVIBASE-7B414273,11,2,9,0,10,16.7,11.2,7,8.9,21.3,-0.278781283,73,9.7,63.2,13.3,44.2,19.4,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-20.92,17.27,0.85,17.86,5103979.03,22719176,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.930697628,2.995003796,-0.038237683,3,2.101223446,-0.340409122
9643,Euplectes franciscanus,Northern Red Bishop,Ploceidae,Passeriformes,AVIBASE-3D122849,5,2,3,0,4,13.1,8.2,5,6.4,17.8,-0.35573988,58.6,9.9,48,17.2,35.7,16,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-0.61,19.45,10.54,10.37,3246050.92,22719181,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.123381972,2.542422515,-0.038237683,3,2.365350054,-0.285523349
9649,Euplectes orix,Southern Red Bishop,Ploceidae,Passeriformes,AVIBASE-95F08BC3,5,2,3,0,4,15.6,10,5.8,7.8,19.9,-0.289469977,71,15.6,53.7,22.5,41.6,23,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Granivore,Terrestrial,-34.84,0.39,-20.26,27.64,2968587.01,22719186,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.760476478,2.453069444,-0.011332734,3.1,2.623882427,-0.231800063
9648,Euplectes nigroventris,Zanzibar Red Bishop,Ploceidae,Passeriformes,AVIBASE-A31AC101,4,2,2,0,4,12.7,8.3,5.2,7,16.3,-0.366963009,56.5,10.1,46.4,17.9,31.1,12.5,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-17.06,-2.02,-6.74,38.43,170115.24,22719191,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.37024205,-0.406295831,-0.199667381,2.4,1.911711705,-0.379789851
9644,Euplectes ardens,Red-collared Widowbird,Ploceidae,Passeriformes,AVIBASE-26618AA1,5,2,3,0,4,14.8,9.3,6,6.8,21.8,-0.289469977,71,13.1,57.4,18.7,126.5,19,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Omnivore,Generalist,-33.84,13.2,-10.9,24.86,3182674.54,103810858,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.951531715,2.522705252,-0.078595108,2.85,2.291821756,-0.300802603
9645,Euplectes laticauda,Red-cowled Widowbird,Ploceidae,Passeriformes,AVIBASE-6A1F6033,0,0,0,0,0,12.8,9.3,6,6.8,21.8,-0.289469977,71,13.1,57.4,18.7,126.5,19,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Euplectes ardens,Grassland,3,1,Herbivore,Omnivore,Generalist,-3.68,15.23,7.97,37.76,745345.55,103810956,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.951531715,1.071076016,NA,NA,2.421579837,-0.273838744
9650,Euplectes capensis,Yellow Bishop,Ploceidae,Passeriformes,AVIBASE-97A73D9F,9,4,5,0,4,16.2,11.7,7.1,9.9,23.2,-0.26488598,75.6,12.8,61.4,17,54.2,30.5,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Granivore,Terrestrial,-34.84,14.43,-11.72,30.67,2639722.61,22719200,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.47824401,2.335657198,-0.065142633,2.9,2.283550653,-0.302521346
