English.name,newrow
Fire-tailed Myzornis,8479
Plain-breasted Ground-dove,8480
Amazonian Antpitta,8480
Dusky Spinetail,8480
Indian Spotted Creeper,8480
Scaled Metaltail,8481
Lagden's Bush-shrike,8482
Black-necked Eremomela,8486
Black-browed Fulvetta,8488
Black-throated Blue Warbler,8488
Cream-backed Woodpecker,8491
White-tailed Monarch,8492
Bianchi's Warbler,8492
Ocellated Thrasher,8493
Banggai Scops-owl,8494
Exclamatory Paradise-whydah,8494
Josephine's Lorikeet,8497
Crested White-eye,8497
Dusky-headed Brush-finch,8497
Crested Tit,8498
Radde's Accentor,8499
Diademed Tanager,8499
Lesser Sandplover,8500
Northern Grey-headed Sparrow,8500
Nightingale Finch,8500
Superb Starling,8502
Moheli Bulbul,8503
Dusky Nightjar,8504
Ochre-cheeked Spinetail,8504
Bronze Parotia,8504
Pileated Finch,8504
White-naped Brush-finch,8505
Violet-crowned Plovercrest,8507
Ruwenzori Batis,8507
Collared Treepie,8507
Silver-crowned Friarbird,8508
Dark Chanting-goshawk,8509
White-throated Jacamar,8509
Hainan Sunbird,8509
White-bellied Pygmy-tyrant,8510
European Roller,8511
Orange-crested Manakin,8511
Chestnut-bellied Cuckoo,8512
Southern Beardless Tyrannulet,8512
Eastern Superb Bird-of-Paradise,8512
Izu Thrush,8514
Japanese Paradise-flycatcher,8515
Western Violet-backed Sunbird,8515
Palestine Sunbird,8515
Black-naped Oriole,8517
Pavonine Quetzal,8518
Moluccan Cuckooshrike,8518
Surf Scoter,8519
Greenish Puffleg,8519
Black Butcherbird,8519
Djaul Monarch,8519
White-browed Nuthatch,8519
Great Spotted Kiwi,8520
Black-bellied Gnateater,8520
Brubru,8520
Ankober Serin,8520
Western Ornate Fruit-dove,8522
Angola Greenbul,8525
Southern Double-collared Sunbird,8527
Bright-rumped Yellow-finch,8527
Tepui Toucanet,8528
Eastern Green Tinkerbird,8528
Lufira Masked Weaver,8528
Northern Silvery Grebe,8530
Dwarf Sparrowhawk,8530
Steller's Sea-eagle,8531
Black-throated Hermit,8532
Great Grey Shrike,8532
Olive-backed Foliage-gleaner,8533
Chestnut-backed Antbird,8534
Black Currawong,8536
Sepia-capped Flycatcher,8539
Assam Laughingthrush,8542
Ultramarine Jay,8544
Canyon Towhee,8544
Arctic Jaeger,8547
Green-backed Honeyeater,8547
Philippine Leafbird,8551
Orange Bullfinch,8551
Letter-winged Kite,8552
Carruthers's Cisticola,8552
Yellow-spotted Honeyeater,8553
White-winged Parakeet,8554
Large-billed Scrubwren,8554
Cerulean Cuckooshrike,8555
Grey Thornbill,8562
Bobolink,8562
Speckled Warbler,8564
Band-tailed Barbthroat,8566
See-see Partridge,8567
Rufous-collared Sparrow,8568
Swainson's Flycatcher,8572
Large Ground-finch,8572
Brahminy Kite,8576
Broad-tailed Grassbird,8576
Southern Grosbeak-canary,8578
Swainson's Warbler,8578
Shovel-billed Kingfisher,8579
Grey-crested Tit,8580
Little Wood-rail,8582
Dulit Frogmouth,8584
Frilled Monarch,8585
Black-bellied Firefinch,8590
White-bellied Redstart,8591
Spotted Owlet,8592
Whistling Yellowbill,8593
Undulated Antshrike,8594
Mount Cameroon Speirops,8594
Russet-winged Mourner,8595
Southern Riverbank Warbler,8595
Cinnamon-banded Kingfisher,8596
White-naped Jay,8596
Chiribiquete Emerald,8597
Turquoise-winged Parrotlet,8597
Slender-billed Starling,8597
African Snipe,8598
Principe Golden Weaver,8598
White-bellied Dacnis,8598
Tawny Piculet,8599
Northern Rufous Paradise-flycatcher,8599
Western Plantain-eater,8604
Congo Pied Hornbill,8604
Henna-tailed Jungle-flycatcher,8607
Gough Finch,8607
Andaman Nightjar,8609
Pectoral Antwren,8610
Plain Prinia,8613
Gray's Lark,8614
Cardinal Lory,8615
Pacific Royal Flycatcher,8616
Caribbean Elaenia,8619
White-throated Ground-dove,8620
Scale-throated Earthcreeper,8620
Little Grey Flycatcher,8620
Chat-flycatcher,8620
Orange-billed Sparrow,8622
Dull-mantled Antbird,8625
Guaiquinima Whitestart,8625
Versicolored Emerald,8627
Sula Hanging-parrot,8627
Purple-throated Sunangel,8628
Southern Caracara,8628
Beach Kingfisher,8629
Eastern Rock Nuthatch,8629
Taita Falcon,8631
Bearded Scrub-robin,8632
Gurney's Pitta,8633
Sinaloa Martin,8635
Blue-black Kingfisher,8636
Brown Lory,8636
Eastern Violet-backed Sunbird,8637
White-throated Flowerpecker,8638
Spangled Owlet-nightjar,8641
Crowned Cormorant,8641
Northern Lapwing,8641
Crested Spinetail,8641
Black-chinned Honeyeater,8641
Luzon Bleeding-heart,8642
Allen's Gallinule,8642
Kenrick's Starling,8643
Brown-breasted Flycatcher,8644
Senegal Parrot,8645
Purple-throated Cotinga,8645
Spot-tailed Goshawk,8646
Eastern Bronze-naped Pigeon,8648
White-eared Catbird,8648
Sinaloa Wren,8648
Masked Yellowthroat,8648
Lesser Sooty-owl,8649
Thicket Antpitta,8650
Spot-bellied Tanager,8650
Santa Marta Sabrewing,8653
Baillon's Crake,8653
Bannerman's Weaver,8653
Livingstone's Turaco,8654
Rufous-backed Sibia,8654
Grey-headed Silverbill,8654
Indigo-capped Hummingbird,8656
Yellow-crowned Flowerpecker,8656
Green-breasted Pitta,8657
Tree Swallow,8657
Maned Duck,8658
Yellow-breasted Crake,8658
Bohemian Waxwing,8658
Long-wattled Umbrellabird,8659
Streaky-breasted Fantail,8659
Rufous-fronted Laughingthrush,8659
Principe Thrush,8659
Taczanowski's Tinamou,8660
Kolombangara White-eye,8660
Bukidnon Woodcock,8663
Australian Logrunner,8665
Eastern Olivaceous Woodcreeper,8666
Red-billed Starling,8666
Green-winged Pytilia,8666
Locust Finch,8666
Whistling Dove,8667
Nanday Parakeet,8667
Short-billed Canastero,8668
Chestnut-winged Starling,8668
Raggiana Bird-of-paradise,8672
Orange-tufted Sunbird,8672
Edible-nest Swiftlet,8674
Black-banded Plover,8674
Unicolored Blackbird,8674
Madagascar Snipe,8676
Singing Honeyeater,8676
Chestnut-breasted Malkoha,8678
Archbold's Newtonia,8678
Bolivian Mountain-tanager,8678
Velvet-fronted Grackle,8680
Chiriqui Yellowthroat,8680
Patagonian Canastero,8681
Vinaceous Firefinch,8681
Indochinese Cuckooshrike,8684
Black-necked Grebe,8685
Spot-billed Toucanet,8685
Demoiselle Crane,8686
Grey-bellied Goshawk,8686
Sao Tome Kingfisher,8692
Peruvian Tern,8693
African Blue Quail,8694
Black-bellied Whistling-duck,8695
Gabar Goshawk,8695
Sooty Gull,8696
Green Longtail,8698
Olivaceous Mourner,8699
Chestnut-shouldered Goshawk,8702
Black-billed Brush-turkey,8704
Madagascar Kingfisher,8705
Yellow-billed Tern,8706
Pirre Bush-tanager,8709
Sabine's Spinetail,8710
White-throated Antpitta,8712
Line-fronted Canastero,8712
White-browed Ground-tyrant,8713
Bare-eyed White-eye,8713
Eastern Rosella,8714
San Andres Vireo,8715
Grey-headed Canary-flycatcher,8715
Seram White-eye,8715
Pale-chinned Flycatcher,8715
Black-collared Apalis,8716
Puerto Rican Tody,8717
Mauritius Bulbul,8718
Chestnut-bellied Mountain-tanager,8718
Andean Mourner,8719
Green-billed Malkoha,8720
Great Blue Turaco,8720
Cinereous Conebill,8720
Red-rumped Parrot,8721
New Caledonian Buttonquail,8722
Purple-backed Fairy-wren,8722
Parrot Crossbill,8722
Red-crested Cotinga,8724
Banded Bay Cuckoo,8726
Short-tailed Parrot,8728
Siberian Chiffchaff,8729
Chilean Tinamou,8732
White-throated Earthcreeper,8733
Hooded Pitohui,8733
Grey-cheeked Green-pigeon,8734
Rapa Fruit-dove,8736
Coroneted Fruit-dove,8737
Jonquil Parrot,8737
New Zealand Fantail,8739
Red Lory,8743
Black-throated Munia,8744
Dalmatian Pelican,8745
White-chinned Thrush,8746
Fire-bellied Mountain-tanager,8748
Elegant Crested Tinamou,8751
Grey-headed Kite,8751
Sapayoa,8751
Golden Starfrontlet,8752
Andaman Drongo,8754
Grey-throated Warbler,8754
Ecuadorian Piculet,8755
Ringed Warbling-finch,8755
Tablas Fantail,8757
Mountain Grackle,8757
Little Green Sunbird,8761
Maroon Oriole,8762
Donacobius,8764
Niceforo's Wren,8764
Orange-breasted Thornbird,8765
Great Slaty Woodpecker,8767
Samoan Whistler,8770
Diamond Firetail,8770
Orange-headed Thrush,8774
Glossy Ibis,8775
Sangihe Pitta,8776
Iceland Gull,8778
Sangihe Whistler,8778
White-eyed Antwren,8781
Philippine Nightjar,8782
Blue Coua,8782
Orange-spotted Bulbul,8782
Western Stipple-throated Antwren,8783
Angola Waxbill,8784
Dusky-blue Flycatcher,8786
Black-winged Saltator,8786
California Gull,8787
Costa Rican Pygmy-owl,8788
Ringed Storm-petrel,8789
Kai Coucal,8790
Purple-breasted Sunbird,8791
Oriental Pratincole,8792
Red-fronted Parrot,8792
Sichuan Grasshopper-warbler,8792
Long-tailed Tit,8792
Chestnut-breasted Whiteface,8794
White-spotted Mannikin,8795
Cinereous Mourner,8796
Yellow Chat,8796
White-winged Grosbeak,8797
Golden-backed Bishop,8801
Long-tailed Cormorant,8804
Scrub Honeyeater,8804
Dusky Tapaculo,8806
Sulawesi Thrush,8807
Foja Honeyeater,8808
Black-faced Grassquit,8809
Grey-tailed Mountain-gem,8810
Neddicky,8810
Cinereous Bunting,8811
Pampas Meadowlark,8811
Barred Eagle-owl,8812
White-eared Puffbird,8812
Arrowhead Piculet,8812
Red-eyed Bulbul,8812
Hume's Leaf-warbler,8814
Buff-breasted Warbling-finch,8814
Black-faced Ibis,8816
Ashy-bellied White-eye,8816
Ouvea Parakeet,8820
Moluccan Flycatcher,8821
Pale-bellied Myna,8822
Blue-throated Hummingbird,8824
Orange-winged Amazon,8824
Southern Boubou,8824
Grey-winged Cotinga,8825
Cape Siskin,8825
Williamson's Sapsucker,8826
Polynesian Triller,8826
Albertine Owlet,8828
Pale-bellied Mourner,8828
Rufous Vanga,8829
Red-headed Malimbe,8830
Lyre-tailed Nightjar,8831
Red-necked Buzzard,8833
Yellow Cardinal,8833
Agami Heron,8835
Bonelli's Eagle,8839
Campbell Albatross,8841
Ibisbill,8842
Rufous-bellied Seedsnipe,8842
Sharpe's Longclaw,8842
Ochre-collared Piculet,8844
Sulawesi Drongo,8844
Tufted Jay,8844
Yellow-faced Tanager,8844
Jungle Boobook,8845
Broad-winged Hawk,8845
Tapajos Scythebill,8846
Icterine Warbler,8848
Araguaia Spinetail,8849
Lemon-bellied White-eye,8850
Indian Blackbird,8851
Roadside Hawk,8852
Stripe-throated Yuhina,8853
Hooded Grosbeak,8853
White-breasted Waterhen,8854
Black-goggled Tanager,8854
Vermilion Cardinal,8858
Ovambo Sparrowhawk,8859
Varied Solitaire,8860
Sunda Forktail,8860
Yellow-bellied Hyliota,8862
Kimberley Flyrobin,8863
Andaman Crake,8866
White-breasted Monarch,8866
Yellow-browed Bulbul,8868
Palm Warbler,8871
Arabian Babbler,8872
Chorister Robin-chat,8873
Sacred Kingfisher,8874
Black-breasted Warbling-finch,8875
Slaty Egret,8876
Sombre Thrush,8876
Berthelot's Pipit,8882
Temminck's Courser,8883
Double-toothed Kite,8883
White-faced Nunbird,8883
Chestnut-winged Foliage-gleaner,8883
Giant Antpitta,8884
Red-chested Goshawk,8887
Rock Earthcreeper,8888
Green-backed Gerygone,8889
Bornean Crested Fireback,8891
Indochinese Fulvetta,8891
Olive-capped Flowerpecker,8891
Surfbird,8893
Tristan Thrush,8893
Diamantina Tapaculo,8896
Sooty-capped Hermit,8899
Madagascar Cisticola,8899
Yucatan Wren,8899
Tufted Puffin,8900
Madagascar Teal,8902
Pink Robin,8902
Savanna Nightjar,8903
Square-tailed Drongo-cuckoo,8903
Sun Parakeet,8903
Lord Derby's Parakeet,8903
Chevron-breasted Babbler,8904
Southern White-fringed Antwren,8907
Tanimbar Triller,8907
Orinocan Saltator,8907
Blue-lored Antbird,8908
Coopmans's Elaenia,8908
Saker Falcon,8909
Bates's Paradise-flycatcher,8909
Mindanao Pygmy Babbler,8909
Talaud Bush-hen,8910
Wandering Albatross,8910
Northern White-faced Owl,8911
Bat Falcon,8911
Pelzeln's Magpie-robin,8913
Black-eared Hemispingus,8913
Iris Lorikeet,8915
King Bird-of-paradise,8915
Painted Bunting,8917
Long-billed Curlew,8919
Black-fronted Nunbird,8919
Dusky Bush-tanager,8919
Black-naped Monarch,8921
European Robin,8921
Grey-headed Antbird,8923
Rüppell's Starling,8923
Costa Rican Swift,8924
Bertoni's Antbird,8924
Spotted Greenshank,8925
Minahasa Masked-owl,8925
Great Nicobar Serpent-eagle,8925
Taiwan Yuhina,8925
White-winged Tanager,8925
Rufescent Tiger-heron,8926
Northern Red-headed Weaver,8928
Striped Flufftail,8930
Austral Pygmy-owl,8930
Spectacled Bulbul,8930
Rufous-headed Tailorbird,8930
Algerian Nuthatch,8931
Tufted Titmouse,8932
Streak-fronted Thornbird,8933
Mackinnon's Shrike,8935
Bicolored Wren,8935
Yellow-gaped Honeyeater,8936
Sclater's Lark,8936
Indian Thick-knee,8940
Equatorial Greytail,8940
Swallow-tailed Cotinga,8941
Slaty-backed Goshawk,8942
Rufous-bellied Woodpecker,8942
Red-breasted Sapsucker,8943
Sooty Antbird,8943
Crimson-collared Tanager,8943
Red-shouldered Vanga,8945
Spot-winged Parrotlet,8946
Pale-browed Tinamou,8947
Freckle-breasted Thornbird,8947
Magellanic Woodpecker,8950
African Openbill,8951
Tullberg's Woodpecker,8953
Black Cinclodes,8957
Large Blue-flycatcher,8957
Island Whistler,8958
Ringed Teal,8960
Orange Dove,8960
Black-naped Fruit-dove,8960
Solitary Cacique,8960
African Pied Starling,8962
Large-tailed Nightjar,8963
Upland Goose,8967
Eurasian Oystercatcher,8969
Eurasian Blue Tit,8970
Brown Nightjar,8971
Brown Booby,8971
Olive-backed Forest-robin,8972
Radjah Shelduck,8975
Large Scrubwren,8975
White-throated Magpie-jay,8975
Caroline Ground-dove,8979
Slender-billed Oriole,8980
Black-capped Illadopsis,8981
Grey-bellied Shrike-tyrant,8982
La Sagra's Flycatcher,8984
Pale-eyed Thrush,8984
Pohnpei Starling,8986
Cuban Black Hawk,8989
Double-crested Cormorant,8990
Pearl-spotted Owlet,8990
Palm Crow,8990
Oilbird,8991
Schrenck's Bittern,8995
Grey-tailed Tattler,8998
Scrub Greenlet,9001
Grey-headed Bush-shrike,9004
Bar-breasted Piculet,9006
Rose-faced Parrot,9007
Moluccan Hanging-parrot,9008
Bar-bellied Woodcreeper,9008
Javan Pied Starling,9009
Andean Negrito,9010
West African Wattle-eye,9010
Sultan Tit,9010
Madagascar Coucal,9011
Black Drongo,9011
Grey-olive Greenbul,9012
Brown Wood-rail,9015
Amazonian Oropendola,9015
Carib Grackle,9015
Chestnut-headed Flufftail,9016
Moluccan Owlet-nightjar,9017
Magellanic Plover,9017
Long-whiskered Owlet,9017
Black-naped Tern,9018
Cassin's Auklet,9018
West African Batis,9018
Marble-faced Bristle-tyrant,9019
Grey Kingbird,9019
Glaucous Macaw,9024
Crested Cuckoo-dove,9025
Claudia's Leaf-warbler,9025
Orange-throated Sunangel,9026
Black-hooded Sunbeam,9028
Southern Rough-winged Swallow,9030
Atlantic Petrel,9032
White-faced Amazon,9035
Brown-rumped Bunting,9037
Canada Warbler,9037
Noble Snipe,9038
Velvet Asity,9038
Painted Sandgrouse,9039
Red-throated Swallow,9039
Olive-capped Warbler,9039
Sclater's Antwren,9041
Long-crested Pygmy-tyrant,9045
Spot-flanked Barbet,9046
Giant Scops-owl,9048
White-bellied Hummingbird,9049
Madagascar Pond-heron,9050
Cordillera Azul Antbird,9053
Fox's Weaver,9054
Bahama Oriole,9054
Bernier's Vanga,9057
Red-capped Crombec,9057
Common Tern,9058
Bare-legged Screech-owl,9058
Black-faced Kingfisher,9059
Little Shearwater,9060
Jerdon's Courser,9061
Jerdon's Bushchat,9062
Jamaican Spindalis,9064
Glowing Puffleg,9065
Spotted Piculet,9065
Buff-throated Sunbird,9066
Cinnamon-tailed Sparrow,9066
Eurasian Eagle-owl,9067
Morotai Pitta,9067
Pied Heron,9069
Brown-capped Fantail,9069
Ring-necked Dove,9071
Short-billed Brown-dove,9071
Olive-backed Woodcreeper,9071
Green-and-black Fruiteater,9072
Ochre-faced Tody-flycatcher,9072
Obi Fantail,9073
White-browed Scrub-robin,9073
Tamarugo Conebill,9076
Banded Barbet,9078
Red-shafted Flicker,9078
Three-banded Rosefinch,9078
Cuban Emerald,9079
Bocage's Sunbird,9079
Yucatan Poorwill,9080
Javan Shortwing,9081
Rusty-margined Guan,9083
Southern Rufous-capped Antshrike,9083
Elegant Crescentchest,9086
Rufous-vented Paradise-flycatcher,9088
White-browed Wagtail,9088
Trinidad Euphonia,9088
Palawan Flycatcher,9090
Western Bristlebird,9091
Olivaceous Warbler,9091
Scaly-breasted Illadopsis,9091
Blue-chested Hummingbird,9092
Eurasian Dotterel,9093
Dusky Tit,9093
Yellow-casqued Hornbill,9097
Brown-capped Emerald Dove,9098
Gould's Toucanet,9098
Beautiful Hummingbird,9099
Grey-headed Parakeet,9103
Rufous Fantail,9105
Kofiau Monarch,9105
Short-billed Minivet,9106
Medium Tree-finch,9106
Green-tailed Bristlebill,9108
Painted Parakeet,9109
Puna Tapaculo,9109
Ochre-breasted Pipit,9109
Orange-breasted Bunting,9109
Black-capped Robin,9110
Wood Duck,9112
White-bellied Robin-chat,9112
Bar-winged Weaver,9115
White-bellied Storm-petrel,9118
Rufous-breasted Wood-quail,9119
Tepui Elaenia,9120
Ashy Cisticola,9120
Seychelles Parrot,9121
Flores Lorikeet,9124
Asian House Martin,9127
Black-headed Brush-finch,9127
Bar-throated Minla,9128
Blond-crested Woodpecker,9129
Upland Sandpiper,9130
Caura Antbird,9130
Olive Flycatcher,9130
Zanzibar Boubou,9130
Blue-cheeked Amazon,9131
Black-tipped Monarch,9135
Japanese Robin,9135
Dwarf Cassowary,9136
Olive Flyrobin,9138
Bokmakierie,9139
Blackcap Babbler,9139
Oriental Magpie-robin,9139
Japanese Woodpecker,9140
Hooded Antpitta,9140
Bougainville White-eye,9143
Red-billed Scimitar-babbler,9144
Rustic Bunting,9144
Wilkins's Finch,9144
Large Fig-parrot,9145
Green-fronted Lancebill,9146
Bronze-winged Jacana,9146
Dusky Parrot,9146
Blue-winged Laughingthrush,9147
Tytler's Leaf-warbler,9149
Daurian Partridge,9151
White-crowned Penduline-tit,9151
Rail-babbler,9154
Purple-backed Starling,9156
Okinawa Robin,9157
Burmese Bushlark,9160
Long-crested Eagle,9163
Rufous-browed Tyrannulet,9163
Australasian Reed-warbler,9166
Pemba Green-pigeon,9167
Bicolored Antpitta,9167
Comoro Drongo,9167
Sharp-tailed Sandpiper,9168
Bronze-tailed Starling,9168
Siamese Fireback,9170
European Nightjar,9171
Grey-bellied Comet,9171
Bristle-nosed Barbet,9171
White-winged Duck,9172
Steller's Jay,9172
Grey-streaked Flycatcher,9172
Streamcreeper,9173
Red-winged Lark,9173
Spot-winged Rosefinch,9174
Northern Chestnut-tailed Antbird,9176
Grauer's Warbler,9180
Javan White-eye,9180
Great Rosefinch,9180
White-crested Tiger-heron,9181
Cape Longclaw,9181
Fawn-breasted Thrush,9182
Whyte's Barbet,9184
Spotted Berrypecker,9186
Black-fronted Fig-parrot,9188
Pale-crested Woodpecker,9189
New Georgia Cicadabird,9190
Himalayan Shortwing,9190
Hermit Warbler,9190
Mato Grosso Antbird,9191
Flame-throated Bulbul,9191
Black-billed Thrush,9191
Rufous-necked Sparrowhawk,9192
Omani Owl,9193
Cock-tailed Tyrant,9193
Black-crowned Pitta,9194
Rufous-sided Crake,9195
Rufous-necked Puffbird,9195
White-winged Brush-finch,9195
Canvasback,9197
Caribbean Dove,9198
Black-backed Tanager,9198
Orange-throated Tanager,9201
Golden-crowned Babbler,9203
Himalayan Cutia,9203
Bonaparte's Nightjar,9204
Cape Verde Storm-petrel,9205
Hermit Wood-wren,9207
Upper Magdalena Parakeet,9208
Scarlet-backed Flowerpecker,9208
Red-and-blue Lory,9209
Plumbeous Black-tyrant,9209
Cuban Vireo,9210
African Skimmer,9211
Kosrae White-eye,9212
Somali Grosbeak,9213
Yellow-throated Cuckoo,9214
Black-polled Yellowthroat,9214
Kermadec Petrel,9216
Buff-faced Scrubwren,9216
Red-crowned Barbet,9219
Pacific Flatbill,9219
Grauer's Cuckooshrike,9219
Dimorphic Dwarf-kingfisher,9220
Swinhoe's Storm-petrel,9222
Tschudi's Tapaculo,9222
Forest Wagtail,9222
Chaco Chachalaca,9223
Ahanta Francolin,9225
Northern Andean Flicker,9227
Pale Sparrow,9227
Bolivian Warbling-finch,9229
Slaty-headed Longbill,9231
Tibetan Blackbird,9231
Japanese Waxwing,9233
Common Gull-billed Tern,9234
Chestnut-bellied Fantail,9234
Black-tailed Gull,9235
Fork-tailed Sunbird,9235
Sulawesi Myzomela,9236
Sunda Collared-dove,9237
Grey-breasted Mountain-toucan,9237
Little Yellow Flycatcher,9237
Green-fronted Hummingbird,9239
Cryptic Flycatcher,9240
Western Screech-owl,9242
Rock Eagle-owl,9242
Rodrigues Warbler,9242
Spectacled Bristle-tyrant,9243
Green-backed Becard,9244
Plain-colored Seedeater,9244
White-tailed Nightjar,9248
Eastern Kingbird,9249
Tyrannine Woodcreeper,9250
Grey-breasted Prinia,9250
Pale-footed Swallow,9250
Togo Paradise-whydah,9250
Spectacled Spiderhunter,9252
Selva Cacique,9253
Sooty-capped Bush-tanager,9254
Grey Treepie,9255
Caucasian Snowcock,9256
Purple-bearded Bee-eater,9257
Red-chested Buttonquail,9260
Russet-backed Jungle-flycatcher,9260
Anchieta's Sunbird,9261
Rusty-winged Barbtail,9262
White-hooded Babbler,9262
Common Miner,9263
Long-billed Starthroat,9266
Mayotte Scops-owl,9266
Madagascar Starling,9266
Whiskered Flycatcher,9267
Southern White-faced Owl,9268
Fish Crow,9269
White-browed Shrike-babbler,9270
Kauai Nukupuu,9270
Masked Woodswallow,9271
Australasian Shoveler,9272
Brown Snake-eagle,9273
Philippine Bush-warbler,9274
Sulawesi Woodcock,9275
Dark-rumped Rosefinch,9277
Caracas Brush-finch,9278
Western Shrike-tit,9279
Violet-green Swallow,9280
Mongolian Ground-jay,9281
Little Wattlebird,9283
Reichenow's Batis,9283
Pygmy Flowerpecker,9285
Ruddy Quail-dove,9286
Elegant Mourner,9288
Sumba Myzomela,9288
Somali Crow,9288
Plum-crowned Parrot,9290
Long-tailed Shrike,9290
Peruvian Pipit,9291
Philadelphia Vireo,9292
Yellow-bellied Prinia,9292
Crimson-winged Woodpecker,9295
Black-throated Honeyeater,9297
Tepui Spinetail,9300
Broad-billed Motmot,9301
Bangwa Warbler,9301
Grey-chinned Minivet,9302
Maghreb Green Woodpecker,9303
Zone-tailed Hawk,9304
Stripe-headed Rhabdornis,9304
Chestnut-crowned Bush-warbler,9305
Kafa White-eye,9308
Purple Cochoa,9310
Madagascar Magpie-robin,9310
White-eared Parakeet,9311
Red-throated Parakeet,9312
Black Kite,9313
Northern Indigo-banded Kingfisher,9313
Tongan Whistler,9313
Brown Teal,9314
Mountain Bamboo-partridge,9315
Bacan Myzomela,9315
Comoro Cuckooshrike,9315
Long-tailed Triller,9315
Blue-throated Goldentail,9317
Spectacled Longbill,9317
Rufous-breasted Blue-flycatcher,9317
Black Pitohui,9320
Yellow-winged Tanager,9321
Dusky-capped Greenlet,9322
Red-crowned Crane,9323
Vanuatu Kingfisher,9324
Blaze-winged Parakeet,9324
Straneck's Tyrannulet,9325
Grey-hooded Warbler,9326
Brown-headed Greenlet,9327
Black-bellied Cicadabird,9328
Lompobattang Flycatcher,9328
Cream-bellied Fruit-dove,9329
White-chinned Petrel,9330
Subantarctic Shearwater,9330
Guadalcanal Hooded Whistler,9330
Jambandu Indigobird,9330
Knysna Turaco,9331
Black-cheeked Waxbill,9331
Yellow-vented Green-pigeon,9333
Rufous-eared Brush-finch,9333
Perija Thistletail,9338
Little Corella,9339
Greater Bird-of-paradise,9346
Marsh Warbler,9347
White-backed Swallow,9348
Stripe-crowned Warbler,9349
Purple Needletail,9350
Red-billed Toucanet,9350
Black-collared Barbet,9352
Forest Batis,9353
Aldabra Fody,9353
Red-winged Wood-rail,9358
Blue-throated Macaw,9358
Mexican Parrotlet,9359
Crimson-crowned Flowerpecker,9359
White-eared Monarch,9363
Blue-backed Parrot,9364
Chestnut-bellied Euphonia,9366
Great Cormorant,9368
Southern Pied Babbler,9368
Scarlet-thighed Dacnis,9368
Violet-throated Metaltail,9370
Slaty-legged Crake,9370
Baltimore Oriole,9371
Buff-throated Foliage-gleaner,9373
Yellow-breasted Fruit-dove,9374
Sao Tome Short-tail,9374
Gosling's Apalis,9375
Plain-backed Sunbird,9375
Reddish Hermit,9376
White-bellied Seedsnipe,9376
Orinoco Spinetail,9376
Rufous-rumped Seedeater,9376
Tahiti Monarch,9377
Pink-necked Green-pigeon,9378
White-cheeked Tern,9378
Black Honey-buzzard,9379
Grey-headed Fish-eagle,9380
Small Niltava,9380
Glaucous-blue Grosbeak,9380
Greater White-fronted Goose,9381
Ocellated Piculet,9381
Slate-headed Tody-flycatcher,9381
Cuvier's Toucan,9382
Twelve-wired Bird-of-paradise,9382
Slate-colored Solitaire,9382
Socotra Scops-owl,9384
Rufous-tailed Antwren,9385
White-crowned Sparrow,9385
Greater Yellow-finch,9385
Southern Screamer,9386
Black-throated Brilliant,9386
White-eared Jacamar,9387
Madeira Firecrest,9387
Grey-backed Storm-petrel,9388
Red-billed Pytilia,9389
Brazilian Tanager,9392
Long-tailed Reed-finch,9395
White-quilled Honeyeater,9396
Lowland Tiny Greenbul,9396
Swainson's Hawk,9399
Pale-billed Sicklebill,9401
Black-and-yellow Tanager,9402
Ross's Gull,9403
Eastern Shrike-tit,9403
Annobon White-eye,9404
White-bellied Munia,9404
Lyre-tailed Honeyguide,9406
Rufous-breasted Antthrush,9407
Abd al Kuri Sparrow,9407
Long-billed Tetraka,9408
Eurasian Woodcock,9409
Fork-tailed Flycatcher,9409
Blue-fronted Flycatcher,9409
Fairy Lorikeet,9410
Chestnut-capped Piha,9411
Western Bonelli's Warbler,9411
Maroon-chested Ground-dove,9413
Guatemalan Screech-owl,9413
Sulawesi Hornbill,9414
Chimango Caracara,9417
Grey-throated Rail,9418
Venezuelan Flycatcher,9419
Bahama Hummingbird,9420
Collared Sand Martin,9420
Socorro Parula,9420
White-throated Bulbul,9421
Tawny Frogmouth,9422
Southern Black-flycatcher,9422
Slender Antbird,9423
Karoo Scrub-robin,9424
Bates's Nightjar,9425
Lesser Spotted Woodpecker,9426
Nelicourvi Weaver,9426
Maroon-bellied Parakeet,9429
Spotted Honeyeater,9429
White-lored Tyrannulet,9431
Grey-breasted Flycatcher,9431
White-naped Pigeon,9432
Mottle-breasted Honeyeater,9433
Schneider's Pitta,9434
Flores Green-pigeon,9436
Citreoline Trogon,9437
Wallacean Cuckooshrike,9442
Lark Sparrow,9443
Sooty-headed Tyrannulet,9444
Ashy Thrush,9444
Nicobar Jungle-flycatcher,9447
Spot-tailed Antwren,9448
Cactus Canastero,9451
Oustalet's Tyrannulet,9451
Loveridge's Sunbird,9452
Black-headed Antthrush,9453
Red-billed Helmetshrike,9454
Baja Pygmy-owl,9456
Plain-throated Antwren,9456
Fulvous-breasted Flatbill,9456
Huambo Cisticola,9456
Hemprich's Hornbill,9457
Iraq Babbler,9457
Pied Falconet,9458
Hepatic Tanager,9459
Yellow-breasted Flowerpecker,9463
White-throated Thrush,9464
Chestnut-backed Chickadee,9465
North Island Kokako,9466
Double-banded Plover,9467
White-crested Helmetshrike,9469
Bicolored Antvireo,9470
Ryukyu Scops-owl,9471
Fine-barred Piculet,9471
Northern Citrine Warbler,9471
Spotted Antpitta,9472
