"","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"2755",2259,"Egretta gularis","Ardeidae","Pelecaniformes","AVIBASE-2007348D",9,4,5,0,8,91.7,76.3,9.8,12.5,95.2,261,88.1,170.9,34.1,91,312,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Terrestrial",-25.61,41.32,4.08,29.97,2265036.6,22729692,1,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"2756",2250,"Egretta picata","Ardeidae","Pelecaniformes","AVIBASE-2D0ED462",5,1,2,2,4,67.7,55.2,8.4,11.6,75.9,225.8,85,139.8,37.9,85.6,259,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-29.62,-3.1,-13.71,131.45,133125.33,22697037,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"2757",2252,"Egretta rufescens","Ardeidae","Pelecaniformes","AVIBASE-D8A24A3E",4,2,2,0,4,101.5,87,12.2,15.3,144.5,313.2,116.5,196.8,37.2,103,614,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",10.7,32.24,23.35,-96.09,349145.57,22696916,2,0,"0","1","1","0","1","1","1","1","0","0","1","0"
"2758",2254,"Egretta vinaceigula","Ardeidae","Pelecaniformes","AVIBASE-510E9BFA",2,0,2,0,1,62.2,49.6,8,9.5,80,228,74,154,32.5,82.5,288,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-20.74,-17.52,-18.85,22.79,110075.11,22696922,3,1,"1","1","0","0","0","1","1","1","1","0","1","0"
"2759",2215,"Gorsachius goisagi","Ardeidae","Pelecaniformes","AVIBASE-6667DD1A",4,2,2,0,4,49.4,29.1,10.1,13.8,68,256.8,89,167.8,34.6,93.2,527,"Dunning",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Aquatic predator","Terrestrial",30.47,36.72,34.33,134.59,157988.97,22697237,3,1,"1","1","1","1","0","1","0","0","0","1","0","0"
"2760",2214,"Oroanassa magnifica","Ardeidae","Pelecaniformes","AVIBASE-DED23735",5,4,1,0,5,76,50.6,11.2,15.4,71.6,306.6,72.4,234.3,23.9,115,480.3,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Aquatic predator","Terrestrial",18.16,33.03,26.84,111.23,1647055.73,22697232,4,1,"1","0","0","0","1","1","1","1","1","0","0","0"
"2761",2199,"Zebrilus undulatus","Ardeidae","Pelecaniformes","AVIBASE-5917AF01",5,1,1,3,4,45.2,34.2,8.7,10.3,39,141,24.7,116.8,17.4,55.6,123,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Aquatic predator","Terrestrial",-17.19,10.15,-3.16,-63.32,5812182.01,22697291,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"2762",2192,"Zonerodius heliosylus","Ardeidae","Pelecaniformes","AVIBASE-5F70C7F3",5,2,3,0,4,93.6,73.2,13,19.2,94.7,303,47.6,252.3,15.8,124.2,802,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",1,1,"Carnivore","Aquatic predator","Terrestrial",-10.73,-0.34,-5.46,140.84,654108.95,22697274,2,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"2763",2263,"Balaeniceps rex","Balaenicipitidae","Pelecaniformes","AVIBASE-47C7FDFD",6,2,1,3,4,202.7,174,88.9,87.2,243.8,642.2,233.8,404,36.7,282.3,5941,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-12.61,10.32,-0.96,31.36,1281979.14,22697583,3,1,"1","1","0","1","1","1","1","1","1","0","1","0"
"2764",2264,"Pelecanus crispus","Pelecanidae","Pelecaniformes","AVIBASE-7C6D8BA2",5,2,3,0,4,414,377,50.6,48.5,115.2,687,297.5,390.2,43.3,197.9,9512.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",30,57.39,49,72.79,3326029.46,22697599,2,0,"1","1","0","1","1","1","1","1","1","0","0","0"
"2765",2269,"Pelecanus occidentalis","Pelecanidae","Pelecaniformes","AVIBASE-F59AB6B3",5,2,0,3,4,319.5,285,38.8,43.4,71.7,494.6,241,259.5,48.1,128.2,3427.8,"Dunning",NA,"NO",NA,NA,"Marine",3,1,"Carnivore","Aquatic predator","Aerial",-3.22,39.59,17.7,-83.58,1823742.36,22733989,1,0,"0","0","0","0","0","1","1","0","1","0","0","0"
"2766",2268,"Pelecanus onocrotalus","Pelecanidae","Pelecaniformes","AVIBASE-8BAFB01E",5,2,3,0,4,359,341.8,54.4,49.1,128.5,646.4,266.8,366.8,42.1,160.8,9322.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",-34.84,54.73,27.38,40.85,810182.64,22697590,1,0,"1","0","0","0","0","1","1","0","1","0","0","0"
"2767",2265,"Pelecanus philippensis","Pelecanidae","Pelecaniformes","AVIBASE-793E3F20",6,1,2,3,4,334.2,312.2,51.9,45.1,86.9,562.8,233.5,329.2,41.5,173.5,5011,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-5.36,28.64,18.03,82.88,1380714.42,22697604,2,0,"1","1","1","1","0","1","1","0","1","0","0","0"
"2768",2266,"Pelecanus rufescens","Pelecanidae","Pelecaniformes","AVIBASE-8D24E93C",5,3,2,0,4,371.3,323.8,44.2,42.9,100.5,583,252.2,330.8,43.3,174.5,5419.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-31.42,25.29,0.35,26.38,14141336.63,22697595,1,0,"1","0","0","0","0","1","1","1","1","0","0","0"
"2769",2270,"Pelecanus thagus","Pelecanidae","Pelecaniformes","AVIBASE-13048FE0",5,2,3,0,4,380.4,331,43.1,46.4,102.5,615,295.5,313.8,48.5,151.6,3427.8,"Dunning",NA,"NO",NA,NA,"Marine",3,1,"Carnivore","Aquatic predator","Aerial",-33.78,-3.45,-18.43,-74.24,367189.12,22697619,2,0,"0","0","0","0","0","1","0","0","0","0","1","0"
"2770",2175,"Bostrychia bocagei","Threskiornithidae","Pelecaniformes","AVIBASE-8B771A3B",1,1,0,0,0,83,104.2,12.3,18.4,53,237,79,182,30.3,92,866,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Bostrychia rara","Forest",1,1,"Carnivore","Invertivore","Terrestrial",0.1,0.24,0.18,6.56,220.87,22697478,5,1,"1","1","0","0","1","1","0","1","0","0","0","0"
"2771",2178,"Bostrychia carunculata","Threskiornithidae","Pelecaniformes","AVIBASE-AC5B7A01",5,2,3,0,4,125.8,102.8,15.6,21.3,65.5,363.8,110.3,251.4,30.5,157,1500,"Updated_literature","Esayas (2017)","NO",NA,NA,"Wetland",3,1,"Carnivore","Invertivore","Terrestrial",4.83,16.42,9.46,39.15,539792.68,22697468,1,0,"1","0","0","0","0","1","1","1","1","0","1","0"
"2772",2177,"Bostrychia hagedash","Threskiornithidae","Pelecaniformes","AVIBASE-CAFBA217",27,14,12,1,4,144.4,103.9,15,20,74,338.8,91.1,245.3,27.1,162.4,1238,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Carnivore","Invertivore","Terrestrial",-34.84,17.95,-1.06,21.38,16241597.55,22697463,1,0,"0","0","0","0","0","1","0","0","0","0","1","0"
"2773",2176,"Bostrychia rara","Threskiornithidae","Pelecaniformes","AVIBASE-44E9A521",4,2,2,0,4,120.1,104.2,12.3,18.4,59.6,261,79,182,30.3,104,866,"EltonTraits_Model",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-10.63,8.37,-0.81,19.31,2806304.39,22697484,1,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"2774",2172,"Geronticus calvus","Threskiornithidae","Pelecaniformes","AVIBASE-645134D3",4,1,2,1,4,150.9,131.2,15,18.2,74,388.2,137.5,250.7,35.4,196.8,1202,"Inferred",NA,"YES","Body Mass","Geronticus eremita","Grassland",3,3,"Carnivore","Invertivore","Terrestrial",-30.67,-23.45,-27.69,29.6,206914.23,22697496,3,1,"1","1","1","1","1","1","1","0","1","0","1","0"
"2775",2171,"Geronticus eremita","Threskiornithidae","Pelecaniformes","AVIBASE-B20FECE2",4,2,2,0,4,132.2,103,11.3,15.8,72.6,401.8,171.8,230,42.8,184.2,1202,"Dunning",NA,"NO",NA,NA,"Rock",3,3,"Carnivore","Invertivore","Terrestrial",30.27,34.39,30.99,-4.45,644.23,22697488,4,1,"1","1","1","0","0","1","1","1","1","0","1","0"
"2776",2191,"Lophotibis cristata","Threskiornithidae","Pelecaniformes","AVIBASE-F6DD994A",4,2,2,0,4,124,110,13.7,18,68.1,318.8,92.8,226,29,145.5,583,"EltonTraits_Model",NA,"NO",NA,NA,"Woodland",1,1,"Carnivore","Invertivore","Terrestrial",-25.61,-11.95,-19.49,46.68,535452.8,22697504,2,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"2777",2173,"Nipponia nippon","Threskiornithidae","Pelecaniformes","AVIBASE-3E328C3C",5,2,3,0,4,169.2,145.8,18.4,22.1,78,392.6,142.8,251.9,36.2,145.4,1900,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",33.14,33.44,33.28,107.6,1119.51,22697548,4,1,"0","0","0","0","0","1","0","1","1","0","0","0"
"2778",2158,"Platalea alba","Threskiornithidae","Pelecaniformes","AVIBASE-F86BB1D3",4,1,3,0,4,204,181.8,26.4,17.2,141.2,384.2,138.2,246,35.9,116,1521,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-34.84,17.97,-3.31,21.67,14157612.5,22697564,1,0,"0","0","0","0","0","0","0","1","0","0","0","0"
"2779",2160,"Platalea minor","Threskiornithidae","Pelecaniformes","AVIBASE-DFD1DDFF",4,3,1,0,4,179.5,160,27.8,15.2,125.5,356.8,143.2,213.5,40.1,99.8,1228,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Terrestrial",37.36,42.63,38.7,125.46,15430.12,22697568,4,1,"1","0","1","0","0","1","1","0","1","0","0","0"
"2780",2161,"Platalea regia","Threskiornithidae","Pelecaniformes","AVIBASE-DEAF523A",5,3,1,1,4,174.3,153.5,26.6,13.8,120.3,352.6,129.5,223.8,36.6,108.6,1723.5,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-47.29,-4.29,-24.28,138.38,5888747.88,22697561,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"2781",2188,"Plegadis falcinellus","Threskiornithidae","Pelecaniformes","AVIBASE-D4540F88",8,4,4,0,4,117.2,102.8,10.4,13.9,86.4,274.8,104.7,165.3,38.9,102.7,626.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-39.14,49.67,-2.86,50.72,23712479.58,22697422,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"2782",2169,"Pseudibis davisoni","Threskiornithidae","Pelecaniformes","AVIBASE-9FDF4A2E",5,2,3,0,4,170.8,129.8,12.1,20,85,406.8,152.2,251,37.8,199.6,1588,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-3.62,14.88,6.75,110.45,48226.23,22697531,5,1,"1","0","1","0","0","1","1","1","0","0","1","0"
"2783",2170,"Thaumatibis gigantea","Threskiornithidae","Pelecaniformes","AVIBASE-F12CC061",4,1,2,1,4,218.5,182.8,19.8,28.3,111.5,532.8,184,348.8,34.5,229.8,3515,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",11.04,14.71,13.71,106.1,50313.06,22697536,5,1,"1","1","1","0","1","1","1","1","0","0","0","0"
"2784",2181,"Theristicus branickii","Threskiornithidae","Pelecaniformes","AVIBASE-B7BFD1E9",4,2,2,0,4,130.5,95.2,12.9,15.2,69.8,395.5,133.9,261.6,33.9,191.5,1492,"Updated_literature","Sanft (1970)","NO",NA,NA,"Human Modified",3,2,"Carnivore","Omnivore","Terrestrial",-18.67,-0.01,-14.49,-70.72,305055,22697444,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"2785",2163,"Threskiornis aethiopicus","Threskiornithidae","Pelecaniformes","AVIBASE-550DE745",5,2,3,0,4,160.4,135.1,16,24.7,106.7,364.2,133.6,233.4,36.5,148,1493.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,31.59,-2.23,23.59,17650108.45,22697510,1,0,"0","1","0","0","0","1","1","0","0","0","0","0"
"2786",2164,"Threskiornis bernieri","Threskiornithidae","Pelecaniformes","AVIBASE-EE3DD029",15,9,5,1,4,151.5,114.4,12.3,17.6,85.2,341.8,116.2,222.8,34.3,144.4,1493.2,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Aquatic predator","Terrestrial",-25.29,-9.34,-17.59,45.74,28069.48,22731855,4,1,"1","0","0","0","0","1","0","0","1","0","0","0"
"2787",2165,"Threskiornis melanocephalus","Threskiornithidae","Pelecaniformes","AVIBASE-423DDA5A",24,11,12,1,4,158.1,150.6,16.6,24.6,103.6,349.9,128.6,241.7,34.6,148.2,1303,"EltonTraits_Model",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-8.4,50.02,24.71,86.63,1234030.67,22697516,2,0,"1","0","0","0","0","1","1","1","1","0","0","0"
"2788",578,"Phaethon aethereus","Phaethontidae","Phaethontiformes","AVIBASE-7EE005BD",4,2,2,0,4,66.4,50.5,8.8,20.7,28.9,309.2,211.8,97.5,68.4,100.2,750,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",-26.4,39.1,14.4,21.97,24455.23,22696637,1,0,"0","1","1","0","0","0","0","0","0","0","0","0"
"2789",580,"Phaethon lepturus","Phaethontidae","Phaethontiformes","AVIBASE-1D07B501",5,2,3,0,4,54.7,40.7,6.8,15.5,20.6,269.4,188.5,79.5,70.4,108.2,328,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",-27.65,32.39,-9,57.91,88168.39,22696645,1,0,"0","0","1","0","0","0","0","0","1","0","1","0"
"2790",579,"Phaethon rubricauda","Phaethontidae","Phaethontiformes","AVIBASE-C412CD62",8,2,2,4,4,70.8,53,9.7,21,28.7,330.5,226,102.2,68.8,99.8,671.9,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",-35.14,25.96,-19.44,101.16,187720.42,22696641,1,0,"0","1","0","0","0","0","0","0","0","0","0","0"
"2791",575,"Phoeniconaias minor","Phoenicopteridae","Phoenicopteriformes","AVIBASE-B06A9079",5,2,3,0,4,98.9,79.4,27.5,35.2,190,318.4,152,167,47.6,100.4,1500,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Terrestrial",-28.89,24.74,-5.2,28.55,248234.51,22697369,2,0,"0","0","0","1","1","0","1","1","1","0","0","0"
"2792",576,"Phoenicoparrus andinus","Phoenicopteridae","Phoenicopteriformes","AVIBASE-F85B3F92",5,3,0,2,4,113.3,86.3,30.6,43.1,233,425,195.2,229.8,45.9,213,4900,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Terrestrial",-31.16,-13.43,-20.59,-67.75,190012.59,22697387,3,1,"0","0","0","1","0","1","1","1","1","0","1","0"
"2793",577,"Phoenicoparrus jamesi","Phoenicopteridae","Phoenicopteriformes","AVIBASE-5E41A832",4,2,1,1,4,86.5,64.1,23.1,35.4,201.6,411.7,153.8,257.8,37.4,147.9,2000,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Terrestrial",-26.92,-15.15,-21.19,-68.17,273389.16,22697398,2,0,"0","0","0","1","0","1","1","0","0","0","1","0"
"2794",574,"Phoenicopterus chilensis","Phoenicopteridae","Phoenicopteriformes","AVIBASE-4F28673C",4,1,3,0,4,106.4,79.1,24.4,35,245,401.8,175,226.8,43.5,136.5,2277,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-54.65,-1.96,-33.05,-67.5,3269778.02,22697365,2,0,"0","0","0","1","0","1","1","1","0","0","0","0"
"2795",3561,"Malacoptila minor","Bucconidae","Piciformes","AVIBASE-F1599FFA",3,1,2,0,2,24.1,16.8,6.7,8.2,18.9,84.7,16.1,68.6,19,79,44.1,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-6.04,-2.33,-4.26,-43.57,126917.03,45359050,4,1,"1","0","0","0","1","0","0","0","0","0","0","0"
"2796",3562,"Malacoptila striata","Bucconidae","Piciformes","AVIBASE-289F54DE",4,2,2,0,4,28.6,19.9,7.4,9.4,20.7,95.2,19.7,75.6,20.6,83.2,44.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-26.73,-14.28,-21.24,-46.03,728993.44,45359046,1,0,"1","0","0","0","1","1","0","0","0","0","0","0"
"2797",3550,"Nystactes noanamae","Bucconidae","Piciformes","AVIBASE-C10F8D95",4,2,2,0,3,32.3,22.4,10.2,11.2,16.3,79.1,15.2,63.9,19.2,61.4,35.5,"Inferred",NA,"YES","Body Mass","Nystactes tamatia","Forest",1,1,"Carnivore","Invertivore","Insessorial",3.93,8.41,5.99,-76.96,29342.47,22682255,2,0,"1","0","0","0","1","1","0","0","0","0","0","0"
"2798",3631,"Capito dayi","Capitonidae","Piciformes","AVIBASE-26159E52",4,2,2,0,4,23.2,16.2,8.2,10,22.4,85.8,13,72.8,15.1,50.2,67.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-15.57,-5.1,-9.6,-57.21,1182972.78,22681917,3,1,"1","0","0","0","0","0","0","0","0","0","0","0"
"2799",3636,"Capito fitzpatricki","Capitonidae","Piciformes","AVIBASE-080577D1",3,2,1,0,3,23.8,17,9.2,10.7,24.3,92,17,75,18.5,58.8,69.5,"DataFromSplit",NA,"NO",NA,NA,NA,1,1,"Herbivore","Frugivore","Insessorial",-10.75,-10.37,-10.56,-74.3,500.27,45359950,2,0,"0","0","0","1","0","1","0","0","0","0","1","0"
"2800",3634,"Capito hypoleucus","Capitonidae","Piciformes","AVIBASE-9DA6DE60",10,4,5,1,9,25.2,18.8,8,10.7,24,87.6,14.3,73.2,16.4,55.7,70.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.11,6.39,5.82,-74.77,3663.83,22681914,3,1,"1","0","1","1","0","1","0","0","0","0","0","0"
"2801",3637,"Capito quinticolor","Capitonidae","Piciformes","AVIBASE-D05AA6D7",4,2,2,0,4,21.4,16.4,8.8,10.7,22.1,78.3,16.5,62,21,42.5,60,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",0.8,5.83,3.16,-77.52,40534.07,22681920,2,0,"1","0","1","1","1","1","0","0","0","0","0","0"
"2802",3633,"Capito squamatus","Capitonidae","Piciformes","AVIBASE-5A6490E2",4,1,2,1,4,22.9,16.2,8.3,10.4,22.4,81.9,15.8,66,19.4,56.8,59.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-3.58,2.06,-0.2,-79.21,63414.19,22681911,1,0,"1","0","1","1","0","1","0","0","0","0","0","0"
"2803",3635,"Capito wallacei","Capitonidae","Piciformes","AVIBASE-6C140C83",4,2,2,0,4,22,16.4,8.4,9.5,24.4,89.8,15.9,73.8,17.7,58.8,69.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.15,-6.74,-6.94,-75.63,185.53,22729471,3,1,"0","0","0","0","0","1","0","0","0","0","1","0"
"2804",3646,"Eubucco glaucogularis","Capitonidae","Piciformes","AVIBASE-19039B03",4,2,2,0,4,20.8,15.3,6.6,8.7,20,72,11.9,60,16.5,51.6,32.8,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.48,-9.3,-11.32,-74.85,29075.74,22727080,2,0,"1","0","0","0","0","0","0","0","0","0","0","0"
"2805",3645,"Eubucco steerii","Capitonidae","Piciformes","AVIBASE-024383AA",4,1,3,0,4,21.4,15.1,7.2,8.8,20,70.6,11.6,59,16.4,46.6,32.8,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-9.85,-4.8,-6.8,-77.07,61721.66,22727074,1,0,"1","0","0","0","0","0","0","0","0","0","0","0"
"2806",3647,"Eubucco versicolor","Capitonidae","Piciformes","AVIBASE-0A0C8C98",15,6,9,0,5,22,16.3,6.2,8.7,20,71.7,10.9,60.7,15.2,55.2,32.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-17.36,-11.9,-14.53,-69.03,125625.22,22727063,1,0,"1","0","0","0","0","0","0","0","0","0","0","0"
"2807",3537,"Galbula pastazae","Galbulidae","Piciformes","AVIBASE-988D86DA",6,3,2,1,4,47.9,35.9,4.9,6.6,14.3,88.2,21.7,66.6,24.5,103.2,31.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.53,1.07,-1.71,-77.96,21286.74,22682206,3,1,"1","0","0","0","1","1","0","0","0","0","0","0"
"2808",3529,"Jacamaralcyon tridactyla","Galbulidae","Piciformes","AVIBASE-4051B630",5,1,1,3,4,47.1,36.1,4.7,5.8,10.3,71.6,18.1,53.9,25.2,68.8,18.3,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-25.88,-18.51,-21.86,-46.11,389660.14,22682186,2,0,"1","0","1","0","0","0","0","0","0","0","0","0"
"2809",3751,"Indicator archipelagicus","Indicatoridae","Piciformes","AVIBASE-BEADF66C",4,2,2,0,4,13.8,7.4,4,5.5,13.1,88.8,18.8,70,21.1,58.2,32.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-6.17,9.52,1.12,108.26,1098002.15,22680620,2,0,"1","0","0","0","0","1","0","1","0","0","0","0"
"2810",3743,"Indicator pumilio","Indicatoridae","Piciformes","AVIBASE-C9DFE942",2,1,0,1,2,6.4,4.3,3.9,4.6,12.3,63,12,51,19,36,13.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.52,0.78,-2.13,29.26,55590.95,22680643,1,0,"1","0","0","1","0","1","0","0","0","0","0","0"
"2811",3750,"Indicator xanthonotus","Indicatoridae","Piciformes","AVIBASE-CBA33B09",5,2,3,0,4,9.9,5.1,3.6,4.7,13.9,89.4,25,63.3,28.2,53.5,30.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",25.37,34.38,28.36,90.07,97279.81,22680652,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"2812",3742,"Melignomon eisentrauti","Indicatoridae","Piciformes","AVIBASE-8F2DCF5D",5,2,3,0,4,11.2,6.8,3.4,3.9,15,78.8,14.9,62.6,19.2,54,24.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",3.94,8.34,6.5,-2.53,75034.97,22680659,2,0,"1","0","0","1","0","1","0","0","0","0","0","0"
"2813",3699,"Gymnobucco vernayi","Lybiidae","Piciformes","AVIBASE-17D3AF63",6,4,2,0,4,21.2,14.3,8,9.8,21.5,90.6,16.8,73.2,18.7,54.4,54.5,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Frugivore","Insessorial",-13.95,-10.62,-12.47,14.5,37145.23,22726026,3,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"2814",3725,"Lybius chaplini","Lybiidae","Piciformes","AVIBASE-3F31B1D6",4,2,2,0,4,23.6,18,11.5,13.6,24.6,95,19.2,75.8,20.2,55,69.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Frugivore","Insessorial",-17.5,-14.05,-15.53,27.21,76477.21,22681832,3,1,"1","1","1","0","0","1","0","0","0","0","0","0"
"2815",3724,"Lybius leucogaster","Lybiidae","Piciformes","AVIBASE-E68E0A8E",6,3,3,0,4,25.2,17.6,10.8,13.9,23.8,90.9,17.4,74.3,18.9,50.6,62.8,"DataFromSplit",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Frugivore","Insessorial",-15.2,-12.87,-14.04,13.55,36921.03,22726086,4,1,"1","0","0","0","0","0","0","0","0","0","0","0"
"2816",3726,"Lybius rubrifacies","Lybiidae","Piciformes","AVIBASE-C477BEB1",4,2,2,0,4,22.1,16.1,10.4,12.2,22.9,86.5,16.5,70,19.1,50.2,60.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Frugivore","Insessorial",-3.72,0.16,-1.72,30.82,82626.47,22681837,2,0,"1","0","1","0","0","1","0","0","0","0","0","0"
"2817",3711,"Pogoniulus makawai","Lybiidae","Piciformes","AVIBASE-D1E3DE2E",1,0,1,0,1,10.4,7.6,5,5.2,13.9,53.8,8.6,45.2,16,27,13.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.12,-12.54,-12.83,24.41,4084.19,22724370,0,0,"0","0","0","0","0","0","0","1","0","0","0","0"
"2818",3650,"Caloramphus hayii","Megalaimidae","Piciformes","AVIBASE-0E20A7CF",4,2,2,0,4,26.7,17.6,8.3,12.9,22,81,15.6,65.3,19.3,47.1,42.6,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-4.4,11.81,2.91,101.57,282000.37,22727057,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"2819",3666,"Psilopogon henricii","Megalaimidae","Piciformes","AVIBASE-E4B545F5",6,2,3,1,4,24.3,19.4,11,11.2,21.4,91.8,18.1,73.3,19.9,49.3,74.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.95,9.16,0.66,108.67,715928.64,22681649,2,0,"1","0","0","0","0","1","0","1","0","0","0","0"
"2820",3663,"Psilopogon javensis","Megalaimidae","Piciformes","AVIBASE-3FAAF1EF",5,2,3,0,4,36.9,28.7,13.9,14.6,29.7,109.4,20.2,88.8,18.6,67.4,115,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-8.78,-6.01,-7.4,109.7,75358.71,22681622,2,0,"1","0","0","0","0","1","0","1","0","0","0","0"
