"","X","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","logmass","logrange"
"2306",2369,4646,"Herpsilochmus sellowi","Thamnophilidae","Passeriformes","AVIBASE-2587F820",21,9,9,3,3,13.3,8.5,3.1,3.4,17.9,48,5.3,42.6,11.8,48,7.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-15.74,-4.29,-9.45,-41.68,995787.86,22701558,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2.01490302054226,13.8112895219129
"2307",2370,4650,"Herpsilochmus stotzi","Thamnophilidae","Passeriformes","AVIBASE-F1E7B851",7,3,4,0,4,16.5,9.6,4,3.8,17.1,49.7,4.6,45.4,9.1,44.4,10.8,"Updated_literature","Dunning (2021)","NO",NA,NA,NA,1,1,"Carnivore","Invertivore","Insessorial",-9.62,-5.13,-7.44,-61.49,85370.42,103657677,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.37954613413017,11.3547549497533
"2308",2371,4740,"Hypocnemis cantator","Thamnophilidae","Passeriformes","AVIBASE-C1CDE25A",8,3,5,0,4,15.7,9.7,4.5,4,19.6,54,6.1,48.1,11.3,41.2,12.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.33,8.14,2.31,-56.5,968489.41,22735467,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.50959926237837,13.7834928273347
"2309",2372,4742,"Hypocnemis ochrogyna","Thamnophilidae","Passeriformes","AVIBASE-A1A3EF0B",8,4,4,0,4,15.4,9,4.2,4,20,55,4.7,50.4,8.5,41.3,12.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.4,-8.05,-12.6,-61.34,456296.85,22735491,3,1,1,0,0,0,1,0,0,0,0,0,0,0,2.50959926237837,13.0308988635386
"2310",2373,4743,"Hypocnemis rondoni","Thamnophilidae","Passeriformes","AVIBASE-E911B7E9",6,2,4,0,1,16.4,9.2,4.4,4.1,19.6,52.1,6.3,47,11.8,37.7,12.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.68,-5.44,-7.64,-61.54,95654.42,103658788,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2.52572864430826,11.4684971839419
"2311",2374,4744,"Hypocnemis striata","Thamnophilidae","Passeriformes","AVIBASE-9788D595",8,4,4,0,4,16.5,9.4,4.6,4,19.7,52.9,4.8,48.6,9,41,12.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.07,-1.03,-6.33,-55.01,1133963.09,22735497,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2.50959926237837,13.9412292142392
"2312",2375,4792,"Myrmoborus lophotes","Thamnophilidae","Passeriformes","AVIBASE-2EBCC761",7,2,5,0,5,21.6,12.3,5.1,5.8,30.7,74.3,7.9,67,10.6,54.7,28,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.08,-8.37,-11.18,-71.31,202927.68,22701776,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3322045101752,12.220604938392
"2313",2376,4795,"Myrmoborus lugubris","Thamnophilidae","Passeriformes","AVIBASE-8484C800",8,3,4,1,4,19.4,11.6,5,5.2,26.5,66.7,8.3,59.2,12.6,39.9,21.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-6.91,1.48,-3,-63.93,290798.01,22701720,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3.06339092202781,12.5803841814269
"2314",2377,4791,"Myrmoborus melanurus","Thamnophilidae","Passeriformes","AVIBASE-04CD9946",9,4,5,0,4,17,10.3,4.7,4.8,25.2,61.8,5.2,57.2,8.5,39.8,18.1,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.37,-2.6,-4.75,-73.83,32518.28,22701726,3,1,1,0,1,1,1,1,0,0,0,0,0,0,2.89591193827178,10.3895576717341
"2315",2378,4765,"Myrmoderus eowilsoni","Thamnophilidae","Passeriformes","AVIBASE-C91B4325",4,2,2,0,4,20.3,11.1,6,5.4,27.2,68.1,5.9,62.2,8.7,64.2,26.1,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-10.2,-6.61,-8.1,-76.07,23748.94,155256702,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.26193531432865,10.0752931768878
"2316",2379,4766,"Myrmoderus ruficauda","Thamnophilidae","Passeriformes","AVIBASE-8926D22A",17,2,14,1,4,19.1,10.9,3.8,4.7,22.6,67.1,7,60.5,10.3,51.1,26,"Updated_literature","Rodrigues et al. (2019)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-19.3,-7.51,-16.77,-39.32,499.32,22701795,4,1,1,0,0,0,0,1,0,1,0,0,0,0,3.25809653802148,6.21324717278285
"2317",2380,4809,"Myrmornis stictoptera","Thamnophilidae","Passeriformes","AVIBASE-0CC1FD4A",4,2,2,0,0,23.7,15.2,4.7,5.3,24.3,90,11.7,82.4,13.1,34.9,46.7,"DataFromSplit",NA,"YES","Beak Culmen; Kipp's Distance; Hand-Wing Index","Myrmornis torquata","Forest",1,1,"Carnivore","Invertivore","Terrestrial",6.01,15.46,8.2,-76.93,115825.71,22724765,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.84374416467485,11.6598418402035
"2318",2381,4808,"Myrmornis torquata","Thamnophilidae","Passeriformes","AVIBASE-8074CD7D",12,5,7,0,5,23.7,15,4.5,5.2,24.8,90.2,11.7,79.8,13.1,37.9,46.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-11.95,8.41,-0.9,-58.02,2996202.86,103660209,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.84374416467485,14.9128563316074
"2319",2382,4621,"Myrmotherula grisea","Thamnophilidae","Passeriformes","AVIBASE-E2A877F7",7,3,4,0,4,13.7,8.1,3.1,3.2,15.1,52,9.2,44.7,18,31.5,8.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-18.33,-12.18,-15.48,-67.64,67024.25,22701520,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.12823170584927,11.112809773187
"2320",2383,4611,"Myrmotherula klagesi","Thamnophilidae","Passeriformes","AVIBASE-BAD49093",8,2,6,0,4,15.2,8.9,3.5,3.2,16.2,46.9,5.1,42.9,10.7,28.6,7.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.75,1.76,-2.19,-58.8,56287.31,22701439,3,1,1,0,0,1,0,1,0,1,0,0,0,0,2.05412373369555,10.9382243890767
"2321",2384,4617,"Myrmotherula minor","Thamnophilidae","Passeriformes","AVIBASE-5CCA0332",8,4,4,0,4,12.7,7.7,3.1,3.4,15.4,47.9,5,43.5,10.4,29.1,6.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-26.31,-16.81,-22.98,-44.63,4980.73,22701514,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1.85629799036563,8.51333174562135
"2322",2385,4623,"Myrmotherula snowi","Thamnophilidae","Passeriformes","AVIBASE-E26BC06E",7,3,4,0,4,13.9,9.1,3.5,3.8,14.2,51.3,6,46.8,11.4,32.6,9.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.28,-9.13,-9.2,-35.9,197.95,22724407,5,1,1,0,0,0,0,1,0,0,0,0,1,0,2.26176309847379,5.28801447355214
"2323",2386,4607,"Myrmotherula surinamensis","Thamnophilidae","Passeriformes","AVIBASE-C6635857",9,4,5,0,4,15.2,9.2,3.4,3.1,16.9,49.1,6,43.9,12.1,23.8,8.3,"Dunning",NA,"NO",NA,NA,"Shrubland",1,1,"Carnivore","Invertivore","Insessorial",-2.46,9.05,3.75,-59.91,1277565.14,22701445,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2.11625551480255,14.0604665899753
"2324",2387,4622,"Myrmotherula unicolor","Thamnophilidae","Passeriformes","AVIBASE-1A166C56",10,4,6,0,4,12.4,7.7,3,3.1,15.8,48.2,6.2,43.7,12.9,35.6,11.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.87,-22.15,-25.56,-47.48,69111.62,22701524,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2.4423470353692,11.143478157702
"2325",2388,4619,"Myrmotherula urosticta","Thamnophilidae","Passeriformes","AVIBASE-7C4DDF9C",8,2,4,2,5,12.9,9,3.4,3.3,14.6,50.3,5.5,44.4,10.9,30.2,8.4,"Updated_literature","Rodrigues et al. (2019)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-22.41,-12.59,-17.55,-39.82,3033.06,22701533,3,1,1,0,1,0,0,1,0,0,0,0,0,0,2.12823170584927,8.01732728988658
"2326",2389,4802,"Percnostola arenarum","Thamnophilidae","Passeriformes","AVIBASE-83E8F82F",7,4,3,0,4,19.4,11.6,4.6,4.9,27.6,65.5,7.4,59.5,11.3,50.3,23,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.62,-3.62,-4.16,-74.34,8817.12,22730401,3,1,0,0,1,0,0,1,0,0,0,0,0,0,3.13549421592915,9.08445056506586
"2327",2390,4747,"Pithys castaneus","Thamnophilidae","Passeriformes","AVIBASE-2F653920",4,2,2,0,4,18.8,11.9,4.8,5.3,23.6,79.5,9.9,69.6,12.4,53.8,29.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.86,-4.25,-4.65,-77.08,215.51,22701859,2,0,0,0,0,1,1,1,0,0,0,0,0,0,3.39450839351136,5.37300731217948
"2328",2391,4799,"Pyriglena atra","Thamnophilidae","Passeriformes","AVIBASE-0ED689BD",9,3,5,1,4,18.4,11.1,4.5,5.4,28,76.4,7,70.6,8.9,72.8,32,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-12.64,-11.17,-12.11,-38.05,4969.97,22701703,4,1,1,0,1,0,0,1,0,0,0,0,0,0,3.46573590279973,8.51116908285515
"2329",2392,4759,"Rhegmatorhina gymnops","Thamnophilidae","Passeriformes","AVIBASE-B02C4DCC",10,4,5,1,4,18.9,11.9,4.7,4.9,26.8,76.5,7.9,68.6,10.4,50,28.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.5,-1.68,-5.23,-54.89,157613.65,22701907,3,1,1,0,0,1,0,0,0,1,0,0,0,0,3.3499040872746,11.9679020643305
"2330",2393,4761,"Rhegmatorhina hoffmannsi","Thamnophilidae","Passeriformes","AVIBASE-219B34AC",7,3,4,0,4,19.4,12.2,4.7,5,28.4,78.9,9.8,68.8,12.2,50.8,31.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.08,-3.36,-9.68,-59.74,646225.64,22701901,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3.44680789291421,13.3789040097036
"2331",2394,4800,"Rhopornis ardesiacus","Thamnophilidae","Passeriformes","AVIBASE-48150C82",5,1,4,0,1,20.8,11.8,4.1,4.7,31.3,71.1,3.4,61.8,4.9,87.7,26.3,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Carnivore","Invertivore","Insessorial",-16.1,-13.08,-13.79,-40.16,2437.29,22701706,4,1,1,0,0,0,0,1,0,0,0,0,1,0,3.26956893918372,7.79864204531439
"2332",2395,4788,"Sipia palliata","Thamnophilidae","Passeriformes","AVIBASE-E492E478",8,2,6,0,4,20.4,11.6,4.6,4.7,26.7,66.7,7,59.8,10.3,45.7,25,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",5.24,9.87,7.47,-74,88370.3,22724868,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3.2188758248682,11.3892912193235
"2333",2396,4627,"Terenura sicki","Thamnophilidae","Passeriformes","AVIBASE-DC0B8364",6,3,3,0,5,13,8,3,2.7,14.3,43.9,4,39.8,9,38.5,6.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.37,-7.5,-9.03,-36.03,132.4,22701646,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1.85629799036563,4.88582764350291
"2334",2397,4693,"Thamnophilus cryptoleucus","Thamnophilidae","Passeriformes","AVIBASE-E211C587",7,3,4,0,4,24.4,13.8,5.8,7,25.6,76.5,9.4,69.2,12.3,60.7,27.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.98,-0.27,-4.09,-69.9,203477.44,22701306,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3.31418600467253,12.2233104177685
"2335",2398,4694,"Thamnophilus nigrocinereus","Thamnophilidae","Passeriformes","AVIBASE-41100533",8,4,4,0,4,24.1,13.4,5.5,6.8,24.8,77.7,5.8,71.3,7.4,57.5,30,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.82,7.93,0.21,-61.18,1467713.7,22701302,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,14.1992164418884
"2336",2399,4692,"Thamnophilus praecox","Thamnophilidae","Passeriformes","AVIBASE-21C497F4",5,3,2,0,1,20.5,11.3,5.3,6.2,24.1,75,5,57.8,6.8,63.8,29.5,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-0.94,-0.17,-0.55,-75.99,7704.87,22701299,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3.38439026334577,8.94960787545095
"2337",2400,4686,"Thamnophilus shumbae","Thamnophilidae","Passeriformes","AVIBASE-ACBE5FB2",4,2,2,0,1,23.1,14.2,5.6,7.4,27.8,76.6,7.9,70,9.9,58.8,34.4,"DataFromSplit",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Generalist",-6.14,-5.38,-5.76,-78.58,3025.99,103658063,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3.53805656437935,8.01499358965018
"2338",2401,4683,"Thamnophilus tenuepunctatus","Thamnophilidae","Passeriformes","AVIBASE-682A5E90",10,2,8,0,4,20,11.4,5.7,5.8,23.5,69.3,5.2,64.6,7.4,61.7,23.3,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Carnivore","Invertivore","Insessorial",-7.39,8.74,-1.74,-76.89,106396.97,22733849,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3.14845336057165,11.5749323780406
"2339",2402,4710,"Xenornis setifrons","Thamnophilidae","Passeriformes","AVIBASE-181C3DF9",1,1,0,0,1,19.7,12.2,5.3,6.3,21.9,70,6.4,63.6,9.1,71,24.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",7.81,9.56,8.8,-78.27,5983.1,22701368,2,0,1,0,0,1,1,0,0,0,0,0,0,0,3.20274644293832,8.69669410727342
"2340",2403,11013,"Acanthidops bairdi","Thraupidae","Passeriformes","AVIBASE-5CCF7540",4,1,3,0,3,16.2,10.8,3.9,5.3,20.9,66,11.3,54.7,17,52.1,16,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Omnivore","Invertivore","Insessorial",8.8,10.38,9.56,-83.49,4743.28,22723128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.77258872223978,8.46448415850156
"2341",2404,11074,"Bangsia arcaei","Thraupidae","Passeriformes","AVIBASE-B005C25F",6,2,3,1,5,21.7,11.5,6.5,7.9,21.2,86.8,22.9,63.3,26.6,47.5,37.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",7.97,10.85,9.39,-82.46,9434.5,22722558,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3.6163087612791,9.15212846222777
"2342",2405,11075,"Bangsia aureocincta","Thraupidae","Passeriformes","AVIBASE-E6653E57",6,3,3,0,6,17.4,10.3,5.7,7.3,25.3,89.8,19.8,70,22.1,56.3,41.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",4.86,6.71,5.68,-76.15,1199.64,22722592,3,1,1,0,1,1,0,1,0,0,0,0,0,0,3.73050112880476,7.08977679076709
"2343",2406,11073,"Bangsia flavovirens","Thraupidae","Passeriformes","AVIBASE-0D919D11",4,1,2,1,4,14.7,8.7,5.3,6.9,20.4,78.2,17.6,60.6,22.5,57.5,25,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",0.02,3.63,1.54,-78.06,735.84,22722198,3,1,1,0,1,1,1,1,0,0,0,0,0,0,3.2188758248682,6.60101270379161
"2344",2407,11078,"Bangsia melanochlamys","Thraupidae","Passeriformes","AVIBASE-44CDF1D4",4,2,2,0,3,17.9,10.7,7,8.4,24.9,88.5,18,70.5,20.4,51.5,37.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",3.9,7.67,5.98,-76.18,3988.85,22722567,3,1,1,0,0,1,1,1,1,0,0,0,0,0,3.6163087612791,8.291258247789
"2345",2408,10833,"Certhidea olivacea","Thraupidae","Passeriformes","AVIBASE-284D617C",6,2,4,0,4,11.9,7.9,3.6,3.8,20.6,51.8,8,43.3,15.5,34.3,9.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-1.05,0.27,-0.53,-91.05,6997.83,103814223,3,1,1,1,1,0,0,1,0,0,0,0,0,0,2.2512917986065,8.85335537997752
"2346",2409,10752,"Charitospiza eucosma","Thraupidae","Passeriformes","AVIBASE-F42F4D18",7,2,5,0,4,11.2,6.6,4.2,4.8,15.9,57,12.3,45.5,20.2,45.1,10.5,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,"Shrubland",3,2,"Omnivore","Omnivore","Terrestrial",-27.23,-3.86,-13.44,-47.56,2869464.19,22723036,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.35137525716348,14.8696358769266
"2347",2410,11069,"Chlorochrysa nitidissima","Thraupidae","Passeriformes","AVIBASE-2920E66B",7,2,4,1,3,12.2,8.2,3.9,4.5,18.1,66.9,16.2,51.5,24,43.6,18.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",2.45,7.23,5.04,-75.9,16794.51,22722799,2,0,1,0,1,1,1,1,0,0,0,0,0,0,2.92316158071916,9.72880732627098
"2348",2411,11060,"Cnemathraupis aureodorsalis","Thraupidae","Passeriformes","AVIBASE-CBB9458D",4,1,3,0,4,22.9,12.1,8.2,10.8,34.5,122.6,23.5,99,19.2,100.6,85,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-9.85,-7.18,-8.62,-76.89,2445.85,22722611,4,1,1,0,0,0,0,0,0,1,0,0,0,0,4.44265125649032,7.80214798975508
"2349",2412,10975,"Conirostrum bicolor","Thraupidae","Passeriformes","AVIBASE-FA9420B4",7,2,5,0,4,13.8,8.3,3.3,3.6,18.1,62.1,12.2,48.2,20.2,46.8,10.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-25.65,12.46,-0.53,-57.91,566641.85,22722089,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2.35137525716348,13.2474827252817
"2350",2413,10979,"Conirostrum binghami","Thraupidae","Passeriformes","AVIBASE-9529362D",5,1,2,2,4,22.9,13.6,3.9,4.8,21,86,20,65,23.5,57.2,25,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-21.84,1.03,-12.61,-73.34,231814.26,22722114,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3.2188758248682,12.3536917265461
"2351",2414,10974,"Conirostrum margaritae","Thraupidae","Passeriformes","AVIBASE-51CE233C",4,1,3,0,4,13.1,8,3.6,3.7,16.2,59.8,12.2,47.6,20.4,40.9,9.7,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,"Forest",2,2,"Carnivore","Invertivore","Insessorial",-11.15,-1.98,-3.75,-63.44,77630.04,22722093,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2.27212588550934,11.2597097446643
"2352",2415,10982,"Conirostrum tamarugense","Thraupidae","Passeriformes","AVIBASE-AD3D0CE9",5,2,3,0,4,10.4,7,2.7,3.1,15.7,63.2,13,50.3,20.5,52.9,10.5,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Insessorial",-23.17,-18.52,-21.35,-69.3,16571.91,22722099,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2.35137525716348,9.71546437233533
"2353",2416,10852,"Conothraupis mesoleuca","Thraupidae","Passeriformes","AVIBASE-16460BF4",3,2,1,0,3,14.7,10.6,5.7,7.8,17.2,65.3,9.9,55.4,15.2,52.6,15.3,"Updated_literature","BoW","NO",NA,NA,NA,2,1,"Carnivore","Invertivore","Insessorial",-18.32,-9.28,-13.59,-58.27,33828.76,22722136,4,1,1,0,0,0,0,0,0,1,0,0,0,0,2.72785282839839,10.4290666072455
"2354",2417,10851,"Conothraupis speculigera","Thraupidae","Passeriformes","AVIBASE-FEAFE529",5,2,3,0,4,18.9,10.4,6.5,7.7,22.5,75.8,16.8,59,22.1,65,25,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",-8.44,-3.52,-5.52,-79.7,47761.62,22722133,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.2188758248682,10.7739776670892
"2355",2418,10760,"Coryphaspiza melanotis","Thraupidae","Passeriformes","AVIBASE-0A2ACC6A",5,0,4,1,4,13.4,7.6,4.5,5.6,18.8,59,8.9,49.6,15.2,53.4,15.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",-29.56,-0.17,-18.86,-53.75,2184668.56,22723039,3,1,1,1,0,0,0,0,0,1,1,0,0,0,2.75366071235426,14.5969746862187
"2356",2419,10789,"Dacnis berlepschi","Thraupidae","Passeriformes","AVIBASE-38EDD766",4,2,2,0,4,14,8.7,3.6,4.3,15.2,63,12,51,19.1,46.8,12.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-0.59,1.42,0.47,-78.88,11710.39,22722997,3,1,1,0,1,1,1,1,0,0,0,0,0,0,2.54944517092557,9.3682317609048
"2357",2420,10793,"Dacnis hartlaubi","Thraupidae","Passeriformes","AVIBASE-C75A42AF",5,0,4,1,4,12.1,7,4,4.1,15,64.3,17.3,46.6,27.1,41.2,11,"Inferred",NA,"YES","Body Mass","Dacnis lineata","Forest",2,1,"Herbivore","Frugivore","Insessorial",3.28,6.95,5.02,-75.3,14736.21,22722969,3,1,1,0,1,0,1,0,0,0,0,0,0,0,2.39789527279837,9.59806300920788
"2358",2421,10797,"Dacnis nigripes","Thraupidae","Passeriformes","AVIBASE-7759D86F",4,2,2,0,4,14.6,8.4,3.4,3.4,14.2,59.5,17.2,42.3,29,35,14,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-27.97,-19.91,-24.04,-46.27,27779.66,22722985,2,0,1,0,1,0,1,1,0,0,0,0,0,0,2.63905732961526,10.2320593772126
"2359",2422,10796,"Dacnis viguieri","Thraupidae","Passeriformes","AVIBASE-B433F5E3",5,2,3,0,2,13.1,8.5,3.7,3.5,14,57.6,13,44.2,22.7,38.6,13,"Inferred",NA,"YES","Body Mass","Dacnis cayana","Forest",1,1,"Herbivore","Frugivore","Insessorial",6.83,8.66,7.73,-77.32,15481.17,22722994,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.56494935746154,9.64737972568294
"2360",2423,11032,"Diglossa gloriosissima","Thraupidae","Passeriformes","AVIBASE-B5A814A5",5,2,3,0,5,16.4,9.8,2.5,4.3,24.5,72.8,13.6,59.2,18.7,63.3,14,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Nectarivore","Insessorial",2.34,6.65,5.22,-76.2,1245.03,22723656,2,0,1,0,1,1,0,0,1,1,0,0,0,0,2.63905732961526,7.12691490499404
"2361",2424,11035,"Diglossa venezuelensis","Thraupidae","Passeriformes","AVIBASE-D2A59F93",4,2,2,0,4,14.5,8.6,2.5,4.4,22.2,67.1,10.6,56.5,15.8,60.6,12.6,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Insessorial",9.95,10.72,10.11,-63.88,795.99,22723648,4,1,1,0,1,0,1,0,0,0,0,0,1,0,2.53369681395743,6.6795866229514
"2362",2425,11052,"Dubusia carrikeri","Thraupidae","Passeriformes","AVIBASE-96D6BCC9",0,0,0,0,0,22.7,10.6,5.7,7.5,28.1,90.7,12.4,78.4,13.6,90.4,37,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Dubusia taeniata","Forest",1,1,"Omnivore","Frugivore","Insessorial",10.46,11.14,10.8,-73.58,4322.62,103843258,4,1,1,0,1,0,0,1,0,1,1,0,1,0,3.61091791264422,8.37161697888407
"2363",2427,10762,"Embernagra longicauda","Thraupidae","Passeriformes","AVIBASE-0AFB74BC",3,1,2,0,3,18.4,10.6,6.2,8.3,25.4,79.8,8.8,71,11,94.2,42.2,"Updated_literature","Dunning (2021)","NO",NA,NA,"Shrubland",3,1,"Omnivore","Omnivore","Terrestrial",-20.48,-11.1,-16.49,-42.48,86158.64,22723391,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3.74242022104197,11.3639455271189
"2364",2428,10845,"Geospiza acutirostris","Thraupidae","Passeriformes","AVIBASE-9D0CBF8C",0,0,0,0,0,14.7,10.3,6.1,6.9,19.9,61.2,9.1,53,14.6,34.8,12.3,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Geospiza difficilis","Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",0.3,0.35,0.33,-89.96,15.38,103815404,3,1,0,1,0,0,0,0,0,1,0,0,1,0,2.50959926237837,2.7330679640775
"2365",2429,10847,"Geospiza conirostris","Thraupidae","Passeriformes","AVIBASE-18306F20",6,3,3,0,4,22.9,15.7,9,13.8,22.7,78,13.5,64,17.4,47.5,27.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Frugivore","Insessorial",-1.41,-1.34,-1.38,-89.68,64.11,103815509,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3.3178157727231,4.16060035799917
