"","species","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"8887","Rhopospina fruticeti","0","0","0","0","0","0","0","0","0","0","0","0"
"8888","Rhynchocyclus aequinoctialis","0","0","0","0","0","0","0","0","0","0","0","0"
"8889","Rhynchocyclus brevirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"8890","Rhynchocyclus fulvipectus","0","0","0","0","0","0","0","0","0","0","0","0"
"8891","Rhynchocyclus olivaceus","0","0","0","0","0","0","0","0","0","0","0","0"
"8892","Rhynchocyclus pacificus","0","0","0","0","0","0","0","0","0","0","0","0"
"8893","Rhynchophanes mccownii","0","0","0","0","0","0","0","0","0","0","0","0"
"8894","Rhynchopsitta pachyrhyncha","1","0","0","0","0","1","0","1","0","0","1","0"
"8895","Rhynchopsitta terrisi","1","0","0","0","0","1","0","1","0","0","1","0"
"8896","Rhynchortyx cinctus","0","0","0","0","0","0","0","0","0","0","0","0"
"8897","Rhynchospiza stolzmanni","0","0","0","0","0","0","0","0","0","0","0","0"
"8898","Rhynchospiza strigiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"8899","Rhynchostruthus louisae","0","0","0","0","0","1","0","0","0","0","1","0"
"8900","Rhynchostruthus percivali","1","0","0","0","0","0","0","0","0","0","0","0"
"8901","Rhynchostruthus socotranus","0","0","0","0","0","0","0","0","0","0","1","0"
"8902","Rhynchotus maculicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"8903","Rhynchotus rufescens","0","0","0","0","0","0","0","0","0","0","0","0"
"8904","Rhynochetos jubatus","1","1","0","1","0","1","0","1","0","0","0","0"
"8905","Rhyticeros cassidix","0","0","0","1","0","1","0","1","0","0","0","0"
"8906","Rhyticeros everetti","1","0","0","0","0","1","0","1","0","0","0","0"
"8907","Rhyticeros narcondami","1","1","1","0","0","1","0","0","0","0","1","0"
"8908","Rhyticeros plicatus","0","0","0","0","0","0","0","0","0","0","0","0"
"8909","Rhyticeros subruficollis","1","0","0","0","0","1","0","0","0","0","0","0"
"8910","Rhyticeros undulatus","1","0","0","0","0","1","0","0","0","0","0","0"
"8911","Rhytipterna holerythra","0","0","0","0","0","0","0","0","0","0","0","0"
"8912","Rhytipterna immunda","0","0","0","0","0","0","0","0","0","0","0","0"
"8913","Rhytipterna simplex","0","0","0","0","0","0","0","0","0","0","0","0"
"8914","Ridgwayia pinicola","0","0","0","0","0","0","0","0","0","0","0","0"
"8915","Rigidipenna inexpectata","1","0","0","0","0","1","0","0","0","0","0","0"
"8916","Riparia chinensis","0","0","0","0","0","0","0","0","0","0","0","0"
"8917","Riparia congica","0","0","0","0","0","0","0","0","0","0","0","0"
"8918","Riparia cowani","0","0","0","0","0","0","0","0","0","0","0","0"
"8919","Riparia diluta","0","0","0","0","0","0","0","0","0","0","0","0"
"8920","Riparia paludicola","0","0","0","0","0","0","0","0","0","0","0","0"
"8921","Riparia riparia","0","0","0","1","0","0","0","1","1","0","1","0"
"8922","Rissa brevirostris","0","1","0","0","0","1","0","0","0","0","1","0"
"8923","Rissa tridactyla","0","1","0","0","0","1","0","0","1","0","1","0"
"8924","Robsonius rabori","0","0","0","0","0","1","0","0","0","0","0","0"
"8925","Robsonius sorsogonensis","1","0","0","0","0","1","0","0","0","0","0","0"
"8926","Robsonius thompsoni","0","0","0","0","0","1","0","0","0","0","0","0"
"8927","Rollandia microptera","0","1","0","0","0","1","1","1","1","0","0","0"
"8928","Rollandia rolland","0","0","0","0","0","0","0","0","0","0","0","0"
"8929","Rollulus rouloul","1","0","0","0","0","1","0","1","0","0","0","0"
"8930","Roraimia adusta","0","0","0","0","0","0","0","0","0","0","0","0"
"8931","Rostratula australis","1","1","0","0","0","0","0","1","0","0","0","0"
"8932","Rostratula benghalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"8933","Rostrhamus sociabilis","0","0","0","0","0","0","0","0","0","0","0","0"
"8934","Rougetius rougetii","1","0","0","0","0","1","0","0","0","0","1","0"
"8935","Rowettia goughensis","0","1","0","0","0","0","0","0","0","0","0","0"
"8936","Rubigula dispar","0","0","0","0","0","1","0","0","0","0","0","0"
"8937","Rubigula flaviventris","0","0","0","0","0","0","0","0","0","0","0","0"
"8938","Rubigula gularis","0","0","0","0","0","0","0","0","0","0","0","0"
"8939","Rubigula melanictera","0","0","0","0","0","0","0","0","0","0","0","0"
"8940","Rubigula montis","0","0","0","0","0","0","0","0","0","0","0","0"
"8941","Rufirallus castaneiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"8942","Rufirallus viridis","0","0","0","0","0","0","0","0","0","0","0","0"
"8943","Rukia longirostra","1","1","0","0","0","0","0","0","0","0","0","0"
"8944","Rukia ruki","0","1","0","0","0","1","0","0","0","0","1","0"
"8945","Rupicola peruvianus","0","0","0","0","0","0","0","0","0","0","0","0"
"8946","Rupicola rupicola","0","0","0","0","0","0","0","0","0","0","0","0"
"8947","Rupornis magnirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"8948","Rynchops albicollis","1","1","0","1","0","1","1","1","1","0","0","0"
"8949","Rynchops flavirostris","0","1","0","0","1","1","1","1","1","0","0","0"
"8950","Rynchops niger","0","0","0","0","0","0","0","0","0","0","0","0"
"8951","Sagittarius serpentarius","1","0","1","0","0","1","1","1","0","0","1","0"
"8952","Sakesphorus canadensis","0","0","0","0","0","0","0","0","0","0","0","0"
"8953","Sakesphorus cristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"8954","Sakesphorus luctuosus","0","0","0","0","0","0","0","0","0","0","0","0"
"8955","Sakesphorus pulchellus","0","0","0","0","0","0","0","0","0","0","0","0"
"8956","Salpinctes obsoletus","0","0","0","0","0","0","0","0","0","0","0","0"
"8957","Salpornis salvadori","0","0","0","0","0","0","0","0","0","0","0","0"
"8958","Salpornis spilonota","0","0","0","0","0","0","0","0","0","0","0","0"
"8959","Saltator albicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"8960","Saltator atriceps","0","0","0","0","0","0","0","0","0","0","0","0"
"8961","Saltator atricollis","0","0","0","0","0","0","0","0","0","0","0","0"
"8962","Saltator atripennis","0","0","0","0","0","0","0","0","0","0","0","0"
"8963","Saltator aurantiirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"8964","Saltator cinctus","1","0","0","1","0","1","0","0","0","0","0","0"
"8965","Saltator coerulescens","0","0","0","0","0","0","0","0","0","0","0","0"
"8966","Saltator fuliginosus","0","0","0","0","0","0","0","0","0","0","0","0"
"8967","Saltator grandis","0","0","0","0","0","0","0","0","0","0","0","0"
"8968","Saltator grossus","0","0","0","0","0","0","0","0","0","0","0","0"
"8969","Saltator maxillosus","0","0","0","0","0","0","0","0","0","0","0","0"
"8970","Saltator maximus","0","0","0","0","0","0","0","0","0","0","0","0"
"8971","Saltator multicolor","0","0","0","0","0","0","0","0","0","0","0","0"
"8972","Saltator nigriceps","0","0","0","0","0","0","0","0","0","0","0","0"
"8973","Saltator olivascens","0","0","0","0","0","0","0","0","0","0","0","0"
"8974","Saltator orenocensis","0","0","0","0","0","0","0","0","0","0","0","0"
"8975","Saltator similis","0","0","0","0","0","0","0","0","0","0","0","0"
"8976","Saltator striatipectus","0","0","0","0","0","0","0","0","0","0","0","0"
"8977","Salvadorina waigiuensis","0","1","0","1","0","1","0","0","0","0","0","0"
"8978","Sapayoa aenigma","0","0","0","0","0","0","0","0","0","0","0","0"
"8979","Sappho sparganurus","0","0","0","0","0","0","0","0","0","0","0","0"
"8980","Sarcogyps calvus","1","0","0","0","1","1","0","1","1","0","0","0"
"8981","Sarcophanops samarensis","1","0","0","1","0","1","0","0","0","0","0","0"
"8982","Sarcophanops steerii","1","0","0","1","0","1","0","1","0","0","0","0"
"8983","Sarcops calvus","0","0","0","0","0","0","0","0","0","0","0","0"
"8984","Sarcoramphus papa","0","0","0","0","0","0","0","0","0","0","0","0"
"8985","Sarkidiornis melanotos","0","1","0","0","0","1","0","1","1","0","0","0"
"8986","Sarkidiornis sylvicola","0","1","0","0","0","1","0","1","1","0","0","0"
"8987","Saroglossa spilopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"8988","Sarothrura affinis","1","0","0","0","0","0","0","1","0","0","0","0"
"8989","Sarothrura ayresi","1","1","0","1","0","1","1","1","1","0","0","1"
"8990","Sarothrura boehmi","0","0","0","0","0","0","0","0","0","0","0","0"
"8991","Sarothrura elegans","0","1","0","0","0","0","0","0","0","0","0","0"
"8992","Sarothrura insularis","0","0","0","0","0","0","0","0","0","0","0","0"
"8993","Sarothrura lugens","0","0","0","0","0","0","0","0","0","0","0","0"
"8994","Sarothrura pulchra","0","0","0","0","0","0","0","0","0","0","0","0"
"8995","Sarothrura rufa","0","0","0","0","0","0","0","0","0","0","0","0"
"8996","Sarothrura watersi","1","0","0","0","0","0","0","0","0","0","1","0"
"8997","Sasia abnormis","0","0","0","0","0","0","0","0","0","0","0","0"
"8998","Sasia ochracea","0","0","0","0","0","0","0","0","0","0","0","0"
"8999","Satrapa icterophrys","0","0","0","0","0","0","0","0","0","0","0","0"
"9000","Saundersilarus saundersi","1","1","1","1","0","1","0","0","0","0","0","0"
"9001","Saxicola caprata","0","0","0","0","0","0","0","0","0","0","0","0"
"9002","Saxicola dacotiae","1","1","1","1","0","0","1","0","0","0","0","0"
"9003","Saxicola ferreus","0","0","0","0","0","0","0","0","0","0","0","0"
"9004","Saxicola gutturalis","1","0","0","0","0","1","0","0","0","0","0","0"
"9005","Saxicola insignis","1","0","0","0","0","1","0","1","0","0","1","0"
"9006","Saxicola jerdoni","0","0","0","0","0","0","0","0","0","0","0","0"
"9007","Saxicola leucurus","0","0","0","0","0","0","0","0","0","0","0","0"
"9008","Saxicola macrorhynchus","1","0","0","0","0","0","0","1","1","0","0","0"
"9009","Saxicola rubetra","0","0","0","0","0","0","0","0","0","0","0","0"
"9010","Saxicola tectes","0","0","0","0","0","0","0","0","0","0","0","0"
"9011","Saxicola torquatus","1","0","0","0","0","0","1","1","0","0","1","0"
"9012","Saxicoloides fulicatus","0","0","0","0","0","0","0","0","0","0","0","0"
"9013","Sayornis nigricans","0","0","0","0","0","0","0","0","0","0","0","0"
"9014","Sayornis phoebe","0","0","0","0","0","0","0","0","0","0","0","0"
"9015","Sayornis saya","0","0","0","0","0","0","0","0","0","0","0","0"
"9016","Scelorchilus albicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"9017","Scelorchilus rubecula","0","0","0","0","0","0","0","0","0","0","0","0"
"9018","Scenopoeetes dentirostris","0","0","0","0","0","0","0","0","0","0","1","0"
"9019","Scepomycter winifredae","1","0","0","0","0","0","0","0","0","0","1","0"
"9020","Schetba rufa","0","0","0","0","0","0","0","0","0","0","0","0"
"9021","Schiffornis aenea","0","0","0","0","0","0","0","0","0","0","0","0"
"9022","Schiffornis major","0","0","0","0","0","0","0","0","0","0","0","0"
"9023","Schiffornis olivacea","0","0","0","0","0","0","0","0","0","0","0","0"
"9024","Schiffornis stenorhyncha","0","0","0","0","0","0","0","0","0","0","0","0"
"9025","Schiffornis turdina","0","0","0","0","0","0","0","0","0","0","0","0"
"9026","Schiffornis veraepacis","0","0","0","0","0","0","0","0","0","0","0","0"
"9027","Schiffornis virescens","0","0","0","0","0","0","0","0","0","0","0","0"
"9028","Schistes albogularis","0","0","0","0","0","0","0","0","0","0","0","0"
"9029","Schistes geoffroyi","0","0","0","0","0","0","0","0","0","0","0","0"
"9030","Schistochlamys melanopis","0","0","0","0","0","0","0","0","0","0","0","0"
"9031","Schistochlamys ruficapillus","0","0","0","0","0","0","0","0","0","0","0","0"
"9032","Schistolais leontica","1","0","1","1","1","1","0","0","0","0","1","0"
"9033","Schistolais leucopogon","0","0","0","0","0","0","0","0","0","0","0","0"
"9034","Schoenicola platyurus","1","1","1","0","0","0","0","0","0","0","0","0"
"9035","Schoeniophylax phryganophilus","0","0","0","0","0","0","0","0","0","0","0","0"
"9036","Schoeniparus brunneus","0","0","0","0","0","0","0","0","0","0","0","0"
"9037","Schoeniparus castaneceps","0","0","0","0","0","0","0","0","0","0","0","0"
"9038","Schoeniparus cinereus","0","0","0","0","0","0","0","0","0","0","0","0"
"9039","Schoeniparus dubius","0","0","0","0","0","0","0","0","0","0","0","0"
"9040","Schoeniparus klossi","0","0","0","0","0","0","0","0","0","0","0","0"
"9041","Schoeniparus rufogularis","0","0","0","0","0","0","0","0","0","0","0","0"
"9042","Schoeniparus variegaticeps","1","0","0","0","0","1","0","1","0","0","0","0"
"9043","Schoutedenapus myoptilus","0","0","0","0","0","0","0","0","0","0","0","0"
"9044","Sciaphylax castanea","0","0","0","0","0","0","0","0","0","0","0","0"
"9045","Sciaphylax hemimelaena","0","0","0","0","0","0","0","0","0","0","0","0"
"9046","Scissirostrum dubium","0","0","0","0","0","1","0","0","0","0","0","0"
"9047","Sclateria naevia","0","0","0","0","0","0","0","0","0","0","0","0"
"9048","Scleroptila afra","0","0","0","0","0","0","0","0","0","0","1","0"
"9049","Scleroptila elgonensis","1","0","0","0","0","1","0","0","0","0","0","0"
"9050","Scleroptila finschi","0","0","0","0","0","0","0","0","0","0","0","0"
"9051","Scleroptila gutturalis","0","0","0","0","0","0","0","0","0","0","0","0"
"9052","Scleroptila levaillantii","0","0","0","0","0","0","0","0","0","0","0","0"
"9053","Scleroptila psilolaema","1","0","0","0","0","0","0","0","0","0","0","0"
"9054","Scleroptila shelleyi","0","0","0","0","0","0","0","0","0","0","0","0"
"9055","Scleroptila streptophora","1","0","0","0","0","1","0","0","0","0","0","0"
"9056","Scleroptila whytei","0","0","0","0","0","0","0","0","0","0","0","0"
"9057","Sclerurus albigularis","1","0","0","0","0","0","0","0","0","0","0","0"
"9058","Sclerurus caudacutus","0","0","0","0","0","0","0","0","0","0","0","0"
"9059","Sclerurus cearensis","0","0","0","0","0","1","0","0","0","0","0","0"
"9060","Sclerurus guatemalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"9061","Sclerurus mexicanus","0","0","0","0","0","0","0","0","0","0","0","0"
"9062","Sclerurus rufigularis","0","0","0","0","0","0","0","0","0","0","0","0"
"9063","Sclerurus scansor","0","0","0","0","0","0","0","0","0","0","0","0"
"9064","Scolopax bukidnonensis","0","0","0","0","0","0","0","0","0","0","0","0"
"9065","Scolopax celebensis","1","1","0","0","0","1","0","0","0","0","1","0"
"9066","Scolopax minor","0","0","0","0","0","0","0","0","0","0","0","0"
"9067","Scolopax mira","0","1","0","0","1","1","0","0","0","0","0","0"
"9068","Scolopax rochussenii","1","0","1","1","0","1","0","0","1","0","0","0"
"9069","Scolopax rosenbergii","0","0","0","0","0","0","0","0","0","0","0","0"
"9070","Scolopax rusticola","0","0","0","0","0","0","0","0","0","0","0","0"
"9071","Scolopax saturata","1","0","0","0","0","1","0","0","0","0","0","0"
"9072","Scopus umbretta","0","0","0","0","0","0","0","0","0","0","0","0"
"9073","Scotocerca inquieta","0","0","0","0","0","0","0","0","0","0","0","0"
"9074","Scotopelia bouvieri","0","0","0","0","0","0","0","0","0","0","0","0"
"9075","Scotopelia peli","0","0","0","0","0","0","0","0","0","0","0","0"
"9076","Scotopelia ussheri","1","0","0","0","0","1","0","0","1","0","1","0"
"9077","Scytalopus acutirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"9078","Scytalopus affinis","0","0","0","0","0","0","0","0","0","0","0","0"
"9079","Scytalopus altirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"9080","Scytalopus alvarezlopezi","0","0","0","0","0","1","0","0","0","0","1","0"
"9081","Scytalopus argentifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"9082","Scytalopus atratus","0","0","0","0","0","0","0","0","0","0","0","0"
"9083","Scytalopus bolivianus","0","0","0","0","0","0","0","0","0","0","0","0"
"9084","Scytalopus canus","1","0","0","0","0","1","0","1","0","0","1","0"
"9085","Scytalopus caracae","0","0","0","0","0","0","0","0","0","0","1","0"
"9086","Scytalopus chocoensis","0","0","0","0","0","0","0","0","0","0","0","0"
"9087","Scytalopus diamantinensis","1","0","1","0","0","1","0","1","0","0","0","0"
"9088","Scytalopus femoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"9089","Scytalopus fuscus","0","0","0","0","0","0","0","0","0","0","0","0"
"9090","Scytalopus gettyae","0","0","0","0","0","1","0","0","0","0","0","0"
"9091","Scytalopus gonzagai","1","0","0","0","0","1","0","1","0","0","1","0"
"9092","Scytalopus griseicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"9093","Scytalopus iraiensis","1","1","1","1","1","0","0","1","0","0","0","0"
"9094","Scytalopus latebricola","0","0","0","0","0","1","0","0","0","0","1","0"
"9095","Scytalopus latrans","0","0","0","0","0","0","0","0","0","0","0","0"
"9096","Scytalopus macropus","0","0","0","0","0","0","0","0","0","0","0","0"
"9097","Scytalopus magellanicus","0","0","0","0","0","0","0","0","0","0","0","0"
"9098","Scytalopus meridanus","0","0","0","0","0","0","0","0","0","0","0","0"
"9099","Scytalopus micropterus","0","0","0","0","0","0","0","0","0","0","0","0"
"9100","Scytalopus novacapitalis","1","0","0","1","0","0","0","1","1","0","0","0"
"9101","Scytalopus opacus","0","0","0","0","0","0","0","0","0","0","0","0"
"9102","Scytalopus pachecoi","0","0","0","0","0","0","0","0","0","0","0","0"
"9103","Scytalopus panamensis","1","0","0","1","1","0","0","0","0","0","1","0"
"9104","Scytalopus parkeri","0","0","0","0","0","0","0","0","0","0","0","0"
"9105","Scytalopus parvirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"9106","Scytalopus perijanus","1","0","1","1","1","0","0","0","0","0","0","0"
"9107","Scytalopus petrophilus","0","0","0","0","0","0","0","0","0","0","0","0"
"9108","Scytalopus robbinsi","1","0","0","0","0","0","0","0","0","0","1","0"
"9109","Scytalopus rodriguezi","1","0","0","0","0","1","0","0","0","0","0","0"
"9110","Scytalopus sanctaemartae","0","0","0","0","0","0","0","0","0","0","0","0"
"9111","Scytalopus schulenbergi","0","0","0","0","0","0","0","0","0","0","0","0"
"9112","Scytalopus simonsi","0","0","0","0","0","0","0","0","0","0","0","0"
"9113","Scytalopus speluncae","0","0","0","0","0","0","0","0","0","0","0","0"
"9114","Scytalopus spillmanni","0","0","0","0","0","0","0","0","0","0","0","0"
"9115","Scytalopus stilesi","0","0","0","0","0","0","0","0","0","0","0","0"
"9116","Scytalopus superciliaris","0","0","0","0","0","0","0","0","0","0","0","0"
"9117","Scytalopus unicolor","0","0","0","0","0","0","0","0","0","0","0","0"
"9118","Scytalopus urubambae","0","0","0","0","0","0","0","1","0","0","0","0"
"9119","Scytalopus vicinior","0","0","0","0","0","0","0","0","0","0","0","0"
"9120","Scytalopus zimmeri","0","0","0","0","0","0","0","0","0","0","0","0"
"9121","Scythrops novaehollandiae","0","0","0","0","0","0","0","0","0","0","0","0"
"9122","Seiurus aurocapilla","0","0","0","0","0","0","0","0","0","0","0","0"
"9123","Selasphorus ardens","1","0","0","0","0","0","0","1","1","0","1","0"
"9124","Selasphorus calliope","0","0","0","0","0","0","0","0","0","0","0","0"
"9125","Selasphorus flammula","0","0","0","0","0","0","0","0","0","0","0","0"
"9126","Selasphorus platycercus","0","0","0","0","0","0","0","0","0","0","0","0"
"9127","Selasphorus rufus","0","0","0","0","0","1","0","0","0","0","1","0"
"9128","Selasphorus sasin","0","0","0","0","0","0","0","0","0","0","0","0"
"9129","Selasphorus scintilla","0","0","0","0","0","0","0","0","0","0","0","0"
"9130","Selenidera gouldii","0","0","0","0","0","0","0","0","0","0","0","0"
"9131","Selenidera langsdorffii","0","0","0","0","0","0","0","0","0","0","0","0"
"9132","Selenidera maculirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"9133","Selenidera nattereri","0","0","0","0","0","0","0","0","0","0","0","0"
"9134","Selenidera piperivora","0","0","0","0","0","0","0","0","0","0","0","0"
"9135","Selenidera reinwardtii","0","0","0","0","0","0","0","0","0","0","0","0"
"9136","Selenidera spectabilis","0","0","0","0","0","0","0","0","0","0","0","0"
"9137","Seleucidis melanoleucus","0","0","0","0","0","0","0","0","0","0","0","0"
"9138","Semioptera wallacii","1","0","1","1","1","1","1","1","0","0","0","0"
"9139","Semnornis frantzii","0","0","0","0","0","0","0","0","0","0","0","0"
"9140","Semnornis ramphastinus","1","1","1","1","0","1","0","0","0","0","0","0"
"9141","Sephanoides fernandensis","1","1","0","0","0","1","0","0","0","1","1","0"
"9142","Sephanoides sephaniodes","0","0","0","0","0","0","0","0","0","0","0","0"
"9143","Sericornis arfakianus","0","0","0","0","0","0","0","0","0","0","0","0"
"9144","Sericornis beccarii","0","0","0","0","0","0","0","0","0","0","0","0"
"9145","Sericornis citreogularis","0","0","0","0","0","0","0","0","0","0","1","0"
"9146","Sericornis frontalis","0","0","0","0","0","0","0","0","0","0","1","0"
"9147","Sericornis humilis","0","0","0","0","0","0","0","0","0","0","0","0"
"9148","Sericornis keri","0","0","0","0","0","0","0","0","0","0","1","0"
"9149","Sericornis magnirostra","0","0","0","0","0","0","0","0","0","0","0","0"
"9150","Sericornis nouhuysi","0","0","0","0","0","0","0","0","0","0","0","0"
"9151","Sericornis papuensis","0","0","0","0","0","0","0","0","0","0","0","0"
"9152","Sericornis perspicillatus","0","0","0","0","0","0","0","0","0","0","0","0"
"9153","Sericornis rufescens","0","0","0","0","0","0","0","0","0","0","0","0"
"9154","Sericornis spilodera","0","0","0","0","0","0","0","0","0","0","0","0"
"9155","Sericossypha albocristata","1","0","0","0","0","0","0","0","0","0","0","0"
"9156","Sericulus ardens","0","0","0","0","0","0","0","0","0","0","0","0"
"9157","Sericulus aureus","0","0","0","0","0","0","0","0","0","0","0","0"
"9158","Sericulus bakeri","1","0","0","0","0","1","0","0","0","0","1","0"
"9159","Sericulus chrysocephalus","0","0","0","0","0","0","0","0","0","0","0","0"
"9160","Serilophus lunatus","0","0","0","0","0","0","0","0","0","0","0","0"
"9161","Serilophus rubropygius","0","0","0","0","0","0","0","0","0","0","0","0"
"9162","Serinus alario","0","0","0","0","0","0","0","0","0","0","1","0"
"9163","Serinus canaria","0","0","0","0","0","0","0","0","0","0","0","0"
"9164","Serinus canicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"9165","Serinus flavivertex","0","0","0","0","0","0","0","0","0","0","0","0"
"9166","Serinus nigriceps","0","0","0","0","0","0","0","0","0","0","1","0"
"9167","Serinus pusillus","0","0","0","0","0","0","0","0","0","0","0","0"
"9168","Serinus serinus","0","0","0","0","0","0","0","0","0","0","0","0"
"9169","Serinus syriacus","1","0","0","0","0","1","0","1","0","0","1","0"
"9170","Serpophaga cinerea","0","0","0","0","0","0","0","0","0","0","0","0"
"9171","Serpophaga griseicapilla","0","0","0","0","0","0","0","0","0","0","0","0"
"9172","Serpophaga hypoleuca","0","0","0","0","0","0","0","0","0","0","0","0"
"9173","Serpophaga nigricans","0","0","0","0","0","0","0","0","0","0","0","0"
"9174","Serpophaga subcristata","0","0","0","0","0","0","0","0","0","0","0","0"
"9175","Setopagis heterura","0","0","0","0","0","0","0","0","0","0","0","0"
"9176","Setopagis maculosa","0","0","0","0","0","0","0","0","0","0","0","0"
"9177","Setopagis parvula","0","0","0","0","0","0","0","0","0","0","0","0"
"9178","Setopagis whitelyi","0","0","0","0","0","0","0","0","0","0","1","0"
"9179","Setophaga adelaidae","0","0","0","0","0","0","0","0","0","0","0","0"
"9180","Setophaga americana","0","0","0","0","0","0","0","0","0","0","0","0"
"9181","Setophaga angelae","1","0","1","0","0","0","0","0","0","0","1","0"
"9182","Setophaga auduboni","0","0","0","0","0","0","0","0","0","0","0","0"
"9183","Setophaga caerulescens","0","0","0","0","0","0","0","0","0","0","1","0"
"9184","Setophaga castanea","0","0","0","0","0","0","0","0","0","0","0","0"
"9185","Setophaga cerulea","1","1","1","1","0","1","0","0","0","0","0","0"
"9186","Setophaga chrysoparia","1","1","1","0","1","1","0","1","0","0","1","0"
"9187","Setophaga citrina","0","0","0","0","0","0","0","0","0","0","0","0"
"9188","Setophaga coronata","0","0","0","0","0","0","0","0","0","0","0","0"
"9189","Setophaga delicata","0","0","0","0","0","0","0","0","0","0","0","0"
"9190","Setophaga discolor","0","0","0","0","0","0","0","0","0","0","0","0"
"9191","Setophaga dominica","0","0","0","0","0","0","0","0","0","0","0","0"
"9192","Setophaga flavescens","0","1","1","0","0","1","1","1","0","0","1","0"
"9193","Setophaga fusca","0","0","0","0","0","0","0","0","0","0","1","0"
"9194","Setophaga graciae","0","0","0","0","0","0","0","0","0","0","0","0"
"9195","Setophaga graysoni","0","1","0","0","0","0","0","0","0","0","0","0"
"9196","Setophaga kirtlandii","0","1","0","0","0","1","0","1","0","0","1","0"
"9197","Setophaga magnolia","0","0","0","0","0","0","0","0","0","0","1","0"
"9198","Setophaga nigrescens","0","0","0","0","0","0","0","0","0","0","0","0"
"9199","Setophaga occidentalis","0","0","0","0","0","0","0","0","0","0","0","0"
"9200","Setophaga palmarum","0","0","0","0","0","0","0","0","0","0","1","0"
"9201","Setophaga pensylvanica","0","0","0","0","0","0","0","0","0","0","0","0"
"9202","Setophaga petechia","0","0","0","0","0","0","0","0","0","0","1","0"
"9203","Setophaga pharetra","0","0","0","0","0","0","0","0","0","0","0","0"
"9204","Setophaga pinus","0","0","0","0","0","0","0","0","0","0","0","0"
"9205","Setophaga pitiayumi","0","0","0","0","0","0","0","0","0","0","0","0"
"9206","Setophaga pityophila","0","0","0","0","0","0","0","0","0","0","0","0"
"9207","Setophaga plumbea","0","0","0","0","0","0","0","0","0","0","0","0"
"9208","Setophaga ruticilla","0","0","0","0","0","0","0","0","0","0","1","0"
"9209","Setophaga striata","0","0","0","1","0","0","0","0","0","0","1","0"
"9210","Setophaga subita","1","1","1","0","0","0","0","0","1","0","1","0"
"9211","Setophaga tigrina","0","0","0","0","0","0","0","0","0","0","0","0"
"9212","Setophaga townsendi","0","0","0","0","0","0","0","0","0","0","0","0"
"9213","Setophaga virens","0","0","0","0","0","0","0","0","0","0","1","0"
"9214","Setophaga vitellina","0","0","1","0","0","1","1","0","0","0","1","0"
"9215","Setornis criniger","1","0","1","0","0","1","0","1","0","0","0","0"
"9216","Sheppardia aequatorialis","0","0","0","0","0","0","0","0","0","0","0","0"
"9217","Sheppardia aurantiithorax","1","0","0","0","0","1","0","0","0","0","0","0"
"9218","Sheppardia bocagei","0","0","0","0","0","0","0","0","0","0","0","0"
"9219","Sheppardia cyornithopsis","0","0","0","0","0","0","0","0","0","0","0","0"
"9220","Sheppardia gabela","1","0","0","0","1","1","0","0","0","0","1","0"
"9221","Sheppardia gunningi","1","1","0","0","0","1","0","0","0","0","0","0"
"9222","Sheppardia lowei","1","0","0","0","0","1","0","0","0","0","1","0"
"9223","Sheppardia montana","1","0","0","0","0","1","0","1","0","0","1","0"
"9224","Sheppardia poensis","0","0","0","0","0","0","0","0","0","0","0","0"
"9225","Sheppardia polioptera","0","0","0","0","0","0","0","0","0","0","0","0"
"9226","Sheppardia sharpei","0","0","0","0","0","0","0","0","0","0","0","0"
"9227","Sholicola albiventris","1","0","1","0","1","1","0","1","0","0","1","0"
"9228","Sholicola major","1","0","1","0","1","1","0","1","0","0","1","0"
"9229","Sialia currucoides","0","0","0","0","0","0","0","0","0","0","0","0"
"9230","Sialia mexicana","0","0","0","0","0","0","0","0","0","0","0","0"
"9231","Sialia sialis","0","0","0","0","0","0","0","0","0","0","0","0"
"9232","Sibia morrisoniana","0","0","0","0","0","0","0","0","0","0","0","0"
"9233","Sibia nipalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"9234","Sibia souliei","0","0","0","0","0","0","0","0","0","0","0","0"
"9235","Sibia waldeni","0","0","0","0","0","0","0","0","0","0","0","0"
"9236","Sibirionetta formosa","1","1","1","0","1","1","0","0","1","0","1","0"
